音韻編碼,字頭,釋義
CCQ,捀,說文曰奉也又符用切
BCQ,峯,山峯也敷容切十六
BCQ,鋒,劒刃鋒也
BCQ,丰,丰茸美好說文本作𡴀草盛𡴀也從生上下達也
BCQ,𡴀,丰茸美好說文本作𡴀草盛𡴀也從生上下達也
BCQ,𢓱,使也
BCQ,妦,好也
BCQ,蠭,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後
BCQ,蜂,說文曰螫人飛蟲也孝經援神契曰蠭䘍垂芒爲其毒在後
BCQ,𧒒,古文
BCQ,蘴,菜名又音豐
BCQ,桻,木上
BCQ,㷭,㷭火夜曰㷭晝曰燧
BCQ,烽,㷭火夜曰㷭晝曰燧
BCQ,莑,草牙始生出音譜
BCQ,仹,仙人
BCQ,㸼,㸼牛
NCQ,縱,縱橫也即容切又子用切九
NCQ,𣯨,毾㲪也
NCQ,蹤,蹤跡
NCQ,䡮,車跡
NCQ,樅,木名又七恭切
NCQ,磫,磫𥗫礪石
NCQ,豵,豕生三子
NCQ,熧,火行穴中
NCQ,𧺣,急行也又此從切
cCQ,茸,草生皃而容切十
cCQ,䩸,毳飾
cCQ,𩮙,髮多亂皃
cCQ,䇯,竹頭有文
cCQ,襛,華皃又厚衣皃又女容切
cCQ,穠,花木厚也又女容切
cCQ,搑,擣也
cCQ,𥎂,𥍮𥎂矛也
cCQ,榵,木名似檀
cCQ,穁,禾梋
fCQ,蛩,蛩蛩巨虛獸也說文云一曰秦謂蟬蛻曰蛩渠容切十六
fCQ,邛,勞也病也又臨邛縣亦邛僰又姓列仙傳有周封史邛疏
fCQ,舼,舼船
fCQ,𦨰,舼船
fCQ,筇,竹名可爲杖張鶱至大宛得之
fCQ,輁,輁軸所以支棺也又音拱
fCQ,𦭭,蓂莢實也
fCQ,𥳎,𥳎籠
fCQ,䂬,水㠀石也又居勇切
fCQ,蛬,蟋蟀又音拱
fCQ,𠌖,𠌖倯可憎之皃
fCQ,𩬰,𩬰鬆髮亂也
fCQ,桏,柜柳
fCQ,䅃,稰也又巨壠切
fCQ,𤤶,𤤶佩
fCQ,𩢽,獸如馬而青一走千里也
ZCQ,鱅,魚名似牛音如豕蜀庸切又音庸三
ZCQ,慵,嬾也
ZCQ,𩌨,通俗文云牽乾也
dCQ,恭,恭敬也說文本作𢙄肅也又姓晉太子申生號恭君其後氏焉出國語九容切陸以恭蜙樅等入冬韻非也十
dCQ,龔,姓也漢有龔遂
dCQ,供,奉也具也設也給也進也又居用切
dCQ,珙,璧也又音拱
dCQ,䢼,邑名出異苑又亭名出晉書
dCQ,共,共城縣在衛州又渠用切
dCQ,𤱨,㽤也
dCQ,廾,竦手也說文本居竦切
dCQ,髸,髸䯳
dCQ,䳍,鳥似雉鳴自呼
QCQ,蜙,蜙蝑蟲名息恭切六
QCQ,淞,水名在吳又音松
QCQ,凇,凍落之皃
QCQ,鬆,髮亂皃亦作䯳
QCQ,倯,倯恭怯皃
QCQ,𢔋,小行恐皃
OCQ,樅,木名松葉栢身七恭切又音蹤十二
OCQ,鏦,短矛又音窻
OCQ,從,從容又疾容秦用二切
OCQ,暰,光也張景陽七命云怒目電暰是也
OCQ,䗥,螉䗥小蜂生牛馬皮中也
OCQ,瑽,瑽瑢佩玉行皃
OCQ,摐,打也又音窻
OCQ,䐫,肥病
OCQ,𥡬,治禾𥡬移
OCQ,𧺣,急行也又音蹤
OCQ,鬆,髮亂又息恭切
OCQ,𨑪,𨑪遷
eCQ,銎,斤斧受柄處也曲恭切又許容切二
eCQ,𥳎,𥳎籠
dDI,江,江海書有九江尋陽記云烏江蚌江烏白江嘉靡江畎江沔江𥐙江提江菌江亦姓出陳留本顓頊玄孫伯益之後爵封於江陵爲楚所滅後以國爲氏古雙切十一
dDI,扛,舉鼎說文云扛橫關對舉也秦武王與孟說扛龍文之鼎脫臏而死
dDI,杠,旌旗飾一曰牀前橫木
dDI,茳,茳蘺香草
dDI,釭,燈又音工
dDI,矼,石矼石橋也爾雅曰石杠謂之徛字俗從石
dDI,豇,豇豆蔓生白色
dDI,肛,胮肛脹大又許江切
dDI,玒,玉名又音工
dDI,𧢸,舉角
dDI,䜫,䜫谷在南郡
DDI,厖,厚也大也莫江切十四
DDI,駹,黑馬白面
DDI,狵,犬多毛亦作尨
DDI,尨,犬多毛亦作尨
DDI,浝,水名
DDI,哤,語雜亂曰哤
DDI,牻,牛白黑雜
DDI,娏,女神名
DDI,䵨,陰私事也
DDI,㟌,五帋山名在蜀
DDI,蛖,蛖螻螻蛄類
DDI,𥆙,目不明
DDI,痝,病困
DDI,𠈵,不媚
MDI,𦗳,耳中聲也女江切八
MDI,𣰊,髮多
MDI,涳,姓出纂文又音羫
MDI,噥,噥嗔語出字林
MDI,𩟊,強食
MDI,鬞,亂髮
MDI,䁸,目不明
MDI,𪆯,鴻𪆯
TDI,囪,說文曰在牆曰牖在屋曰囪楚江切九
TDI,窻,說文作窗通孔也釋名曰窻聰也於內見外之聰明也
TDI,牕,說文作窗通孔也釋名曰窻聰也於內見外之聰明也
TDI,窓,俗
TDI,䎫,種也
TDI,堫,種也
TDI,摐,打鐘鼓也
TDI,鏦,短矛也
TDI,𥎋,短矛也
ADI,邦,國也又姓出何氏姓苑博江切四
ADI,𤰫,古文
ADI,梆,木名
ADI,垹,土精如手在地中食之無病
jDI,栙,降䉶帆未張下江切八
jDI,䜶,䜶䝄胡豆
jDI,降,降伏又古巷切
jDI,缸,甖缸
jDI,瓨,甖缸
jDI,洚,說文曰水不遵道一曰下也又古巷切
jDI,夅,服也
jDI,跭,跭𨇯豎立也
BDI,胮,胮脹匹江切又音龐五
BDI,𤵸,胮脹匹江切又音龐五
BDI,𩐨,鼓聲
BDI,𪔔,鼓聲
BDI,𪐿,黑皃
IDI,瀧,南人名湍亦州在嶺南呂江切又音雙二
IDI,䮾,充塞之皃
VDI,雙,偶也兩隻也又姓出姓苑後魏有將軍雙仕洛所江切七
VDI,艭,舽艭船名
VDI,䉶,帆也
VDI,𢥠,懼也左傳云駟氏𢥠
VDI,䝄,豆也
VDI,瀧,水名在郴州界
VDI,𨇯,跭𨇯立也
CDI,龐,姓也出南安南陽二望本周文王子畢公高後封於龐因氏焉魏有龐涓薄江切五
CDI,逄,姓也出北海左傳齊有逄丑父
CDI,胮,胮肛脹大皃
CDI,𩐨,鼓聲
CDI,舽,舽舡船名
iDI,肛,許江切四
iDI,啌,啌瞋語出聲譜
iDI,谾,空谷皃
iDI,舡,舽舡船皃名
hDI,胦,胦肛不伏人握江切一
eDI,腔,羊腔也苦江切十二
eDI,𤟄,羊腔也苦江切十二
eDI,羫,古文
eDI,控,打也又苦貢切
eDI,椌,椌楬
eDI,悾,信也愨也又音空
eDI,跫,蹋地聲
eDI,涳,直流
eDI,崆,崆㟅山皃又音空
eDI,𩩝,𩪘𩩝尻骨
eDI,㾤,喉中病
eDI,㼹,㼹甎𤮇也
LDI,幢,旛幢釋名曰幢幢也其皃幢幢然也宅江切六
LDI,撞,撞突也學記曰善待問者如撞鐘撞擊也
LDI,橦,木名又音鍾童
LDI,𣃘,旌旗杠皃出說文又丑善切
LDI,噇,喫皃
LDI,𩪘,𩪘𩩝尻骨
KDI,憃,愚也丑江切又丑龍切又抽用切五
KDI,䚎,視不明也一曰直視又丑巷切
KDI,𥡟,黍𥡟不實也
KDI,䄝,祠不敬也
KDI,𧜧,短敝衣也
JDI,樁,橛也都江切二
JDI,𣻛,深水立𣻛
gDI,㟅,五江切一
UDI,淙,水流皃士江切又才宗切四
UDI,鬃,髻高皃
UDI,㼻,甖也出方言
UDI,𩞐,饞𩞐愛食
XEQ,支,支度也支持也亦姓何氏姓苑云琅邪人後趙錄有司空支雄又漢複姓莊子有支離益善屠龍章移切二十九
XEQ,𥾣,縴𥾣挽船繩也
XEQ,只,專辝又之爾切
XEQ,汥,水都名
XEQ,㲍,㲔㲍者輕毛皃
XEQ,巵,酒器
XEQ,梔,梔子木實可染黃
XEQ,枝,枝柯又漢複姓左傳楚大夫枝如子弓
XEQ,衹,適也又巨支切
XEQ,㽻,疾也
XEQ,衼,衹衼尼法衣也衹音歧
XEQ,肢,肢體
XEQ,胑,
XEQ,𨈛,並上同
XEQ,禔,福也又是支切
XEQ,馶,馬強
XEQ,氏,月氏國名又閼氏匈奴皇后也又精是二音
XEQ,疻,毁傷
XEQ,㩼,多也又音寘
XEQ,鳷,鳥名漢武帝造鳷鵲觀在雲陽甘泉宮外
XEQ,䧴,鳥名漢武帝造鳷鵲觀在雲陽甘泉宮外
XEQ,觶,本音寘今作奉觶字
XEQ,榰,爾雅曰榰柱也謂相榰柱也
XEQ,㯄,玉篇云木盛
XEQ,𪂅,土精如鴈一足黃色毁之殺人
XEQ,𧌔,蟲名似蜥蜴能吞人
XEQ,眵,目汁凝尺支切
XEQ,䡋,䡋軝長轂
XEQ,𩍲,皮鞁
lEQ,移,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書箋表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
lEQ,䄬,遷也遺也延也徙也易也說文曰禾相倚移也又官曹公府不相臨敬則爲移書箋表之類也亦姓風俗通云漢有弘農太守移良弋支切三十二
lEQ,迻,說文遷也
lEQ,𠩗,說文歠也
lEQ,杝,木名
lEQ,鉹,方言云涼州呼甑又音侈
lEQ,袲,宋地名又音侈
lEQ,箷,衣架
lEQ,𥠥,上同又榻前几
lEQ,㥴,忯㥴不憂事
lEQ,詑,詑詑自得皃又淺意也
lEQ,簃,樓閣邊小屋又音池
lEQ,䔟,萎䔟草
lEQ,熪,燫熪火不絕皃
lEQ,扅,扊扅戶扃
lEQ,衪,衣袖
lEQ,暆,東暆縣在樂浪
lEQ,迆,逶迆又移爾切
lEQ,𤝻,獸名似犬尾白目喙赤出則大兵
lEQ,栘,扶栘木名又成兮切
lEQ,歋,歋𢋅手相弄人亦作擨又以遮切
lEQ,酏,酒也又羊氏切
lEQ,匜,杯匜似桸可以注水又羊氏切
lEQ,拸,加也
lEQ,謻,埤蒼云冰室門名
lEQ,𠗺,埤蒼云冰室門名
lEQ,蛇,蜲蛇莊子所謂紫衣而朱冠又蛇丘縣名又神遮切
lEQ,虵,俗
lEQ,螔,爾雅曰蚹蠃螔蝓注謂即蝸牛也
lEQ,𠐀,𠐀𢋅
lEQ,𣣢,笑𣣢
lEQ,䬁,小旋風咸陽有之小䬁於地也
kEw,爲,爾雅曰作造爲也說文曰母猴也又姓風俗通云漢有南郡太守爲昆薳支切又王僞切六
kEw,為,俗
kEw,潙,水名在新陽
kEw,䧦,阪名在鄭又王詭切
kEw,鄬,地名
kEw,𩻟,大魚又許爲切
dE0,嬀,水名亦州春秋時屬燕秦爲上谷郡漢爲潘縣武德初置北燕州貞觀改爲嬀州因木爲名又姓文士傳有嬀覽居爲切二
dE0,潙,水名又音爲
iE0,𪎮,說文曰旌旗所以指𪎮也亦作麾許爲切六
iE0,麾,說文曰旌旗所以指𪎮也亦作麾許爲切六
iE0,噅,口不言正
iE0,撝,說文曰裂也易曰撝謙注謂指撝皆謙也
iE0,𩻟,大魚又音爲
iE0,䧦,鄭地
hE0,逶,逶迆於爲切十一
hE0,𣨙,枯死
hE0,萎,蔫也
hE0,㮃,田器
hE0,覣,好視
hE0,蜲,蜲蛇
hE0,痿,痹濕病也
hE0,倭,順皃
hE0,委,委委佗佗美也
hE0,䴧,鹿肉
hE0,蟡,涸水精一身兩頭似蛇以名呼之可取魚鼈
DEU,糜,糜粥靡爲切九
DEU,縻,繫也又縻爵易作靡
DEU,㸏,㸏爛
DEU,𪎕,散也
DEU,蘼,薔蘼虋冬也又世彼切
DEU,䊳,䊳碎
DEU,𪎭,𪎭穄別名
DEU,𦗕,乘輿金耳
DEU,醿,酴醿酒也
iEw,隓,毀也說文曰敗城𨸏曰隓許規切九
iEw,墮,毀也說文曰敗城𨸏曰隓許規切九
iEw,隳,俗
iEw,眭,眭盱健皃又息爲切盱音吁
iEw,觿,角錐童子佩之說文曰觿角銳耑可以解結也又戶圭切
iEw,睢,仰目也
iEw,䜐,相毀之言
iEw,鑴,大鍾又戶圭切
iEw,蘳,華黃也又果實也
LEw,鬌,髮落直垂切又大果切三
LEw,錘,八銖又馳僞切
LEw,甀,甖也
ZEw,𡍮,幾也疆也說文曰遠邊也是爲切十
ZEw,垂,幾也疆也說文曰遠邊也是爲切十
ZEw,陲,邊也說文危也
ZEw,倕,重也黃帝時巧人名倕
ZEw,𦈼,小口甖也
ZEw,𨿠,鴟鳥
ZEw,圌,山名在吳都又市緣切
ZEw,篅,盛榖圓𥫱
ZEw,𥳙,盛榖圓𥫱
ZEw,𠃀,草木華葉縣
IEw,羸,瘦也力爲切二
IEw,𡰠,膝病
YEw,吹,吹噓昌垂切又尺僞切三
YEw,炊,炊爨
YEw,䶴,習管古文作龡又尺僞切
BEU,鈹,大針也又劒如刀裝者敷羈切十二
BEU,帔,又芳髮切
BEU,鮍,魚鮍
BEU,披,又作翍開也分也散也
BEU,𤱍,耕也
BEU,耚,耕也
BEU,狓,狓猖皃出新字林
BEU,翍,羽張之皃
BEU,旇,旗靡
BEU,秛,禾租
BEU,𤿎,器破而未離又皮美切
BEU,㱟,開肉又匹靡切
AEU,陂,書傳云澤障曰陂彼爲切十一
AEU,詖,辯辝又音祕
AEU,碑,釋名曰本葬時所設臣子追述君父之功美以書其上
AEU,羆,爾雅曰羆如熊黃白文孝經援神契曰赤羆見則姦宄自遠也
AEU,𥀍,古文
AEU,𨰟,玉篇云耜屬也
AEU,𤜑,牛名又音皮
AEU,𨧦,鋸鉏也
AEU,𥶓,竹名
AEU,襬,關東人呼裙也
AEU,藣,草名又彼義切
REw,隨,從也順也又姓風俗通云隨侯之後漢有博土隨何後漢有扶風隨蕃旬爲切三
REw,隋,國名本作隨左傳曰漢東之國隨爲大漢初爲縣後魏爲郡又改爲州隋文帝去辵
REw,𥶻,𥶻籠
eE0,虧,缺也俗作𧇾去爲切一
eEw,闚,小視去隨切二
eEw,窺,小視去隨切二
fEU,奇,異也說文作奇又虜複姓後魏書奇斤氏後改爲奇氏渠羈切又居宜切十
fEU,琦,玉名
fEU,騎,說文曰跨馬也又其寄切
fEU,鵸,鵸䳜鳥似烏三首六尾自爲牝牡善笑䳜音余出山海經
fEU,弜,強也又其丈切
fEU,鬾,小兒鬼
fEU,碕,曲岸又巨支切
fEU,𢺷,木別生也
fEU,㩽,上同又橫首枝皃
fEU,錡,釜屬又魚綺切
fEQ,祇,地祇神也巨支切二十五
fEQ,示,上同見周禮本又時至切
fEQ,衹,衹衼尼法衣
fEQ,岐,山名亦州春秋及戰國時爲秦都漢爲右扶風後魏置雍城鎮又改爲岐州因山而名又姓黃帝時有岐伯
fEQ,歧,歧路
fEQ,𨙸,邑名在扶風
fEQ,馶,勁皃
fEQ,疧,病也詩云俾我疧兮
fEQ,蚑,蚑蚑蟲行皃又長蚑蠨蛸別名出崔豹古今注
fEQ,忯,爾雅云忯忯惕惕愛也
fEQ,䞚,說文曰緣大木也一曰行皃
fEQ,翄,翄翄飛皃
fEQ,𢻚,弓硬皃
fEQ,軝,說文曰長轂之軝以朱約之詩曰約軝錯衡
fEQ,𩉬,說文曰長轂之軝以朱約之詩曰約軝錯衡
fEQ,芪,藥草說文曰芪母也
fEQ,汥,說文曰水都也又音支
fEQ,跂,行皃又音企
fEQ,䲬,雞又云鴈
fEQ,蚔,蟲也
fEQ,䉻,赤米
fEQ,𦭲,繰絲鉤緒
fEQ,伎,舒散又音技
fEQ,𨱜,長𨱜國名髮長於身
fEQ,𠁭,參差也
iEU,犧,犧牲書傳曰色純曰犧許羈切十八
iEU,羲,姓風俗通云堯鄉羲仲之後
iEU,焁,焁欨貪者欲食皃
iEU,桸,枸也
iEU,巇,巇嶮
iEU,羛,地名在魏
iEU,戲,於戲歎辝又姓虙戲氏之後又喜義切
iEU,𤃪,水名在新豐
iEU,曦,日光
iEU,𢹍,擊也
iEU,𧕆,蠡名
iEU,䚙,角匕又火元切
iEU,䖒,古陶器也
iEU,㺣,獸名又曰豕也
iEU,𣤴,吹嚱口聲
iEU,𢨛,相笑之皃
iEU,㚀,毁也
iEU,隵,毁也
eEU,㩻,不正也去奇切十一
eEU,觭,角一俯一仰也
eEU,踦,腳跛又腒綺切
eEU,㱦,死也說文棄也俗語謂死曰大㱦
eEU,崎,崎嶇
eEU,𦖊,一隻
eEU,碕,石橋
eEU,𤘌,虎牙
eEU,㥓,𢜩㥓儉意
eEU,䗁,長腳鼅鼄
eEU,攲,宗廟宥座之器說文又居宜切持去也
gEU,宜,說文本作𡧗所安也俗作宜亦姓出姓苑魚羈切十一
gEU,宐,說文本作𡧗所安也俗作宜亦姓出姓苑魚羈切十一
gEU,𠣨,
gEU,㝖,並古文
gEU,儀,儀容又義也正也亦州名本漢涅縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
gEU,𥫃,儀容又義也正也亦州名本漢涅縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
gEU,䣡,地名在徐
gEU,䴊,鵕䴊神鳥
gEU,轙,車上環轡所貫也又音蟻
gEU,涯,水畔也又五佳切
gEU,崖,崖岸又五佳切
CEU,皮,皮膚也釋名曰皮被也被覆體也亦姓出下邳符羈切六
CEU,疲,勞也乏也
CEU,郫,郫縣名在蜀
CEU,罷,倦也亦止也又音矲
CEU,㯅,木下交支皃又符支切
CEU,犤,下小牛也
ZEQ,提,羣飛皃是支切又弟泥切十二
ZEQ,𦑡,羣飛皃是支切又弟泥切十二
ZEQ,㖷,鳥鳴
ZEQ,匙,匕也
ZEQ,䈕,說文曰簧屬
ZEQ,堤,堤封頃畝漢書作提顏師古曰提封者大舉其封疆也提音題
ZEQ,禔,福也亦安也喜也又音支
ZEQ,𦳚,𦳚母即知母草出字林
ZEQ,忯,愛也
ZEQ,姼,姼母也又尺氏切
ZEQ,眂,眂眂役目
ZEQ,𣏚,碓衡
cEQ,兒,嬰兒又虜姓官氏志云賀兒氏後改爲兒氏汝移切四
cEQ,𠒆,嬰兒又虜姓官氏志云賀兒氏後改爲兒氏汝移切四
cEQ,唲,曲從皃楚詞云喔咿嚅唲
cEQ,婼,前漢西域傳有婼羌
IEQ,離,近曰離遠曰別說文曰離黃倉庚鳴則蠶生今用鸝爲鸝黃借離爲離別也又姓孟軻門人有離婁呂支切三十七
IEQ,籬,笊籬又爾雅曰樊藩也郭璞云謂藩籬也
IEQ,醨,酒薄
IEQ,罹,心憂
IEQ,璃,琉璃
IEQ,酈,魯地名又音歷
IEQ,𣀷,陳也又力米切
IEQ,驪,馬深黑色又姓驪戎國之後
IEQ,𪖂,𪖂𪕭小鼠相銜行也
IEQ,樆,山梨
IEQ,鸝,鸝黃
IEQ,鵹,鸝黃
IEQ,𪅆,上同又𪂈𪅆自爲牝牡
IEQ,縭,婦人香纓
IEQ,褵,玉篇云衣帶也
IEQ,蘺,江蘺蘪蕪別名
IEQ,䕻,草木附地生也
IEQ,麗,東夷國名又盧計切
IEQ,离,明也又卦名案易本作離又丑知切
IEQ,䍦,接䍦白帽
IEQ,㰚,柴㰚也
IEQ,蠡,匈奴傳有谷蠡也谷音鹿
IEQ,䅻,長沙人謂禾二把爲䅻
IEQ,孋,孋姬本亦作驪
IEQ,漓,水滲入地
IEQ,灕,淋灕秋雨也
IEQ,𧕯,蚰蜒別名
IEQ,㷰,帷中火也又丑知切
IEQ,𧕮,螹𧕮蟲名
IEQ,攡,太玄經云張也
IEQ,黐,黏也又丑知切
IEQ,矖,矖瞜也
IEQ,穲,穲穲黍稷行列
IEQ,𢟢,多端又思之也
IEQ,𢥗,多端又思之也
IEQ,謧,弄言
IEQ,劙,分破也
PEQ,疵,黑病疾移切八
PEQ,骴,殘骨又音自
PEQ,玼,玉病又七禮切
PEQ,茈,𦽏茈草
PEQ,𣐑,無𣐑木一名棆
PEQ,胔,人子腸名
PEQ,飺,嫌食皃
PEQ,鴜,𪇳鴜水鳥似魚虎蒼黑色又即知切
NEQ,貲,貨也財也即移切十六
NEQ,頿,說文云口上須俗作髭
NEQ,鴜,𪇳鴜又疾移切
NEQ,𪕊,鼠名似雞
NEQ,鮆,魚名又才禮切
NEQ,訾,思也又姓何氏姓苑云今齊人本姓蔡氏漢元帝功臣表有樓虛侯訾順
NEQ,鄑,鄑城名海在北
NEQ,㠿,布名
NEQ,媊,說文云甘氏星經曰太白上公妻曰女媊居南斗食厲天下祭之曰明星又音翦
NEQ,𨚖,谷名
NEQ,㰣,歐也又子賜切
NEQ,鈭,鈭錍斧也又千支切
NEQ,姕,婦人皃又疾支此移二切
NEQ,𦺱,菜名
NEQ,䖪,蟲似蟬
NEQ,觜,觜星爾雅曰娵觜之口營室東壁也又遵誅切
dEU,羈,馬絆也又馬絡也居宜切九
dEU,畸,殘田
dEU,羇,寄也
dEU,掎,掎角又居綺切
dEU,攲,以箸取物也說文曰持去也又起宜切
dEU,奇,不偶也又虧也又渠羈切
dEU,㱦,棄也又丘奇切
dEU,妓,妓姕態皃又渠綺切
dEU,躸,躸身單皃
AEQ,卑,下也賤也亦姓蔡邕胡太傅碑有太傅掾鴈門卑整府移切十一
AEQ,鵯,鵯鶋鳥又音匹
AEQ,椑,木名似柹荊州記曰宜都出大椑潘岳閑居賦云烏椑之柹
AEQ,箄,取魚竹器
AEQ,裨,裨補也增也與也附也助也又音陴
AEQ,鞞,牛鞞縣在蜀又薄迷脯鼎二切
AEQ,𩔹,須髮半白
AEQ,庳,下也又音婢
AEQ,渒,水名
AEQ,錍,鈭錍斧也
AEQ,𢃍,冕也
CEQ,陴,城上女牆也符支切十五
CEQ,𩫫,籀文
CEQ,焷,缹也
CEQ,脾,說文曰土藏也釋名曰脾裨也在胃下裨助胃氣主化榖也
CEQ,䴽,麴餅
CEQ,埤,附也增也又音婢
CEQ,裨,副將又姓鄭有大夫裨竈
CEQ,蜱,爾雅曰蟷蠰其子蜱蛸郭璞云蟷蠰螗螂別名
CEQ,𧓎,爾雅曰蟷蠰其子蜱蛸郭璞云蟷蠰螗螂別名
CEQ,螷,爾雅曰蜌蠯螷即蚌屬也又薄佳切又薄猛切
CEQ,蠯,爾雅曰蜌蠯螷即蚌屬也又薄佳切又薄猛切
CEQ,㯅,木下枝也
CEQ,郫,郫邵晉邑亦姓出姓苑
CEQ,𪌈,𪌈䴻麥麵
CEQ,紕,飾緣邊也
aEQ,䌳,繒似布說文曰粗緒也式支切十二
aEQ,絁,俗
aEQ,施,施設亦姓左傳魯大夫施伯何氏姓苑云今沛人又式豉以寘二切
aEQ,葹,卷葹草名拔心不死
aEQ,䙾,𧠪䙾面柔也本亦作戚施
aEQ,鍦,短矛
aEQ,鉈,上同說文本食遮切
aEQ,鸍,似鴨而小又音彌
aEQ,𪓿,𪓰𪓿蟾蜍別名
aEQ,䗐,米榖中蟲
aEQ,𧠜,誘𧠜
aEQ,𢻫,說文敷也
QEQ,斯,此也說文曰析也詩曰斧以斯之又姓吳志賀齊傳有剡縣史斯從息移切二十六
QEQ,虒,似虎有角能行水中
QEQ,𩆵,小雨
QEQ,榹,榹桃山桃
QEQ,㴲,涯也又水名出趙國
QEQ,廝,廝養也役也使也
QEQ,㒋,廝養也役也使也
QEQ,凘,凌凘
QEQ,磃,館名
QEQ,㾷,痠㾷疼痛又斯齊切
QEQ,傂,傂祁地名在絳西臨汾水本亦作虒
QEQ,謕,數諫也諒也
QEQ,鼶,鼠名又音啼
QEQ,𪆁,鸒𪆁雅烏
QEQ,蟴,爾雅曰蟔蛅蟴郭璞曰蛓屬也今青州人呼蛓爲蛅蟴蛓音剌
QEQ,㽄,甕破
QEQ,螔,守宮別名
QEQ,䫢,𩓨䫢頭不正也𩓨音精
QEQ,䌳,經緯不同又式支切
QEQ,䔮,草名生水中其花可食
QEQ,菥,葴菥草似燕麥
QEQ,𥕶,𥕶磨
QEQ,蜤,爾雅曰蜤螽蜙蝑郭璞云蜙䗥也俗呼𧐍𧑓
QEQ,燍,火焦臭也
QEQ,禠,福也
QEQ,鐁,平木器名
TEQ,差,次也不齊等也楚宜切又楚佳楚懈二切四
TEQ,嵯,㠁嵯山不齊又在河切
TEQ,齹,齒參差
TEQ,縒,參縒也
KEQ,摛,舒也丑知切九
KEQ,螭,螭無角如龍而黃北方謂之地螻
KEQ,誺,不知又洛代切
KEQ,魑,魑魅
KEQ,黐,所以粘鳥又呂支切
KEQ,㷰,火焱
KEQ,离,猛獸說文作𡴥山神獸也又呂知切
KEQ,𡴥,猛獸說文作𡴥山神獸也又呂知切
KEQ,彲,獸名文王卜獵于渭陽所獲非龍非彲
DEQ,彌,益也長也久也亦姓三輔決錄有新豐彌升又羌複姓後秦將軍彌姐婆觸武移切十七
DEQ,𢏏,益也長也久也亦姓三輔決錄有新豐彌升又羌複姓後秦將軍彌姐婆觸武移切十七
DEQ,鸍,鴆鳥名又名沈鳧似鴨而小也又式支切
DEQ,镾,長久
DEQ,䍘,罟也
DEQ,𥹄,罟也
DEQ,𥉓,𥉓汙面皃又莫結切
DEQ,瓕,玉名
DEQ,獼,獼猴
DEQ,𥸀,竹篾亦作籩
DEQ,檷,檷枸山名
DEQ,麊,縣名在交趾
DEQ,冞,深入也冒也周行也
DEQ,㜷,齊人呼母
DEQ,䥸,青州人云鐮
DEQ,𥎖,矛也
DEQ,瀰,渺瀰大水皃
OEQ,雌,牝也說文曰鳥母也此移切五
OEQ,胔,小腸
OEQ,姕,婦人皃又即移疾移二切
OEQ,鈭,鈭錍斧也又即移切
OEQ,𦍧,說文曰羊名蹏皮可以割黍
JEQ,知,覺也欲也陟離切六
JEQ,䵹,說文曰䵹鼄蟊也
JEQ,鼅,說文曰䵹鼄蟊也
JEQ,蜘,亦同
JEQ,䣽,酒也
JEQ,䝷,質當也亦作𧸅
hEU,漪,於離切水文也十一
hEU,猗,長也倚也施也又犗犬出字林或作犄
hEU,椅,木名校實桐皮
hEU,旖,旖旎旗舒皃又音上聲
hEU,禕,美也珍也
hEU,陭,陭氏縣名
hEU,欹,歎辝
hEU,㾨,身急又弱也
hEU,犄,犗也
hEU,𩕲,美容皃也
hEU,檹,說文曰木檹施也賈侍中說檹即椅木可作琴
LEQ,馳,馳騖也疾驅也又姓出姓苑直離切十四三
LEQ,趍,說文曰趍趙夊也
LEQ,池,停水曰池廣雅曰沼也又姓漢有中牟令池瑗出風俗通又有池仲魚城門失火仲魚燒死故諺曰城門失火殃及池魚
LEQ,簃,連閣又音移
LEQ,篪,樂器以竹爲之長尺四寸小者尺二寸七孔世本曰蘇成公所作也
LEQ,䶵,樂器以竹爲之長尺四寸小者尺二寸七孔世本曰蘇成公所作也
LEQ,踟,踟躕
LEQ,褫,蓐衣又曰褫氈說文曰奪衣也又敕爾直爾二切
LEQ,䪧,咸䪧黃帝樂名樂記作池
LEQ,䶔,齒齗
LEQ,誃,別也亦作謻
LEQ,傂,佌傂參差也又息移除爾二切
LEQ,䞾,輕薄皃
QEw,眭,姓也出趙郡息爲切一
gE0,危,疾也隤也不正也不安也魚爲切四
gE0,㕒,厜㕒
gE0,洈,水名在南郡
gE0,峗,三峗山名
iEQ,詑,自多皃俗作訑香支切又湯何切二
iEQ,焁,焁欨乞人見食皃
VEQ,釃,下酒所宜切又山爾切七
VEQ,簁,下物竹器又所綺切
VEQ,欐,梁棟別名又禮麗二音
VEQ,襹,襹毛羽衣皃
VEQ,褷,襹毛羽衣皃
VEQ,𧕯,蚰蜒別名
VEQ,籭,𥂖也又山佳切
VEw,䪎,鞍鞘一曰垂皃山垂切二
VEw,䭨,小餟之皃
cEw,痿,濕病一曰兩足不能相及人垂切又於隹切二
cEw,䬐,風緩之皃
NEw,厜,厜㕒山巔狀姊規切六
NEw,觜,星名
