資料名稱,字頭,轉號,韻圖開合(修正後),韻圖母位置,韻圖聲,韻圖韻,韻圖等
指微韻鑑（嘉吉本）,籠,1,,舌齒音第一位,平,東,一
韻鏡（古逸叢書本）,籠,1,,舌齒音第一位,平,東,一
韻鏡（古逸叢書本）,洪,1,,喉音第三位,平,東,一
韻鏡（古逸叢書本）,烘,1,,喉音第二位,平,東,一
韻鏡（古逸叢書本）,翁,1,,喉音第一位,平,東,一
韻鏡（古逸叢書本）,𣞷,1,,齒音第四位,平,東,一
韻鏡（古逸叢書本）,叢,1,,齒音第三位,平,東,一
韻鏡（古逸叢書本）,悤,1,,齒音第二位,平,東,一
韻鏡（古逸叢書本）,葼,1,,齒音第一位,平,東,一
韻鏡（古逸叢書本）,㟅,1,,牙音第四位,平,東,一
韻鏡（古逸叢書本）,空,1,,牙音第二位,平,東,一
韻鏡（古逸叢書本）,公,1,,牙音第一位,平,東,一
韻鏡（古逸叢書本）,同,1,,舌音第三位,平,東,一
韻鏡（古逸叢書本）,通,1,,舌音第二位,平,東,一
韻鏡（古逸叢書本）,東,1,,舌音第一位,平,東,一
韻鏡（古逸叢書本）,蒙,1,,脣音第四位,平,東,一
韻鏡（古逸叢書本）,蓬,1,,脣音第三位,平,東,一
韻鏡（古逸叢書本）,崇,1,,齒音第三位,平,東,二
韻鏡（古逸叢書本）,戎,1,,舌齒音第二位,平,東,三
韻鏡（古逸叢書本）,隆,1,,舌齒音第一位,平,東,三
韻鏡（古逸叢書本）,肜,1,,喉音第四位,平,東,三
韻鏡（古逸叢書本）,雄,1,,喉音第三位,平,東,三
韻鏡（古逸叢書本）,充,1,,齒音第二位,平,東,三
韻鏡（古逸叢書本）,終,1,,齒音第一位,平,東,三
韻鏡（古逸叢書本）,𧲤,1,,牙音第四位,平,東,三
韻鏡（古逸叢書本）,窮,1,,牙音第三位,平,東,三
韻鏡（古逸叢書本）,穹,1,,牙音第二位,平,東,三
韻鏡（古逸叢書本）,弓,1,,牙音第一位,平,東,三
韻鏡（古逸叢書本）,蟲,1,,舌音第三位,平,東,三
韻鏡（古逸叢書本）,忡,1,,舌音第二位,平,東,三
韻鏡（古逸叢書本）,中,1,,舌音第一位,平,東,三
韻鏡（古逸叢書本）,瞢,1,,脣音第四位,平,東,三
韻鏡（古逸叢書本）,馮,1,,脣音第三位,平,東,三
韻鏡（古逸叢書本）,豐,1,,脣音第二位,平,東,三
韻鏡（古逸叢書本）,風,1,,脣音第一位,平,東,三
韻鏡（古逸叢書本）,融,1,,喉音第四位,平,東,四
韻鏡（古逸叢書本）,嵩,1,,齒音第四位,平,東,四
韻鏡（古逸叢書本）,䏊,1,,舌齒音第一位,上,董,一
韻鏡（古逸叢書本）,𢦅,1,,喉音第三位,上,董,一
韻鏡（古逸叢書本）,嗊,1,,喉音第二位,上,董,一
韻鏡（古逸叢書本）,蓊,1,,喉音第一位,上,董,一
韻鏡（古逸叢書本）,㪌,1,,齒音第四位,上,董,一
韻鏡（古逸叢書本）,總,1,,齒音第一位,上,董,一
韻鏡（古逸叢書本）,孔,1,,牙音第二位,上,董,一
韻鏡（古逸叢書本）,𨑊,1,,舌音第四位,上,董,一
韻鏡（古逸叢書本）,動,1,,舌音第三位,上,董,一
韻鏡（古逸叢書本）,桶,1,,舌音第二位,上,董,一
韻鏡（古逸叢書本）,董,1,,舌音第一位,上,董,一
韻鏡（古逸叢書本）,蠓,1,,脣音第四位,上,董,一
韻鏡（古逸叢書本）,菶,1,,脣音第三位,上,董,一
韻鏡（古逸叢書本）,琫,1,,脣音第一位,上,董,一
韻鏡（古逸叢書本）,弄,1,,舌齒音第一位,去,送,一
韻鏡（古逸叢書本）,閧,1,,喉音第三位,去,送,一
韻鏡（古逸叢書本）,烘,1,,喉音第二位,去,送,一
韻鏡（古逸叢書本）,甕,1,,喉音第一位,去,送,一
韻鏡（古逸叢書本）,送,1,,齒音第四位,去,送,一
韻鏡（古逸叢書本）,𣀒,1,,齒音第三位,去,送,一
韻鏡（古逸叢書本）,謥,1,,齒音第二位,去,送,一
韻鏡（古逸叢書本）,糉,1,,齒音第一位,去,送,一
韻鏡（古逸叢書本）,控,1,,牙音第二位,去,送,一
韻鏡（古逸叢書本）,貢,1,,牙音第一位,去,送,一
韻鏡（古逸叢書本）,齈,1,,舌音第四位,去,送,一
韻鏡（古逸叢書本）,洞,1,,舌音第三位,去,送,一
韻鏡（古逸叢書本）,痛,1,,舌音第二位,去,送,一
韻鏡（古逸叢書本）,凍,1,,舌音第一位,去,送,一
韻鏡（古逸叢書本）,夢,1,,脣音第四位,去,送,一
韻鏡（古逸叢書本）,摓,1,,脣音第三位,去,送,一
韻鏡（古逸叢書本）,㓽,1,,齒音第三位,去,送,二
韻鏡（古逸叢書本）,𧽒,1,,喉音第二位,去,送,三
韻鏡（古逸叢書本）,銃,1,,齒音第二位,去,送,三
韻鏡（古逸叢書本）,眾,1,,齒音第一位,去,送,三
韻鏡（古逸叢書本）,焪,1,,牙音第二位,去,送,三
韻鏡（古逸叢書本）,仲,1,,舌音第三位,去,送,三
韻鏡（古逸叢書本）,中,1,,舌音第一位,去,送,三
韻鏡（古逸叢書本）,𢄐,1,,脣音第四位,去,送,三
韻鏡（古逸叢書本）,鳳,1,,脣音第三位,去,送,三
韻鏡（古逸叢書本）,賵,1,,脣音第二位,去,送,三
韻鏡（古逸叢書本）,諷,1,,脣音第一位,去,送,三
韻鏡（古逸叢書本）,趥,1,,齒音第二位,去,送,四
韻鏡（古逸叢書本）,祿,1,,舌齒音第一位,入,屋,一
韻鏡（古逸叢書本）,縠,1,,喉音第三位,入,屋,一
韻鏡（古逸叢書本）,熇,1,,喉音第二位,入,屋,一
韻鏡（古逸叢書本）,屋,1,,喉音第一位,入,屋,一
韻鏡（古逸叢書本）,速,1,,齒音第四位,入,屋,一
韻鏡（古逸叢書本）,族,1,,齒音第三位,入,屋,一
韻鏡（古逸叢書本）,瘯,1,,齒音第二位,入,屋,一
韻鏡（古逸叢書本）,鏃,1,,齒音第一位,入,屋,一
韻鏡（古逸叢書本）,哭,1,,牙音第二位,入,屋,一
韻鏡（古逸叢書本）,穀,1,,牙音第一位,入,屋,一
韻鏡（古逸叢書本）,獨,1,,舌音第三位,入,屋,一
韻鏡（古逸叢書本）,禿,1,,舌音第二位,入,屋,一
韻鏡（古逸叢書本）,豰,1,,舌音第一位,入,屋,一
韻鏡（古逸叢書本）,木,1,,脣音第四位,入,屋,一
韻鏡（古逸叢書本）,暴,1,,脣音第三位,入,屋,一
韻鏡（古逸叢書本）,扑,1,,脣音第二位,入,屋,一
韻鏡（古逸叢書本）,卜,1,,脣音第一位,入,屋,一
韻鏡（古逸叢書本）,縮,1,,齒音第四位,入,屋,二
韻鏡（古逸叢書本）,珿,1,,齒音第二位,入,屋,二
韻鏡（古逸叢書本）,縬,1,,齒音第一位,入,屋,二
韻鏡（古逸叢書本）,肉,1,,舌齒音第二位,入,屋,三
韻鏡（古逸叢書本）,六,1,,舌齒音第一位,入,屋,三
韻鏡（古逸叢書本）,囿,1,,喉音第四位,入,屋,三
韻鏡（古逸叢書本）,蓄,1,,喉音第二位,入,屋,三
韻鏡（古逸叢書本）,郁,1,,喉音第一位,入,屋,三
韻鏡（古逸叢書本）,塾,1,,齒音第五位,入,屋,三
韻鏡（古逸叢書本）,叔,1,,齒音第四位,入,屋,三
韻鏡（古逸叢書本）,俶,1,,齒音第二位,入,屋,三
韻鏡（古逸叢書本）,粥,1,,齒音第一位,入,屋,三
韻鏡（古逸叢書本）,砡,1,,牙音第四位,入,屋,三
韻鏡（古逸叢書本）,驧,1,,牙音第三位,入,屋,三
韻鏡（古逸叢書本）,麴,1,,牙音第二位,入,屋,三
韻鏡（古逸叢書本）,菊,1,,牙音第一位,入,屋,三
韻鏡（古逸叢書本）,朒,1,,舌音第四位,入,屋,三
韻鏡（古逸叢書本）,逐,1,,舌音第三位,入,屋,三
韻鏡（古逸叢書本）,蓄,1,,舌音第二位,入,屋,三
韻鏡（古逸叢書本）,竹,1,,舌音第一位,入,屋,三
韻鏡（古逸叢書本）,目,1,,脣音第四位,入,屋,三
韻鏡（古逸叢書本）,伏,1,,脣音第三位,入,屋,三
韻鏡（古逸叢書本）,蝮,1,,脣音第二位,入,屋,三
韻鏡（古逸叢書本）,福,1,,脣音第一位,入,屋,三
韻鏡（古逸叢書本）,育,1,,喉音第四位,入,屋,四
韻鏡（古逸叢書本）,肅,1,,齒音第四位,入,屋,四
韻鏡（古逸叢書本）,𣤶,1,,齒音第三位,入,屋,四
韻鏡（古逸叢書本）,鼀,1,,齒音第二位,入,屋,四
韻鏡（古逸叢書本）,蹙,1,,齒音第一位,入,屋,四
韻鏡（古逸叢書本）,䃧,2,,舌齒音第一位,平,冬,一
韻鏡（古逸叢書本）,䃔,2,,喉音第三位,平,冬,一
韻鏡（古逸叢書本）,鬆,2,,齒音第四位,平,冬,一
韻鏡（古逸叢書本）,賨,2,,齒音第三位,平,冬,一
韻鏡（古逸叢書本）,驄,2,,齒音第二位,平,冬,一
韻鏡（古逸叢書本）,宗,2,,齒音第一位,平,冬,一
韻鏡（古逸叢書本）,攻,2,,牙音第一位,平,冬,一
韻鏡（古逸叢書本）,農,2,,舌音第四位,平,冬,一
韻鏡（古逸叢書本）,彤,2,,舌音第三位,平,冬,一
韻鏡（古逸叢書本）,炵,2,,舌音第二位,平,冬,一
韻鏡（古逸叢書本）,冬,2,,舌音第一位,平,冬,一
韻鏡（古逸叢書本）,茸,2,,舌齒音第二位,平,鍾,三
韻鏡（古逸叢書本）,龍,2,,舌齒音第一位,平,鍾,三
韻鏡（古逸叢書本）,容,2,,喉音第四位,平,鍾,三
韻鏡（古逸叢書本）,匈,2,,喉音第二位,平,鍾,三
韻鏡（古逸叢書本）,邕,2,,喉音第一位,平,鍾,三
韻鏡（古逸叢書本）,鱅,2,,齒音第五位,平,鍾,三
韻鏡（古逸叢書本）,舂,2,,齒音第四位,平,鍾,三
韻鏡（古逸叢書本）,𧘂,2,,齒音第二位,平,鍾,三
韻鏡（古逸叢書本）,鍾,2,,齒音第一位,平,鍾,三
韻鏡（古逸叢書本）,顒,2,,牙音第四位,平,鍾,三
韻鏡（古逸叢書本）,蛩,2,,牙音第三位,平,鍾,三
韻鏡（古逸叢書本）,銎,2,,牙音第二位,平,鍾,三
韻鏡（古逸叢書本）,恭,2,,牙音第一位,平,鍾,三
韻鏡（古逸叢書本）,醲,2,,舌音第四位,平,鍾,三
韻鏡（古逸叢書本）,重,2,,舌音第三位,平,鍾,三
韻鏡（古逸叢書本）,傭,2,,舌音第二位,平,鍾,三
韻鏡（古逸叢書本）,逢,2,,脣音第三位,平,鍾,三
韻鏡（古逸叢書本）,峯,2,,脣音第二位,平,鍾,三
韻鏡（古逸叢書本）,封,2,,脣音第一位,平,鍾,三
韻鏡（古逸叢書本）,庸,2,,喉音第四位,平,鍾,四
韻鏡（古逸叢書本）,松,2,,齒音第五位,平,鍾,四
韻鏡（古逸叢書本）,淞,2,,齒音第四位,平,鍾,四
韻鏡（古逸叢書本）,從,2,,齒音第三位,平,鍾,四
韻鏡（古逸叢書本）,樅,2,,齒音第二位,平,鍾,四
韻鏡（古逸叢書本）,縱,2,,齒音第一位,平,鍾,四
韻鏡（古逸叢書本）,宂,2,,舌齒音第二位,上,腫,三
韻鏡（古逸叢書本）,隴,2,,舌齒音第一位,上,腫,三
韻鏡（古逸叢書本）,擁,2,,喉音第一位,上,腫,三
韻鏡（古逸叢書本）,尰,2,,齒音第五位,上,腫,三
韻鏡（古逸叢書本）,𨿿,2,,齒音第二位,上,腫,三
韻鏡（古逸叢書本）,腫,2,,齒音第一位,上,腫,三
韻鏡（古逸叢書本）,拲,2,,牙音第三位,上,腫,三
韻鏡（古逸叢書本）,恐,2,,牙音第二位,上,腫,三
韻鏡（古逸叢書本）,拱,2,,牙音第一位,上,腫,三
韻鏡（古逸叢書本）,重,2,,舌音第三位,上,腫,三
韻鏡（古逸叢書本）,寵,2,,舌音第二位,上,腫,三
韻鏡（古逸叢書本）,冢,2,,舌音第一位,上,腫,三
韻鏡（古逸叢書本）,奉,2,,脣音第三位,上,腫,三
韻鏡（古逸叢書本）,捧,2,,脣音第二位,上,腫,三
韻鏡（古逸叢書本）,覂,2,,脣音第一位,上,腫,三
韻鏡（古逸叢書本）,甬,2,,喉音第四位,上,腫,四
韻鏡（古逸叢書本）,悚,2,,齒音第四位,上,腫,四
韻鏡（古逸叢書本）,𢛒,2,,齒音第二位,上,腫,四
韻鏡（古逸叢書本）,䙕,2,,齒音第一位,上,腫,四
韻鏡（古逸叢書本）,䃔,2,,喉音第三位,去,宋,一
韻鏡（古逸叢書本）,宋,2,,齒音第四位,去,宋,一
韻鏡（古逸叢書本）,綜,2,,齒音第一位,去,宋,一
韻鏡（古逸叢書本）,統,2,,舌音第二位,去,宋,一
韻鏡（古逸叢書本）,湩,2,,舌音第一位,去,宋,一
韻鏡（古逸叢書本）,雺,2,,脣音第四位,去,宋,一
韻鏡（古逸叢書本）,䩸,2,,舌齒音第二位,去,用,三
韻鏡（古逸叢書本）,贚,2,,舌齒音第一位,去,用,三
韻鏡（古逸叢書本）,種,2,,齒音第一位,去,用,三
韻鏡（古逸叢書本）,共,2,,牙音第三位,去,用,三
韻鏡（古逸叢書本）,恐,2,,牙音第二位,去,用,三
韻鏡（古逸叢書本）,供,2,,牙音第一位,去,用,三
韻鏡（古逸叢書本）,𢫨,2,,舌音第四位,去,用,三
韻鏡（古逸叢書本）,重,2,,舌音第三位,去,用,三
韻鏡（古逸叢書本）,蹱,2,,舌音第二位,去,用,三
韻鏡（古逸叢書本）,俸,2,,脣音第三位,去,用,三
韻鏡（古逸叢書本）,葑,2,,脣音第一位,去,用,三
韻鏡（古逸叢書本）,用,2,,喉音第四位,去,用,四
韻鏡（古逸叢書本）,頌,2,,齒音第五位,去,用,四
韻鏡（古逸叢書本）,從,2,,齒音第三位,去,用,四
韻鏡（古逸叢書本）,縱,2,,齒音第一位,去,用,四
韻鏡（古逸叢書本）,濼,2,,舌齒音第一位,入,沃,一
韻鏡（古逸叢書本）,鵠,2,,喉音第三位,入,沃,一
韻鏡（古逸叢書本）,熇,2,,喉音第二位,入,沃,一
韻鏡（古逸叢書本）,沃,2,,喉音第一位,入,沃,一
韻鏡（古逸叢書本）,洬,2,,齒音第四位,入,沃,一
韻鏡（古逸叢書本）,傶,2,,齒音第一位,入,沃,一
韻鏡（古逸叢書本）,𤛹,2,,牙音第四位,入,沃,一
韻鏡（古逸叢書本）,酷,2,,牙音第二位,入,沃,一
韻鏡（古逸叢書本）,梏,2,,牙音第一位,入,沃,一
韻鏡（古逸叢書本）,褥,2,,舌音第四位,入,沃,一
韻鏡（古逸叢書本）,毒,2,,舌音第三位,入,沃,一
韻鏡（古逸叢書本）,篤,2,,舌音第一位,入,沃,一
韻鏡（古逸叢書本）,瑁,2,,脣音第四位,入,沃,一
韻鏡（古逸叢書本）,僕,2,,脣音第三位,入,沃,一
韻鏡（古逸叢書本）,蓴,2,,脣音第二位,入,沃,一
韻鏡（古逸叢書本）,襮,2,,脣音第一位,入,沃,一
韻鏡（古逸叢書本）,𤉐,2,,齒音第三位,入,燭,二
韻鏡（古逸叢書本）,㑛,2,,齒音第二位,入,燭,二
韻鏡（古逸叢書本）,辱,2,,舌齒音第二位,入,燭,三
韻鏡（古逸叢書本）,錄,2,,舌齒音第一位,入,燭,三
韻鏡（古逸叢書本）,欲,2,,喉音第四位,入,燭,三
韻鏡（古逸叢書本）,旭,2,,喉音第二位,入,燭,三
韻鏡（古逸叢書本）,郁,2,,喉音第一位,入,燭,三
韻鏡（古逸叢書本）,蜀,2,,齒音第五位,入,燭,三
韻鏡（古逸叢書本）,束,2,,齒音第四位,入,燭,三
韻鏡（古逸叢書本）,贖,2,,齒音第三位,入,燭,三
韻鏡（古逸叢書本）,觸,2,,齒音第二位,入,燭,三
韻鏡（古逸叢書本）,燭,2,,齒音第一位,入,燭,三
韻鏡（古逸叢書本）,玉,2,,牙音第四位,入,燭,三
韻鏡（古逸叢書本）,局,2,,牙音第三位,入,燭,三
韻鏡（古逸叢書本）,曲,2,,牙音第二位,入,燭,三
韻鏡（古逸叢書本）,輂,2,,牙音第一位,入,燭,三
韻鏡（古逸叢書本）,躅,2,,舌音第三位,入,燭,三
韻鏡（古逸叢書本）,瘃,2,,舌音第一位,入,燭,三
韻鏡（古逸叢書本）,媦,2,,脣音第四位,入,燭,三
韻鏡（古逸叢書本）,幞,2,,脣音第三位,入,燭,三
韻鏡（古逸叢書本）,䪁,2,,脣音第一位,入,燭,三
韻鏡（古逸叢書本）,續,2,,齒音第五位,入,燭,四
韻鏡（古逸叢書本）,粟,2,,齒音第四位,入,燭,四
韻鏡（古逸叢書本）,促,2,,齒音第二位,入,燭,四
韻鏡（古逸叢書本）,足,2,,齒音第一位,入,燭,四
韻鏡（古逸叢書本）,瀧,3,,舌齒音第一位,平,江,二
韻鏡（古逸叢書本）,降,3,,喉音第三位,平,江,二
韻鏡（古逸叢書本）,舡,3,,喉音第二位,平,江,二
韻鏡（古逸叢書本）,胦,3,,喉音第一位,平,江,二
韻鏡（古逸叢書本）,雙,3,,齒音第四位,平,江,二
韻鏡（古逸叢書本）,淙,3,,齒音第三位,平,江,二
韻鏡（古逸叢書本）,牕,3,,齒音第二位,平,江,二
韻鏡（古逸叢書本）,㟅,3,,牙音第四位,平,江,二
韻鏡（古逸叢書本）,腔,3,,牙音第二位,平,江,二
韻鏡（古逸叢書本）,江,3,,牙音第一位,平,江,二
韻鏡（古逸叢書本）,𦗳,3,,舌音第四位,平,江,二
韻鏡（古逸叢書本）,幢,3,,舌音第三位,平,江,二
韻鏡（古逸叢書本）,憃,3,,舌音第二位,平,江,二
韻鏡（古逸叢書本）,樁,3,,舌音第一位,平,江,二
韻鏡（古逸叢書本）,厖,3,,脣音第四位,平,江,二
韻鏡（古逸叢書本）,龐,3,,脣音第三位,平,江,二
韻鏡（古逸叢書本）,胮,3,,脣音第二位,平,江,二
韻鏡（古逸叢書本）,邦,3,,脣音第一位,平,江,二
韻鏡（古逸叢書本）,項,3,,喉音第三位,上,講,二
韻鏡（古逸叢書本）,傋,3,,喉音第二位,上,講,二
韻鏡（古逸叢書本）,慃,3,,喉音第一位,上,講,二
韻鏡（古逸叢書本）,講,3,,牙音第一位,上,講,二
韻鏡（古逸叢書本）,𠈵,3,,脣音第四位,上,講,二
韻鏡（古逸叢書本）,㭋,3,,脣音第三位,上,講,二
韻鏡（古逸叢書本）,𦂌,3,,脣音第一位,上,講,二
韻鏡（古逸叢書本）,巷,3,,喉音第三位,去,絳,二
韻鏡（古逸叢書本）,淙,3,,齒音第四位,去,絳,二
韻鏡（古逸叢書本）,漴,3,,齒音第三位,去,絳,二
韻鏡（古逸叢書本）,䎫,3,,齒音第二位,去,絳,二
韻鏡（古逸叢書本）,絳,3,,牙音第一位,去,絳,二
韻鏡（古逸叢書本）,䡴,3,,舌音第三位,去,絳,二
韻鏡（古逸叢書本）,𥈄,3,,舌音第二位,去,絳,二
韻鏡（古逸叢書本）,戇,3,,舌音第一位,去,絳,二
韻鏡（古逸叢書本）,䏵,3,,脣音第四位,去,絳,二
韻鏡（古逸叢書本）,肨,3,,脣音第二位,去,絳,二
韻鏡（古逸叢書本）,犖,3,,舌齒音第一位,入,覺,二
韻鏡（古逸叢書本）,學,3,,喉音第三位,入,覺,二
韻鏡（古逸叢書本）,渥,3,,喉音第一位,入,覺,二
韻鏡（古逸叢書本）,朔,3,,齒音第四位,入,覺,二
韻鏡（古逸叢書本）,浞,3,,齒音第三位,入,覺,二
韻鏡（古逸叢書本）,娖,3,,齒音第二位,入,覺,二
韻鏡（古逸叢書本）,捉,3,,齒音第一位,入,覺,二
韻鏡（古逸叢書本）,岳,3,,牙音第四位,入,覺,二
韻鏡（古逸叢書本）,㱿,3,,牙音第二位,入,覺,二
韻鏡（古逸叢書本）,覺,3,,牙音第一位,入,覺,二
韻鏡（古逸叢書本）,搦,3,,舌音第四位,入,覺,二
韻鏡（古逸叢書本）,濁,3,,舌音第三位,入,覺,二
韻鏡（古逸叢書本）,逴,3,,舌音第二位,入,覺,二
韻鏡（古逸叢書本）,斲,3,,舌音第一位,入,覺,二
韻鏡（古逸叢書本）,邈,3,,脣音第四位,入,覺,二
韻鏡（古逸叢書本）,雹,3,,脣音第三位,入,覺,二
韻鏡（古逸叢書本）,璞,3,,脣音第二位,入,覺,二
韻鏡（古逸叢書本）,剝,3,,脣音第一位,入,覺,二
韻鏡（古逸叢書本）,釃,4,開,齒音第四位,平,支,二
韻鏡（古逸叢書本）,齹,4,開,齒音第三位,平,支,二
韻鏡（古逸叢書本）,差,4,開,齒音第二位,平,支,二
韻鏡（古逸叢書本）,齜,4,開,齒音第一位,平,支,二
韻鏡（古逸叢書本）,兒,4,開,舌齒音第二位,平,支,三
韻鏡（古逸叢書本）,離,4,開,舌齒音第一位,平,支,三
韻鏡（古逸叢書本）,犧,4,開,喉音第二位,平,支,三
韻鏡（古逸叢書本）,猗,4,開,喉音第一位,平,支,三
韻鏡（古逸叢書本）,匙,4,開,齒音第五位,平,支,三
韻鏡（古逸叢書本）,施,4,開,齒音第四位,平,支,三
韻鏡（古逸叢書本）,疵,4,開,齒音第三位,平,支,三
韻鏡（古逸叢書本）,眵,4,開,齒音第二位,平,支,三
韻鏡（古逸叢書本）,支,4,開,齒音第一位,平,支,三
韻鏡（古逸叢書本）,宜,4,開,牙音第四位,平,支,三
韻鏡（古逸叢書本）,奇,4,開,牙音第三位,平,支,三
韻鏡（古逸叢書本）,㩻,4,開,牙音第二位,平,支,三
韻鏡（古逸叢書本）,羈,4,開,牙音第一位,平,支,三
韻鏡（古逸叢書本）,馳,4,開,舌音第三位,平,支,三
韻鏡（古逸叢書本）,摛,4,開,舌音第二位,平,支,三
韻鏡（古逸叢書本）,知,4,開,舌音第一位,平,支,三
韻鏡（古逸叢書本）,糜,4,開,脣音第四位,平,支,三
韻鏡（古逸叢書本）,皮,4,開,脣音第三位,平,支,三
韻鏡（古逸叢書本）,鈹,4,開,脣音第二位,平,支,三
韻鏡（古逸叢書本）,陂,4,開,脣音第一位,平,支,三
韻鏡（古逸叢書本）,移,4,開,喉音第四位,平,支,四
韻鏡（古逸叢書本）,斯,4,開,齒音第四位,平,支,四
韻鏡（古逸叢書本）,雌,4,開,齒音第二位,平,支,四
韻鏡（古逸叢書本）,貲,4,開,齒音第一位,平,支,四
韻鏡（古逸叢書本）,祇,4,開,牙音第三位,平,支,四
韻鏡（古逸叢書本）,彌,4,開,脣音第四位,平,支,四
韻鏡（古逸叢書本）,陴,4,開,脣音第三位,平,支,四
韻鏡（古逸叢書本）,披,4,開,脣音第二位,平,支,四
韻鏡（古逸叢書本）,卑,4,開,脣音第一位,平,支,四
韻鏡（古逸叢書本）,躧,4,開,齒音第四位,上,紙,二
韻鏡（古逸叢書本）,㧗,4,開,齒音第一位,上,紙,二
韻鏡（古逸叢書本）,爾,4,開,舌齒音第二位,上,紙,三
韻鏡（古逸叢書本）,邐,4,開,舌齒音第一位,上,紙,三
韻鏡（古逸叢書本）,倚,4,開,喉音第一位,上,紙,三
韻鏡（古逸叢書本）,氏,4,開,齒音第五位,上,紙,三
韻鏡（古逸叢書本）,弛,4,開,齒音第四位,上,紙,三
韻鏡（古逸叢書本）,舐,4,開,齒音第三位,上,紙,三
韻鏡（古逸叢書本）,侈,4,開,齒音第二位,上,紙,三
韻鏡（古逸叢書本）,紙,4,開,齒音第一位,上,紙,三
韻鏡（古逸叢書本）,螘,4,開,牙音第四位,上,紙,三
韻鏡（古逸叢書本）,技,4,開,牙音第三位,上,紙,三
韻鏡（古逸叢書本）,綺,4,開,牙音第二位,上,紙,三
韻鏡（古逸叢書本）,掎,4,開,牙音第一位,上,紙,三
韻鏡（古逸叢書本）,狔,4,開,舌音第四位,上,紙,三
韻鏡（古逸叢書本）,豸,4,開,舌音第三位,上,紙,三
韻鏡（古逸叢書本）,褫,4,開,舌音第二位,上,紙,三
韻鏡（古逸叢書本）,㨖,4,開,舌音第一位,上,紙,三
韻鏡（古逸叢書本）,靡,4,開,脣音第四位,上,紙,三
韻鏡（古逸叢書本）,被,4,開,脣音第三位,上,紙,三
韻鏡（古逸叢書本）,㱟,4,開,脣音第二位,上,紙,三
韻鏡（古逸叢書本）,彼,4,開,脣音第一位,上,紙,三
韻鏡（古逸叢書本）,酏,4,開,喉音第四位,上,紙,四
韻鏡（古逸叢書本）,徙,4,開,齒音第四位,上,紙,四
韻鏡（古逸叢書本）,此,4,開,齒音第二位,上,紙,四
韻鏡（古逸叢書本）,紫,4,開,齒音第一位,上,紙,四
韻鏡（古逸叢書本）,企,4,開,牙音第二位,上,紙,四
韻鏡（古逸叢書本）,踦,4,開,牙音第一位,上,紙,四
韻鏡（古逸叢書本）,弭,4,開,脣音第四位,上,紙,四
韻鏡（古逸叢書本）,婢,4,開,脣音第三位,上,紙,四
韻鏡（古逸叢書本）,諀,4,開,脣音第二位,上,紙,四
韻鏡（古逸叢書本）,俾,4,開,脣音第一位,上,紙,四
韻鏡（古逸叢書本）,屣,4,開,齒音第四位,去,寘,二
韻鏡（古逸叢書本）,柴,4,開,齒音第一位,去,寘,二
韻鏡（古逸叢書本）,詈,4,開,舌齒音第一位,去,寘,三
韻鏡（古逸叢書本）,戲,4,開,喉音第二位,去,寘,三
韻鏡（古逸叢書本）,倚,4,開,喉音第一位,去,寘,三
韻鏡（古逸叢書本）,豉,4,開,齒音第五位,去,寘,三
韻鏡（古逸叢書本）,翅,4,開,齒音第四位,去,寘,三
韻鏡（古逸叢書本）,卶,4,開,齒音第二位,去,寘,三
韻鏡（古逸叢書本）,寘,4,開,齒音第一位,去,寘,三
韻鏡（古逸叢書本）,義,4,開,牙音第四位,去,寘,三
韻鏡（古逸叢書本）,芰,4,開,牙音第三位,去,寘,三
韻鏡（古逸叢書本）,㞆,4,開,牙音第二位,去,寘,三
韻鏡（古逸叢書本）,寄,4,開,牙音第一位,去,寘,三
韻鏡（古逸叢書本）,智,4,開,舌音第一位,去,寘,三
韻鏡（古逸叢書本）,髲,4,開,脣音第三位,去,寘,三
韻鏡（古逸叢書本）,帔,4,開,脣音第二位,去,寘,三
韻鏡（古逸叢書本）,賁,4,開,脣音第一位,去,寘,三
韻鏡（古逸叢書本）,易,4,開,喉音第四位,去,寘,四
韻鏡（古逸叢書本）,賜,4,開,齒音第四位,去,寘,四
韻鏡（古逸叢書本）,漬,4,開,齒音第三位,去,寘,四
韻鏡（古逸叢書本）,刺,4,開,齒音第二位,去,寘,四
韻鏡（古逸叢書本）,積,4,開,齒音第一位,去,寘,四
韻鏡（古逸叢書本）,企,4,開,牙音第二位,去,寘,四
韻鏡（古逸叢書本）,馶,4,開,牙音第一位,去,寘,四
韻鏡（古逸叢書本）,痿,5,合,舌齒音第二位,平,支,三
韻鏡（古逸叢書本）,羸,5,合,舌齒音第一位,平,支,三
韻鏡（古逸叢書本）,爲,5,合,喉音第四位,平,支,三
韻鏡（古逸叢書本）,麾,5,合,喉音第二位,平,支,三
韻鏡（古逸叢書本）,逶,5,合,喉音第一位,平,支,三
韻鏡（古逸叢書本）,垂,5,合,齒音第五位,平,支,三
韻鏡（古逸叢書本）,吹,5,合,齒音第二位,平,支,三
韻鏡（古逸叢書本）,䮔,5,合,齒音第一位,平,支,三
韻鏡（古逸叢書本）,危,5,合,牙音第四位,平,支,三
韻鏡（古逸叢書本）,䞚,5,合,牙音第三位,平,支,三
韻鏡（古逸叢書本）,虧,5,合,牙音第二位,平,支,三
韻鏡（古逸叢書本）,嬀,5,合,牙音第一位,平,支,三
韻鏡（古逸叢書本）,鬌,5,合,舌音第三位,平,支,三
