資料名稱,字頭,轉號,韻圖開合(修正後),韻圖母位置,韻圖聲,韻圖韻,韻圖等
韻鏡（古逸叢書本）,琤,35,開,齒音第二位,平,耕,二
韻鏡（古逸叢書本）,爭,35,開,齒音第一位,平,耕,二
韻鏡（古逸叢書本）,娙,35,開,牙音第四位,平,耕,二
韻鏡（古逸叢書本）,鏗,35,開,牙音第二位,平,耕,二
韻鏡（古逸叢書本）,耕,35,開,牙音第一位,平,耕,二
韻鏡（古逸叢書本）,儜,35,開,舌音第四位,平,耕,二
韻鏡（古逸叢書本）,橙,35,開,舌音第三位,平,耕,二
韻鏡（古逸叢書本）,撑,35,開,舌音第二位,平,耕,二
韻鏡（古逸叢書本）,朾,35,開,舌音第一位,平,耕,二
韻鏡（古逸叢書本）,甍,35,開,脣音第四位,平,耕,二
韻鏡（古逸叢書本）,棚,35,開,脣音第三位,平,耕,二
韻鏡（古逸叢書本）,怦,35,開,脣音第二位,平,耕,二
韻鏡（古逸叢書本）,絣,35,開,脣音第一位,平,耕,二
韻鏡（古逸叢書本）,跉,35,開,舌齒音第一位,平,清,三
韻鏡（古逸叢書本）,成,35,開,齒音第五位,平,清,三
韻鏡（古逸叢書本）,聲,35,開,齒音第四位,平,清,三
韻鏡（古逸叢書本）,征,35,開,齒音第一位,平,清,三
韻鏡（古逸叢書本）,靈,35,開,舌齒音第一位,平,青,四
韻鏡（古逸叢書本）,刑,35,開,喉音第三位,平,青,四
韻鏡（古逸叢書本）,馨,35,開,喉音第二位,平,青,四
韻鏡（古逸叢書本）,星,35,開,齒音第四位,平,青,四
韻鏡（古逸叢書本）,青,35,開,齒音第二位,平,青,四
韻鏡（古逸叢書本）,菁,35,開,齒音第一位,平,青,四
韻鏡（古逸叢書本）,輕,35,開,牙音第二位,平,青,四
韻鏡（古逸叢書本）,經,35,開,牙音第一位,平,青,四
韻鏡（古逸叢書本）,寧,35,開,舌音第四位,平,青,四
韻鏡（古逸叢書本）,庭,35,開,舌音第三位,平,青,四
韻鏡（古逸叢書本）,汀,35,開,舌音第二位,平,青,四
韻鏡（古逸叢書本）,丁,35,開,舌音第一位,平,青,四
韻鏡（古逸叢書本）,冥,35,開,脣音第四位,平,青,四
韻鏡（古逸叢書本）,瓶,35,開,脣音第三位,平,青,四
韻鏡（古逸叢書本）,竮,35,開,脣音第二位,平,青,四
韻鏡（古逸叢書本）,幸,35,開,喉音第三位,上,耿,二
韻鏡（古逸叢書本）,耿,35,開,牙音第一位,上,耿,二
韻鏡（古逸叢書本）,䁅,35,開,脣音第四位,上,耿,二
韻鏡（古逸叢書本）,𠊧,35,開,脣音第三位,上,耿,二
韻鏡（古逸叢書本）,皏,35,開,脣音第二位,上,耿,二
韻鏡（古逸叢書本）,領,35,開,舌齒音第一位,上,靜,三
韻鏡（古逸叢書本）,整,35,開,齒音第一位,上,靜,三
韻鏡（古逸叢書本）,痙,35,開,牙音第三位,上,靜,三
韻鏡（古逸叢書本）,頸,35,開,牙音第一位,上,靜,三
韻鏡（古逸叢書本）,逞,35,開,舌音第二位,上,靜,三
韻鏡（古逸叢書本）,笭,35,開,舌齒音第一位,上,迥,四
韻鏡（古逸叢書本）,婞,35,開,喉音第三位,上,迥,四
韻鏡（古逸叢書本）,巊,35,開,喉音第一位,上,迥,四
韻鏡（古逸叢書本）,醒,35,開,齒音第四位,上,迥,四
韻鏡（古逸叢書本）,汫,35,開,齒音第三位,上,迥,四
韻鏡（古逸叢書本）,䀴,35,開,牙音第四位,上,迥,四
韻鏡（古逸叢書本）,剄,35,開,牙音第一位,上,迥,四
韻鏡（古逸叢書本）,𩕳,35,開,舌音第四位,上,迥,四
韻鏡（古逸叢書本）,挺,35,開,舌音第三位,上,迥,四
韻鏡（古逸叢書本）,侹,35,開,舌音第二位,上,迥,四
韻鏡（古逸叢書本）,頂,35,開,舌音第一位,上,迥,四
韻鏡（古逸叢書本）,茗,35,開,脣音第四位,上,迥,四
韻鏡（古逸叢書本）,並,35,開,脣音第三位,上,迥,四
韻鏡（古逸叢書本）,頩,35,開,脣音第二位,上,迥,四
韻鏡（古逸叢書本）,鞞,35,開,脣音第一位,上,迥,四
韻鏡（古逸叢書本）,䙬,35,開,喉音第一位,去,諍,二
韻鏡（古逸叢書本）,諍,35,開,齒音第一位,去,諍,二
韻鏡（古逸叢書本）,硬,35,開,牙音第四位,去,諍,二
韻鏡（古逸叢書本）,𠊧,35,開,脣音第三位,去,諍,二
韻鏡（古逸叢書本）,迸,35,開,脣音第一位,去,諍,二
韻鏡（古逸叢書本）,令,35,開,舌齒音第一位,去,勁,三
韻鏡（古逸叢書本）,盛,35,開,齒音第五位,去,勁,三
韻鏡（古逸叢書本）,聖,35,開,齒音第四位,去,勁,三
韻鏡（古逸叢書本）,政,35,開,齒音第一位,去,勁,三
韻鏡（古逸叢書本）,鄭,35,開,舌音第三位,去,勁,三
韻鏡（古逸叢書本）,遉,35,開,舌音第二位,去,勁,三
韻鏡（古逸叢書本）,零,35,開,舌齒音第一位,去,徑,四
韻鏡（古逸叢書本）,脛,35,開,喉音第三位,去,徑,四
韻鏡（古逸叢書本）,腥,35,開,齒音第四位,去,徑,四
韻鏡（古逸叢書本）,靘,35,開,齒音第二位,去,徑,四
韻鏡（古逸叢書本）,罄,35,開,牙音第二位,去,徑,四
韻鏡（古逸叢書本）,俓,35,開,牙音第一位,去,徑,四
韻鏡（古逸叢書本）,甯,35,開,舌音第四位,去,徑,四
韻鏡（古逸叢書本）,定,35,開,舌音第三位,去,徑,四
韻鏡（古逸叢書本）,聽,35,開,舌音第二位,去,徑,四
韻鏡（古逸叢書本）,矴,35,開,舌音第一位,去,徑,四
韻鏡（古逸叢書本）,䒌,35,開,脣音第四位,去,徑,四
韻鏡（古逸叢書本）,跰,35,開,脣音第一位,去,徑,四
韻鏡（古逸叢書本）,覈,35,開,喉音第三位,入,麥,二
韻鏡（古逸叢書本）,戹,35,開,喉音第一位,入,麥,二
韻鏡（古逸叢書本）,栜,35,開,齒音第四位,入,麥,二
韻鏡（古逸叢書本）,賾,35,開,齒音第三位,入,麥,二
韻鏡（古逸叢書本）,策,35,開,齒音第二位,入,麥,二
韻鏡（古逸叢書本）,責,35,開,齒音第一位,入,麥,二
韻鏡（古逸叢書本）,虉,35,開,牙音第四位,入,麥,二
韻鏡（古逸叢書本）,礊,35,開,牙音第二位,入,麥,二
韻鏡（古逸叢書本）,隔,35,開,牙音第一位,入,麥,二
韻鏡（古逸叢書本）,摘,35,開,舌音第一位,入,麥,二
韻鏡（古逸叢書本）,麥,35,開,脣音第四位,入,麥,二
韻鏡（古逸叢書本）,䌟,35,開,脣音第三位,入,麥,二
韻鏡（古逸叢書本）,𢶉,35,開,脣音第二位,入,麥,二
韻鏡（古逸叢書本）,檗,35,開,脣音第一位,入,麥,二
韻鏡（古逸叢書本）,㔏,35,開,舌齒音第一位,入,昔,三
韻鏡（古逸叢書本）,石,35,開,齒音第五位,入,昔,三
韻鏡（古逸叢書本）,釋,35,開,齒音第四位,入,昔,三
韻鏡（古逸叢書本）,射,35,開,齒音第三位,入,昔,三
韻鏡（古逸叢書本）,尺,35,開,齒音第二位,入,昔,三
韻鏡（古逸叢書本）,隻,35,開,齒音第一位,入,昔,三
韻鏡（古逸叢書本）,擲,35,開,舌音第三位,入,昔,三
韻鏡（古逸叢書本）,𪐏,35,開,舌音第一位,入,昔,三
韻鏡（古逸叢書本）,碧,35,開,脣音第一位,入,昔,三
韻鏡（古逸叢書本）,靂,35,開,舌齒音第一位,入,錫,四
韻鏡（古逸叢書本）,檄,35,開,喉音第三位,入,錫,四
韻鏡（古逸叢書本）,赥,35,開,喉音第二位,入,錫,四
韻鏡（古逸叢書本）,錫,35,開,齒音第四位,入,錫,四
韻鏡（古逸叢書本）,寂,35,開,齒音第三位,入,錫,四
韻鏡（古逸叢書本）,戚,35,開,齒音第二位,入,錫,四
韻鏡（古逸叢書本）,績,35,開,齒音第一位,入,錫,四
韻鏡（古逸叢書本）,鷁,35,開,牙音第四位,入,錫,四
韻鏡（古逸叢書本）,燩,35,開,牙音第二位,入,錫,四
韻鏡（古逸叢書本）,激,35,開,牙音第一位,入,錫,四
韻鏡（古逸叢書本）,惄,35,開,舌音第四位,入,錫,四
韻鏡（古逸叢書本）,狄,35,開,舌音第三位,入,錫,四
韻鏡（古逸叢書本）,逖,35,開,舌音第二位,入,錫,四
韻鏡（古逸叢書本）,的,35,開,舌音第一位,入,錫,四
韻鏡（古逸叢書本）,覓,35,開,脣音第四位,入,錫,四
韻鏡（古逸叢書本）,甓,35,開,脣音第三位,入,錫,四
韻鏡（古逸叢書本）,劈,35,開,脣音第二位,入,錫,四
韻鏡（古逸叢書本）,璧,35,開,脣音第一位,入,錫,四
韻鏡（古逸叢書本）,宏,36,合,喉音第三位,平,耕,二
韻鏡（古逸叢書本）,轟,36,合,喉音第二位,平,耕,二
韻鏡（古逸叢書本）,泓,36,合,喉音第一位,平,耕,二
韻鏡（古逸叢書本）,繃,36,合,脣音第一位,平,耕,二
韻鏡（古逸叢書本）,熒,36,合,喉音第三位,平,青,四
韻鏡（古逸叢書本）,扃,36,合,牙音第一位,平,青,四
韻鏡（古逸叢書本）,迥,36,合,喉音第三位,上,迥,四
韻鏡（古逸叢書本）,詗,36,合,喉音第二位,上,迥,四
韻鏡（古逸叢書本）,濙,36,合,喉音第一位,上,迥,四
韻鏡（古逸叢書本）,褧,36,合,牙音第二位,上,迥,四
韻鏡（古逸叢書本）,熲,36,合,牙音第一位,上,迥,四
韻鏡（古逸叢書本）,轟,36,合,喉音第二位,去,諍,二
韻鏡（古逸叢書本）,𥥈,36,合,喉音第一位,去,諍,二
韻鏡（古逸叢書本）,詗,36,合,喉音第二位,去,徑,四
韻鏡（古逸叢書本）,鎣,36,合,喉音第一位,去,徑,四
韻鏡（古逸叢書本）,礰,36,合,舌齒音第一位,入,麥,二
韻鏡（古逸叢書本）,獲,36,合,喉音第三位,入,麥,二
韻鏡（古逸叢書本）,劃,36,合,喉音第二位,入,麥,二
韻鏡（古逸叢書本）,𢷾,36,合,齒音第四位,入,麥,二
韻鏡（古逸叢書本）,䞰,36,合,齒音第三位,入,麥,二
韻鏡（古逸叢書本）,㩇,36,合,齒音第一位,入,麥,二
韻鏡（古逸叢書本）,䟒,36,合,牙音第三位,入,麥,二
韻鏡（古逸叢書本）,𥕏,36,合,牙音第二位,入,麥,二
韻鏡（古逸叢書本）,蟈,36,合,牙音第一位,入,麥,二
韻鏡（古逸叢書本）,殈,36,合,喉音第二位,入,錫,四
韻鏡（古逸叢書本）,闃,36,合,牙音第二位,入,錫,四
韻鏡（古逸叢書本）,郹,36,合,牙音第一位,入,錫,四
韻鏡（古逸叢書本）,𣤩,36,合,舌音第二位,入,錫,四
韻鏡（古逸叢書本）,樓,37,,舌齒音第一位,平,侯,一
韻鏡（古逸叢書本）,侯,37,,喉音第三位,平,侯,一
韻鏡（古逸叢書本）,齁,37,,喉音第二位,平,侯,一
韻鏡（古逸叢書本）,謳,37,,喉音第一位,平,侯,一
韻鏡（古逸叢書本）,涑,37,,齒音第四位,平,侯,一
韻鏡（古逸叢書本）,㔌,37,,齒音第三位,平,侯,一
韻鏡（古逸叢書本）,䜅,37,,齒音第二位,平,侯,一
韻鏡（古逸叢書本）,𣠏,37,,齒音第一位,平,侯,一
韻鏡（古逸叢書本）,齵,37,,牙音第四位,平,侯,一
韻鏡（古逸叢書本）,彄,37,,牙音第二位,平,侯,一
韻鏡（古逸叢書本）,鉤,37,,牙音第一位,平,侯,一
韻鏡（古逸叢書本）,羺,37,,舌音第四位,平,侯,一
韻鏡（古逸叢書本）,頭,37,,舌音第三位,平,侯,一
韻鏡（古逸叢書本）,偷,37,,舌音第二位,平,侯,一
韻鏡（古逸叢書本）,𫥢,37,,舌音第一位,平,侯,一
韻鏡（古逸叢書本）,呣,37,,脣音第四位,平,侯,一
韻鏡（古逸叢書本）,裒,37,,脣音第三位,平,侯,一
韻鏡（古逸叢書本）,搜,37,,齒音第四位,平,尤,二
韻鏡（古逸叢書本）,愁,37,,齒音第三位,平,尤,二
韻鏡（古逸叢書本）,搊,37,,齒音第二位,平,尤,二
韻鏡（古逸叢書本）,鄒,37,,齒音第一位,平,尤,二
韻鏡（古逸叢書本）,柔,37,,舌齒音第二位,平,尤,三
韻鏡（古逸叢書本）,劉,37,,舌齒音第一位,平,尤,三
韻鏡（古逸叢書本）,尤,37,,喉音第四位,平,尤,三
韻鏡（古逸叢書本）,休,37,,喉音第二位,平,尤,三
韻鏡（古逸叢書本）,優,37,,喉音第一位,平,尤,三
韻鏡（古逸叢書本）,讎,37,,齒音第五位,平,尤,三
韻鏡（古逸叢書本）,收,37,,齒音第四位,平,尤,三
韻鏡（古逸叢書本）,犫,37,,齒音第二位,平,尤,三
韻鏡（古逸叢書本）,周,37,,齒音第一位,平,尤,三
韻鏡（古逸叢書本）,牛,37,,牙音第四位,平,尤,三
韻鏡（古逸叢書本）,求,37,,牙音第三位,平,尤,三
韻鏡（古逸叢書本）,丘,37,,牙音第二位,平,尤,三
韻鏡（古逸叢書本）,鳩,37,,牙音第一位,平,尤,三
韻鏡（古逸叢書本）,儔,37,,舌音第三位,平,尤,三
韻鏡（古逸叢書本）,抽,37,,舌音第二位,平,尤,三
韻鏡（古逸叢書本）,輈,37,,舌音第一位,平,尤,三
韻鏡（古逸叢書本）,謀,37,,脣音第四位,平,尤,三
韻鏡（古逸叢書本）,浮,37,,脣音第三位,平,尤,三
韻鏡（古逸叢書本）,不,37,,脣音第一位,平,尤,三
韻鏡（古逸叢書本）,鏐,37,,舌齒音第一位,平,幽,四
韻鏡（古逸叢書本）,由,37,,喉音第四位,平,幽,四
韻鏡（古逸叢書本）,飍,37,,喉音第二位,平,幽,四
韻鏡（古逸叢書本）,幽,37,,喉音第一位,平,幽,四
韻鏡（古逸叢書本）,囚,37,,齒音第五位,平,幽,四
韻鏡（古逸叢書本）,脩,37,,齒音第四位,平,幽,四
韻鏡（古逸叢書本）,遒,37,,齒音第三位,平,幽,四
韻鏡（古逸叢書本）,秋,37,,齒音第二位,平,幽,四
韻鏡（古逸叢書本）,啾,37,,齒音第一位,平,幽,四
韻鏡（古逸叢書本）,聱,37,,牙音第四位,平,幽,四
韻鏡（古逸叢書本）,恘,37,,牙音第二位,平,幽,四
韻鏡（古逸叢書本）,樛,37,,牙音第一位,平,幽,四
韻鏡（古逸叢書本）,繆,37,,脣音第四位,平,幽,四
韻鏡（古逸叢書本）,滮,37,,脣音第三位,平,幽,四
韻鏡（古逸叢書本）,䬌,37,,脣音第二位,平,幽,四
韻鏡（古逸叢書本）,彪,37,,脣音第一位,平,幽,四
韻鏡（古逸叢書本）,塿,37,,舌齒音第一位,上,厚,一
韻鏡（古逸叢書本）,厚,37,,喉音第三位,上,厚,一
韻鏡（古逸叢書本）,吼,37,,喉音第二位,上,厚,一
韻鏡（古逸叢書本）,歐,37,,喉音第一位,上,厚,一
韻鏡（古逸叢書本）,叟,37,,齒音第四位,上,厚,一
韻鏡（古逸叢書本）,鯫,37,,齒音第三位,上,厚,一
韻鏡（古逸叢書本）,趣,37,,齒音第二位,上,厚,一
韻鏡（古逸叢書本）,走,37,,齒音第一位,上,厚,一
韻鏡（古逸叢書本）,藕,37,,牙音第四位,上,厚,一
韻鏡（古逸叢書本）,口,37,,牙音第二位,上,厚,一
韻鏡（古逸叢書本）,苟,37,,牙音第一位,上,厚,一
韻鏡（古逸叢書本）,㝅,37,,舌音第四位,上,厚,一
韻鏡（古逸叢書本）,䕆,37,,舌音第三位,上,厚,一
韻鏡（古逸叢書本）,黈,37,,舌音第二位,上,厚,一
韻鏡（古逸叢書本）,斗,37,,舌音第一位,上,厚,一
韻鏡（古逸叢書本）,母,37,,脣音第四位,上,厚,一
韻鏡（古逸叢書本）,部,37,,脣音第三位,上,厚,一
韻鏡（古逸叢書本）,剖,37,,脣音第二位,上,厚,一
韻鏡（古逸叢書本）,掊,37,,脣音第一位,上,厚,一
韻鏡（古逸叢書本）,湊,37,,齒音第四位,上,有,二
韻鏡（古逸叢書本）,𥣙,37,,齒音第三位,上,有,二
韻鏡（古逸叢書本）,𩋄,37,,齒音第二位,上,有,二
韻鏡（古逸叢書本）,掫,37,,齒音第一位,上,有,二
韻鏡（古逸叢書本）,蹂,37,,舌齒音第二位,上,有,三
韻鏡（古逸叢書本）,柳,37,,舌齒音第一位,上,有,三
韻鏡（古逸叢書本）,有,37,,喉音第四位,上,有,三
韻鏡（古逸叢書本）,朽,37,,喉音第二位,上,有,三
韻鏡（古逸叢書本）,䬀,37,,喉音第一位,上,有,三
韻鏡（古逸叢書本）,受,37,,齒音第五位,上,有,三
韻鏡（古逸叢書本）,首,37,,齒音第四位,上,有,三
韻鏡（古逸叢書本）,壽,37,,齒音第三位,上,有,三
韻鏡（古逸叢書本）,醜,37,,齒音第二位,上,有,三
韻鏡（古逸叢書本）,帚,37,,齒音第一位,上,有,三
韻鏡（古逸叢書本）,臼,37,,牙音第三位,上,有,三
韻鏡（古逸叢書本）,糗,37,,牙音第二位,上,有,三
韻鏡（古逸叢書本）,久,37,,牙音第一位,上,有,三
韻鏡（古逸叢書本）,狃,37,,舌音第四位,上,有,三
韻鏡（古逸叢書本）,紂,37,,舌音第三位,上,有,三
韻鏡（古逸叢書本）,丑,37,,舌音第二位,上,有,三
韻鏡（古逸叢書本）,肘,37,,舌音第一位,上,有,三
韻鏡（古逸叢書本）,婦,37,,脣音第三位,上,有,三
韻鏡（古逸叢書本）,紑,37,,脣音第二位,上,有,三
韻鏡（古逸叢書本）,缶,37,,脣音第一位,上,有,三
韻鏡（古逸叢書本）,酉,37,,喉音第四位,上,黝,四
韻鏡（古逸叢書本）,黝,37,,喉音第一位,上,黝,四
韻鏡（古逸叢書本）,滫,37,,齒音第四位,上,黝,四
韻鏡（古逸叢書本）,湫,37,,齒音第三位,上,黝,四
韻鏡（古逸叢書本）,酒,37,,齒音第一位,上,黝,四
韻鏡（古逸叢書本）,蟉,37,,牙音第三位,上,黝,四
韻鏡（古逸叢書本）,糾,37,,牙音第一位,上,黝,四
韻鏡（古逸叢書本）,陋,37,,舌齒音第一位,去,候,一
韻鏡（古逸叢書本）,候,37,,喉音第三位,去,候,一
韻鏡（古逸叢書本）,詬,37,,喉音第二位,去,候,一
韻鏡（古逸叢書本）,漚,37,,喉音第一位,去,候,一
韻鏡（古逸叢書本）,瘶,37,,齒音第四位,去,候,一
韻鏡（古逸叢書本）,㔌,37,,齒音第三位,去,候,一
韻鏡（古逸叢書本）,輳,37,,齒音第二位,去,候,一
韻鏡（古逸叢書本）,奏,37,,齒音第一位,去,候,一
韻鏡（古逸叢書本）,偶,37,,牙音第四位,去,候,一
韻鏡（古逸叢書本）,寇,37,,牙音第二位,去,候,一
韻鏡（古逸叢書本）,遘,37,,牙音第一位,去,候,一
韻鏡（古逸叢書本）,耨,37,,舌音第四位,去,候,一
韻鏡（古逸叢書本）,豆,37,,舌音第三位,去,候,一
韻鏡（古逸叢書本）,透,37,,舌音第二位,去,候,一
韻鏡（古逸叢書本）,鬭,37,,舌音第一位,去,候,一
韻鏡（古逸叢書本）,茂,37,,脣音第四位,去,候,一
韻鏡（古逸叢書本）,䏽,37,,脣音第三位,去,候,一
韻鏡（古逸叢書本）,仆,37,,脣音第二位,去,候,一
韻鏡（古逸叢書本）,瘦,37,,齒音第四位,去,宥,二
韻鏡（古逸叢書本）,驟,37,,齒音第三位,去,宥,二
韻鏡（古逸叢書本）,簉,37,,齒音第二位,去,宥,二
韻鏡（古逸叢書本）,皺,37,,齒音第一位,去,宥,二
韻鏡（古逸叢書本）,輮,37,,舌齒音第二位,去,宥,三
韻鏡（古逸叢書本）,溜,37,,舌齒音第一位,去,宥,三
韻鏡（古逸叢書本）,宥,37,,喉音第四位,去,宥,三
韻鏡（古逸叢書本）,齅,37,,喉音第二位,去,宥,三
韻鏡（古逸叢書本）,授,37,,齒音第五位,去,宥,三
韻鏡（古逸叢書本）,狩,37,,齒音第四位,去,宥,三
韻鏡（古逸叢書本）,臭,37,,齒音第二位,去,宥,三
韻鏡（古逸叢書本）,咒,37,,齒音第一位,去,宥,三
韻鏡（古逸叢書本）,𪖐,37,,牙音第四位,去,宥,三
韻鏡（古逸叢書本）,𪖛,37,,牙音第二位,去,宥,三
韻鏡（古逸叢書本）,救,37,,牙音第一位,去,宥,三
韻鏡（古逸叢書本）,糅,37,,舌音第四位,去,宥,三
韻鏡（古逸叢書本）,胄,37,,舌音第三位,去,宥,三
韻鏡（古逸叢書本）,晝,37,,舌音第一位,去,宥,三
韻鏡（古逸叢書本）,莓,37,,脣音第四位,去,宥,三
韻鏡（古逸叢書本）,復,37,,脣音第三位,去,宥,三
韻鏡（古逸叢書本）,副,37,,脣音第二位,去,宥,三
韻鏡（古逸叢書本）,富,37,,脣音第一位,去,宥,三
韻鏡（古逸叢書本）,狖,37,,喉音第四位,去,幼,四
韻鏡（古逸叢書本）,幼,37,,喉音第一位,去,幼,四
韻鏡（古逸叢書本）,岫,37,,齒音第五位,去,幼,四
韻鏡（古逸叢書本）,秀,37,,齒音第四位,去,幼,四
韻鏡（古逸叢書本）,就,37,,齒音第三位,去,幼,四
韻鏡（古逸叢書本）,䞭,37,,齒音第二位,去,幼,四
韻鏡（古逸叢書本）,僦,37,,齒音第一位,去,幼,四
韻鏡（古逸叢書本）,𧾻,37,,牙音第三位,去,幼,四
韻鏡（古逸叢書本）,䠗,37,,牙音第二位,去,幼,四
韻鏡（古逸叢書本）,謬,37,,脣音第四位,去,幼,四
韻鏡（古逸叢書本）,森,38,,齒音第四位,平,侵,二
韻鏡（古逸叢書本）,岑,38,,齒音第三位,平,侵,二
韻鏡（古逸叢書本）,嵾,38,,齒音第二位,平,侵,二
韻鏡（古逸叢書本）,簪,38,,齒音第一位,平,侵,二
韻鏡（古逸叢書本）,任,38,,舌齒音第二位,平,侵,三
韻鏡（古逸叢書本）,林,38,,舌齒音第一位,平,侵,三
韻鏡（古逸叢書本）,歆,38,,喉音第二位,平,侵,三
韻鏡（古逸叢書本）,音,38,,喉音第一位,平,侵,三
韻鏡（古逸叢書本）,諶,38,,齒音第五位,平,侵,三
韻鏡（古逸叢書本）,深,38,,齒音第四位,平,侵,三
韻鏡（古逸叢書本）,忱,38,,齒音第三位,平,侵,三
韻鏡（古逸叢書本）,𧡪,38,,齒音第二位,平,侵,三
韻鏡（古逸叢書本）,斟,38,,齒音第一位,平,侵,三
韻鏡（古逸叢書本）,吟,38,,牙音第四位,平,侵,三
韻鏡（古逸叢書本）,琴,38,,牙音第三位,平,侵,三
韻鏡（古逸叢書本）,欽,38,,牙音第二位,平,侵,三
韻鏡（古逸叢書本）,金,38,,牙音第一位,平,侵,三
韻鏡（古逸叢書本）,䛘,38,,舌音第四位,平,侵,三
韻鏡（古逸叢書本）,沈,38,,舌音第三位,平,侵,三
韻鏡（古逸叢書本）,琛,38,,舌音第二位,平,侵,三
韻鏡（古逸叢書本）,碪,38,,舌音第一位,平,侵,三
韻鏡（古逸叢書本）,淫,38,,喉音第四位,平,侵,四
韻鏡（古逸叢書本）,愔,38,,喉音第一位,平,侵,四
韻鏡（古逸叢書本）,尋,38,,齒音第五位,平,侵,四
韻鏡（古逸叢書本）,心,38,,齒音第四位,平,侵,四
韻鏡（古逸叢書本）,𩷒,38,,齒音第三位,平,侵,四
韻鏡（古逸叢書本）,侵,38,,齒音第二位,平,侵,四
韻鏡（古逸叢書本）,祲,38,,齒音第一位,平,侵,四
韻鏡（古逸叢書本）,舚,38,,舌音第二位,平,侵,四
韻鏡（古逸叢書本）,㾕,38,,齒音第四位,上,寢,二
韻鏡（古逸叢書本）,𩒣,38,,齒音第三位,上,寢,二
韻鏡（古逸叢書本）,墋,38,,齒音第二位,上,寢,二
韻鏡（古逸叢書本）,䫬,38,,齒音第一位,上,寢,二
韻鏡（古逸叢書本）,荏,38,,舌齒音第二位,上,寢,三
韻鏡（古逸叢書本）,廩,38,,舌齒音第一位,上,寢,三
韻鏡（古逸叢書本）,廞,38,,喉音第二位,上,寢,三
韻鏡（古逸叢書本）,飲,38,,喉音第一位,上,寢,三
韻鏡（古逸叢書本）,甚,38,,齒音第五位,上,寢,三
韻鏡（古逸叢書本）,沈,38,,齒音第四位,上,寢,三
韻鏡（古逸叢書本）,葚,38,,齒音第三位,上,寢,三
韻鏡（古逸叢書本）,瀋,38,,齒音第二位,上,寢,三
韻鏡（古逸叢書本）,枕,38,,齒音第一位,上,寢,三
韻鏡（古逸叢書本）,僸,38,,牙音第四位,上,寢,三
韻鏡（古逸叢書本）,噤,38,,牙音第三位,上,寢,三
韻鏡（古逸叢書本）,坅,38,,牙音第二位,上,寢,三
韻鏡（古逸叢書本）,錦,38,,牙音第一位,上,寢,三
韻鏡（古逸叢書本）,拰,38,,舌音第四位,上,寢,三
韻鏡（古逸叢書本）,朕,38,,舌音第三位,上,寢,三
韻鏡（古逸叢書本）,踸,38,,舌音第二位,上,寢,三
韻鏡（古逸叢書本）,戡,38,,舌音第一位,上,寢,三
韻鏡（古逸叢書本）,品,38,,脣音第二位,上,寢,三
韻鏡（古逸叢書本）,稟,38,,脣音第一位,上,寢,三
韻鏡（古逸叢書本）,罧,38,,齒音第四位,上,寢,四
韻鏡（古逸叢書本）,蕈,38,,齒音第三位,上,寢,四
韻鏡（古逸叢書本）,寢,38,,齒音第二位,上,寢,四
韻鏡（古逸叢書本）,䤐,38,,齒音第一位,上,寢,四
韻鏡（古逸叢書本）,𩖄,38,,牙音第二位,上,寢,四
韻鏡（古逸叢書本）,滲,38,,齒音第四位,去,沁,二
韻鏡（古逸叢書本）,讖,38,,齒音第二位,去,沁,二
韻鏡（古逸叢書本）,譖,38,,齒音第一位,去,沁,二
韻鏡（古逸叢書本）,絍,38,,舌齒音第二位,去,沁,三
韻鏡（古逸叢書本）,臨,38,,舌齒音第一位,去,沁,三
韻鏡（古逸叢書本）,䫴,38,,喉音第四位,去,沁,三
韻鏡（古逸叢書本）,蔭,38,,喉音第一位,去,沁,三
韻鏡（古逸叢書本）,甚,38,,齒音第五位,去,沁,三
韻鏡（古逸叢書本）,深,38,,齒音第四位,去,沁,三
韻鏡（古逸叢書本）,枕,38,,齒音第一位,去,沁,三
韻鏡（古逸叢書本）,吟,38,,牙音第四位,去,沁,三
韻鏡（古逸叢書本）,𦧈,38,,牙音第三位,去,沁,三
韻鏡（古逸叢書本）,禁,38,,牙音第一位,去,沁,三
韻鏡（古逸叢書本）,賃,38,,舌音第四位,去,沁,三
韻鏡（古逸叢書本）,鴆,38,,舌音第三位,去,沁,三
韻鏡（古逸叢書本）,闖,38,,舌音第二位,去,沁,三
韻鏡（古逸叢書本）,揕,38,,舌音第一位,去,沁,三
韻鏡（古逸叢書本）,沁,38,,齒音第二位,去,沁,四
韻鏡（古逸叢書本）,浸,38,,齒音第一位,去,沁,四
韻鏡（古逸叢書本）,澀,38,,齒音第四位,入,緝,二
韻鏡（古逸叢書本）,霵,38,,齒音第三位,入,緝,二
韻鏡（古逸叢書本）,㞚,38,,齒音第二位,入,緝,二
韻鏡（古逸叢書本）,戢,38,,齒音第一位,入,緝,二
韻鏡（古逸叢書本）,入,38,,舌齒音第二位,入,緝,三
韻鏡（古逸叢書本）,立,38,,舌齒音第一位,入,緝,三
韻鏡（古逸叢書本）,煜,38,,喉音第四位,入,緝,三
韻鏡（古逸叢書本）,吸,38,,喉音第二位,入,緝,三
韻鏡（古逸叢書本）,邑,38,,喉音第一位,入,緝,三
韻鏡（古逸叢書本）,十,38,,齒音第五位,入,緝,三
韻鏡（古逸叢書本）,溼,38,,齒音第四位,入,緝,三
韻鏡（古逸叢書本）,褶,38,,齒音第三位,入,緝,三
