描述,反切,字頭,解釋
章合三眞平,章倫,肫,鳥藏
章合三眞平,章倫,訰,亂言之皃
徹合三眞平,丑倫,椿,木名丑倫切八
徹合三眞平,丑倫,楯,木名
徹合三眞平,丑倫,輴,載柩車也
徹合三眞平,丑倫,䡅,上同
徹合三眞平,丑倫,鶞,爾雅云春鳸鳻鶞鳻音汾
徹合三眞平,丑倫,杶,書曰杶榦栝柏
徹合三眞平,丑倫,櫄,說文同上
徹合三眞平,丑倫,瑃,玉名
澄合三眞平,直倫,䣩,純美酒也直倫切又常倫切二
澄合三眞平,直倫,㡒,布貯曰㡒
心合三眞平,相倫,荀,草名又姓本姓郇後去邑爲荀今出潁川相倫切十四
心合三眞平,相倫,郇,地名在河東解縣周文王子封於郇後以爲氏王莽時有郇越
心合三眞平,相倫,詢,咨也
心合三眞平,相倫,眴,眩又音舜
心合三眞平,相倫,峋,嶙峋
心合三眞平,相倫,珣,玉名
心合三眞平,相倫,𣖼,說文曰大木也可以爲鉏柄又祥勻切
心合三眞平,相倫,洵,水名在晉陽
心合三眞平,相倫,恂,信也
心合三眞平,相倫,畇,爾雅曰畇畇田也謂墾辟也又音勻音旬
心合三眞平,相倫,檈,承食案也
心合三眞平,相倫,槆,杶木別也
心合三眞平,相倫,姰,狂也又音縣
心合三眞平,相倫,㰬,氣逆也又信也
常合三眞平,常倫,純,篤也至也好也文也大也常倫切十三
常合三眞平,常倫,蓴,蒲秀
常合三眞平,常倫,蒓,水葵
常合三眞平,常倫,醇,厚也醲也
常合三眞平,常倫,鶉,䳺鶉也莊子曰田鼠化爲鶉淮南子曰蝦蟆化爲鶉字林作𨿡
常合三眞平,常倫,𦎫,說文曰孰也凡從𦎫者今作享同
常合三眞平,常倫,陙,小阜名也
常合三眞平,常倫,𢗋,憂悶
常合三眞平,常倫,錞,樂器鳴之所以和鼓
常合三眞平,常倫,淳,清也朴也又姓何氏姓苑云今吳人
常合三眞平,常倫,𡗥,大也
常合三眞平,常倫,焞,明也又他昆切
常合三眞平,常倫,䣩,美也
日合三眞平,如勻,犉,黃牛黑脣如勻切四
日合三眞平,如勻,𩀋,鷚鷄晚生者
日合三眞平,如勻,瞤,目動
日合三眞平,如勻,眴,上同
船合三眞平,食倫,脣,口脣食倫切五
船合三眞平,食倫,漘,水際
船合三眞平,食倫,䔚,牛䔚草似蘭青黑色
船合三眞平,食倫,㸪,牛行遟也又音巡
船合三眞平,食倫,紃,環綵絛也又音巡
來合三眞平,力迍,淪,沒也力迍切十五
來合三眞平,力迍,倫,等也比也道也理也又姓風俗通曰黃帝樂人伶倫氏之後
來合三眞平,力迍,論,言有理出字書又盧昆切
來合三眞平,力迍,䑳,船䑳
來合三眞平,力迍,輪,車輪周禮曰軫之方以象地蓋之圜以象天輪輻三十以象日月
來合三眞平,力迍,陯,山阜陷也
來合三眞平,力迍,鯩,魚名
來合三眞平,力迍,蜦,神蛇能興雲雨文字集略云蝦蟆大如屨能食蛇也又力計切
來合三眞平,力迍,棆,木名
來合三眞平,力迍,綸,絲綸又姓魏志公孫文懿臣綸直又音鰥
來合三眞平,力迍,惀,欲曉知也
來合三眞平,力迍,侖,說文思也
來合三眞平,力迍,踚,行也
來合三眞平,力迍,掄,擇也周禮曰凡邦工入山林材而掄不禁又力昆切
來合三眞平,力迍,䈁,䈁子船具
知合三眞平,陟綸,屯,難也厚也陟綸切又徒渾切四
知合三眞平,陟綸,窀,窀穸下棺
知合三眞平,陟綸,迍,迍邅本亦作屯易曰屯如邅如
知合三眞平,陟綸,㡒,布貯
清合三眞平,七倫,逡,逡巡退也七倫切十
清合三眞平,七倫,竣,止也倨也一曰改也
清合三眞平,七倫,皴,皮細起也
清合三眞平,七倫,㕙,東郭㕙古之狡兔也又音俊
清合三眞平,七倫,壿,舞皃
清合三眞平,七倫,捘,推也左傳云捘衛侯之手又子寸切
清合三眞平,七倫,竴,喜也
清合三眞平,七倫,踆,退也
清合三眞平,七倫,𠣟,上同
清合三眞平,七倫,夋,倨也
精合三眞平,將倫,遵,循也率也行也習也將倫切五
精合三眞平,將倫,跧,蹙也又阻圓切
精合三眞平,將倫,僎,鄉飲酒禮僎者降席而遵法也或作遵又音撰
精合三眞平,將倫,嶟,山皃
精合三眞平,將倫,鷷,西方雉名
昌合三眞平,昌脣,春,四時之首尚書大傳曰春出也萬物之出也春秋說題辭曰春蠢也蠢興也春秋繁露曰春喜氣又姓何氏姓苑云春申君黃歇之後昌脣切一
從合三眞平,昨旬,鷷,西方雉名昨旬切一
以合三眞平,羊倫,勻,徧也齊也說文少也从勹二羊倫切二
以合三眞平,羊倫,畇,詩曰畇畇原隰又音荀音旬
邪合三眞平,詳遵,旬,十日曰旬詳遵切十七
邪合三眞平,詳遵,𠣙,古文
邪合三眞平,詳遵,巡,逡巡說文曰視行也
邪合三眞平,詳遵,馴,擾也從也善也
邪合三眞平,詳遵,循,善也
邪合三眞平,詳遵,揗,手相安慰
邪合三眞平,詳遵,㸪,牛行遟又音脣
邪合三眞平,詳遵,紃,環綵絛又食綸切
邪合三眞平,詳遵,䋸,縫也
邪合三眞平,詳遵,𪀠,𪀠䳦小鳥出字統
邪合三眞平,詳遵,洵,均也龕也
邪合三眞平,詳遵,楯,楯闌檻也
邪合三眞平,詳遵,灥,三泉相通
邪合三眞平,詳遵,㽦,均也
邪合三眞平,詳遵,𧾩,說文曰走皃也
邪合三眞平,詳遵,畇,墾田
邪合三眞平,詳遵,䖲,蟲名
見合三A眞平,居勻,均,平也又學曰成均亦州名春秋及戰國時並屬楚秦屬南陽郡隋爲均州取汮水以名之居勻切四
見合三A眞平,居勻,鈞,二三十斤也又姓風俗通云楚大夫元鈞之後漢有侍中鈞喜
見合三A眞平,居勻,袀,戎衣也左傳曰均服振振字書從衣
見合三A眞平,居勻,汮,水名出析縣北山入沔今作均
羣開三A眞平,渠人,𧼒,行也渠人切又去忍切一
滂三B眞平,普巾,砏,砏磤大雷普巾切又布巾切二
滂三B眞平,普巾,虨,虎文也俗作𧈇
莊開三臻平,側詵,臻,至也乃也側詵切十一
莊開三臻平,側詵,蓁,草盛皃
莊開三臻平,側詵,搸,聚也又琴瑟音
莊開三臻平,側詵,溱,水名在河南
莊開三臻平,側詵,潧,水名在鄭國出說文此水南入洧詩作溱洧誤
莊開三臻平,側詵,𣓀,𣓀栗
莊開三臻平,側詵,榛,上同
莊開三臻平,側詵,樼,亦同
莊開三臻平,側詵,瀙,字林云水名在豫州
莊開三臻平,側詵,𨬖,埤蒼云小鑿
莊開三臻平,側詵,轃,說文曰大車簀也
生開三臻平,所臻,莘,地名在虢又姓所臻切二十
生開三臻平,所臻,㜪,有㜪國名
生開三臻平,所臻,扟,從上擇取物也
生開三臻平,所臻,駪,馬多
生開三臻平,所臻,籸,粉滓
生開三臻平,所臻,䯂,眾盛皃
生開三臻平,所臻,甡,眾多皃
生開三臻平,所臻,兟,進也
生開三臻平,所臻,詵,眾人言也
生開三臻平,所臻,侁,行皃詩云侁侁征夫
生開三臻平,所臻,𩺵,魚尾長也詩云有莘其尾字書從魚
生開三臻平,所臻,屾,說文云二山也
生開三臻平,所臻,𨐔,多也
生開三臻平,所臻,燊,熾也
生開三臻平,所臻,𦐹,羽多
生開三臻平,所臻,𢓠,往來之皃
生開三臻平,所臻,𣘘,方言云杠東齊海岱之閒謂之𣘘杠牀前橫也
生開三臻平,所臻,阠,八陵東名阠又息進切
生開三臻平,所臻,姺,女字
生開三臻平,所臻,㾕,寒病
崇開三臻平,士臻,𦿒,木叢生士臻切三
崇開三臻平,士臻,㲀,呂氏春秋注云㲀㲀動而喜皃又音真
崇開三臻平,士臻,帘,幕也又音廉
明三文平,無分,文,文章也又美也善也兆也亦州名禹貢梁州之域自戰國時宋及齊梁皆諸羌所據後魏平蜀始置州亦姓漢有廬江文翁無分切十六
明三文平,無分,聞,說文曰知聲也又音問
明三文平,無分,𦖞,古文
明三文平,無分,彣,青與赤雜
明三文平,無分,紋,綾也
明三文平,無分,雯,雲文
明三文平,無分,馼,馬赤鬣縞身目如黃金文王以獻紂
明三文平,無分,蟁,爾雅曰鷏蟁母郭璞云似烏𪇰而大黃白雜文鳴如鴿今江東呼爲蚊母俗說此鳥常吐蚊因名云說文曰齧人飛蟲也
明三文平,無分,蚊,上同
明三文平,無分,䘇,亦同出漢書
明三文平,無分,䰚,摩也
明三文平,無分,鳼,鳥也爾雅曰鶉子鳼
明三文平,無分,闅,俗作閿說文曰低目視也弘農湖縣有闅鄉汝南西平有闅亭
明三文平,無分,汶,黏唾又音旻問
明三文平,無分,鼤,班鼠
明三文平,無分,閩,閩越也又音旻
云合三文平,王分,雲,說文云山川气也从雨云象雲回轉形河圖曰雲者天地之本傅子曰以雲母飾車謂之雲母車臣不得乘之又姓縉雲氏之後又後魏書宥連氏後改爲雲氏王分切二十二
云合三文平,王分,芸,香草也說文云似目宿淮南王說芸草可以死復生雜禮圖曰芸蒿也葉似邪蒿香美可食也
云合三文平,王分,蕓,蕓薹菜名
云合三文平,王分,𦔐,說文曰除苗閒穢也
云合三文平,王分,𦓷,上同
云合三文平,王分,耘,亦同
云合三文平,王分,鄖,國名
云合三文平,王分,妘,女字又姓
云合三文平,王分,紜,紛紜
云合三文平,王分,溳,水名在南陽一云在美蔡陽
云合三文平,王分,澐,江水大波
云合三文平,王分,云,辝也言也說文古文雲字亦姓出自祝融之後
云合三文平,王分,篔,篔簹竹名
云合三文平,王分,䢵,邑名
云合三文平,王分,員,益也說文作員物數也又音圓又音運姓也
云合三文平,王分,𪔅,籀文
云合三文平,王分,愪,憂也
云合三文平,王分,沄,說文云轉流也
云合三文平,王分,𧶊,亂也
云合三文平,王分,耺,耳中聲
云合三文平,王分,橒,木名
云合三文平,王分,䉙,竹名
影合三文平,於云,熅,烟熅天地氣也易作絪縕於云切十
影合三文平,於云,氳,氤氳元氣
影合三文平,於云,縕,亂麻又於粉切
影合三文平,於云,馧,香也
影合三文平,於云,蒕,葐蒕盛皃
影合三文平,於云,𥠺,上同
影合三文平,於云,䡝,轒䡝兵車又於粉切
影合三文平,於云,蘊,蘊積也又於粉切
影合三文平,於云,蝹,龍皃
影合三文平,於云,㚃,鬱也
並三文平,符分,汾,水名在太原本漢兹氏縣地屬西河郡魏於兹氏縣置西河郡今州城是也符分切三十七
並三文平,符分,墳,墳籍又墓也
並三文平,符分,氛,氛氳祥氣
並三文平,符分,𣱦,俗
並三文平,符分,鼖,大鼓周禮鼓人掌六鼓以鼖鼓鼓軍事
並三文平,符分,䩿,上同
並三文平,符分,𪔵,亦同
並三文平,符分,濆,水際也又水名
並三文平,符分,焚,焚燒
並三文平,符分,燌,上同
並三文平,符分,羒,白羝羊也
並三文平,符分,豶,豕也
並三文平,符分,頒,魚大首亦眾皃又布還切
並三文平,符分,羵,土中怪羊
並三文平,符分,䴅,似鵠白身三目赤尾六足
並三文平,符分,枌,白榆木名
並三文平,符分,鳻,春鳸鳻鶞亦作𩿈又說文曰鳥聚皃一曰飛皃
並三文平,符分,蕡,草木多實
並三文平,符分,萉,古文
並三文平,符分,橨,枰仲木別名出埤蒼
並三文平,符分,棼,複屋棟也
並三文平,符分,賁,三足龜
並三文平,符分,葐,葐蒕
並三文平,符分,魵,魚名
並三文平,符分,𧮱,谷名在臨汾
並三文平,符分,妢,周禮考工記云妢胡之笴
並三文平,符分,棻,香木名也
並三文平,符分,梤,上同
並三文平,符分,肦,大首皃
並三文平,符分,䫶,醜皃
並三文平,符分,鐼,飾也說文曰鐵類讀若薰又音訓
並三文平,符分,馩,馩馧香氣
並三文平,符分,馚,上同
並三文平,符分,㞣,草初生香分布也又音芬
並三文平,符分,鼢,田中鼠又音憤
並三文平,符分,蚡,上同
並三文平,符分,轒,轒䡝兵車
幫三文平,府文,分,賦也施也與也說文別也府文切六
幫三文平,府文,饙,一蒸飯也
幫三文平,府文,餴,上同
幫三文平,府文,扮,握也
幫三文平,府文,𡊅,埽棄之也又方問切
幫三文平,府文,𣯻,𣯻毭罽也
羣合三文平,渠云,羣,羣隊也說文輩也亦作群渠云切五
羣合三文平,渠云,帬,說文曰下裳也釋名曰帬羣也連接羣幅也
羣合三文平,渠云,裠,上同亦作裙
羣合三文平,渠云,宭,羣居也又音君
羣合三文平,渠云,𤸷,𤹝也
曉合三文平,許云,薰,香草韻略曰薰陸香出大秦國亦姓出何氏姓苑許云切十二
曉合三文平,許云,曛,日入也又黃昏時
曉合三文平,許云,勳,功勳也
曉合三文平,許云,勛,古文
曉合三文平,許云,熏,火氣盛皃
曉合三文平,許云,燻,上同
曉合三文平,許云,獯,北方胡名夏曰獯鬻周曰獫狁漢曰匈奴
曉合三文平,許云,纁,三染絳
曉合三文平,許云,醺,著酒
曉合三文平,許云,葷,臭菜
曉合三文平,許云,焄,禮曰焄蒿悽愴鄭玄云焄謂香臭也
曉合三文平,許云,臐,儀禮鄭玄注云羊曰臐豕曰膮皆香美之名膮呼堯切
見合三文平,舉云,君,白虎通曰君者羣也羣下之所歸心也荀卿子曰君者儀也民者影也儀正則影正君者盤也民者水也盤圓則水圓又君者民之源也源清則流清源濁則流濁舉云切八
見合三文平,舉云,軍,軍旅也周禮夏官司馬曰凡制軍萬有二千五百人爲軍王六軍大國三軍次國二軍小國一軍軍將皆命卿又漢複姓二氏禮記有將軍文子晉有太傅參軍襄城冠軍夷
見合三文平,舉云,皸,足拆
見合三文平,舉云,桾,桾櫏木也
見合三文平,舉云,䇹,竹名
見合三文平,舉云,莙,牛藻菜也
見合三文平,舉云,宭,羣居
見合三文平,舉云,鮶,蟲名水鮶如魚乘焉
滂三文平,撫文,芬,芬芳又姓戰國策晉有大夫芬質撫文切十三
滂三文平,撫文,紛,紛紜眾也亂也
滂三文平,撫文,𢁥,巾也亦作帉
滂三文平,撫文,𣬩,毛落
滂三文平,撫文,衯,說文曰長衣皃
滂三文平,撫文,𦐈,翻翷𦐈飛皃
滂三文平,撫文,棻,說文云香木也
滂三文平,撫文,砏,砏汃水石
滂三文平,撫文,㞣,草木初生香分布也
滂三文平,撫文,氛,氛侵妖氣
滂三文平,撫文,雰,上同又霧氣也
滂三文平,撫文,𩰟,𩰝𩰟之皃
滂三文平,撫文,錀,埤蒼云兔奄錀
曉開三欣平,許斤,欣,喜也亦州名本漢陽曲縣地隋置欣州因欣口爲名許斤切六
曉開三欣平,許斤,忻,上同
曉開三欣平,許斤,昕,日欲出也
曉開三欣平,許斤,訢,喜也
曉開三欣平,許斤,炘,熱皃
曉開三欣平,許斤,邤,邤鄰地名
影開三欣平,於斤,殷,眾也正也大也中也說文从㐆殳作樂之盛稱殷亦姓武王剋紂子孫分散以殷爲氏出陳郡於斤切四
影開三欣平,於斤,慇,慇懃
影開三欣平,於斤,㶏,水名在潁川
影開三欣平,於斤,溵,上同
羣開三欣平,巨斤,勤,勞也盡也巨斤切八
羣開三欣平,巨斤,芹,水菜食之宜丈夫呂氏春秋曰菜之美者雲夢之芹
羣開三欣平,巨斤,懃,慇懃
羣開三欣平,巨斤,慬,憂哀
羣開三欣平,巨斤,懄,上同
羣開三欣平,巨斤,瘽,病也
羣開三欣平,巨斤,𥎊,矛柄古作矜
羣開三欣平,巨斤,蘄,草也又巨希切
見開三欣平,舉欣,斤,十六兩也說文曰斫木也又虜複姓二氏後魏書去斤氏後改爲艾氏奇斤氏後改爲奇氏舉欣切四
見開三欣平,舉欣,筋,筋骨也說文曰𠟼之力也从力𠟼竹竹物之多筋者又姓出姓苑
見開三欣平,舉欣,䈥,俗
見開三欣平,舉欣,釿,說文云劑斷也本宜引切
疑開三欣平,語斤,䖐,虎聲語斤切十二
疑開三欣平,語斤,㹜,犬相吠也
疑開三欣平,語斤,圻,圻堮又岸也
疑開三欣平,語斤,垠,上同
疑開三欣平,語斤,齗,齒根𠟼也
疑開三欣平,語斤,齦,上同
疑開三欣平,語斤,䴦,獸似貉也
疑開三欣平,語斤,斦,二斤
疑開三欣平,語斤,𪛊,大篪
疑開三欣平,語斤,䓄,亭名在江夏郡
疑開三欣平,語斤,狺,犬爭
疑開三欣平,語斤,鄞,縣名在會稽郡
疑合三元平,愚袁,元,大也始也長也氣也又姓左傳衛大夫元咺又後魏孝文改拓拔爲元氏望在河南愚袁切二十二
疑合三元平,愚袁,原,廣平曰原亦州名漢高平縣後魏爲鎮州又改原州蓋取高平曰原爲名又姓孔子弟子有原憲說文本作𨙅原即與𠫐同
疑合三元平,愚袁,𨙅,周禮有𨙅師注云𨙅地之廣平者
疑合三元平,愚袁,源,水原曰源又姓禿髮傉檀之子賀入後魏魏太武謂之曰與鄉同源可爲源氏說文本作𠫐篆文省作原後人加水
疑合三元平,愚袁,厵,上同
疑合三元平,愚袁,杬,木名出豫章煎汁藏果及卵不壞
疑合三元平,愚袁,嫄,姜嫄帝嚳元妃
疑合三元平,愚袁,沅,水名在武陵郡鐔成西亦云在牂牁
疑合三元平,愚袁,騵,赤馬白腹
疑合三元平,愚袁,黿,似鼈而大紀年曰穆王三十七年起師至九江以黿爲梁
疑合三元平,愚袁,羱,羱羊角大者可爲器又五丸切
疑合三元平,愚袁,蚖,蠑蚖蜥蜴也一名守宮字林云在壁曰蝘蜓在洲曰蜥蜴
疑合三元平,愚袁,𧔞,晚蠶周禮禁原蠶鄭注云原再也俗從䖵
疑合三元平,愚袁,芫,草名有毒可爲藥也
疑合三元平,愚袁,邧,地名
疑合三元平,愚袁,榞,實如甘蕉而皮可食
疑合三元平,愚袁,謜,徐語孟子云故謜謜而來
疑合三元平,愚袁,㹉,獸如牛也
疑合三元平,愚袁,䬧,䬧餌又五丸切
疑合三元平,愚袁,獂,豕屬又音桓
疑合三元平,愚袁,阮,五阮郡出史記又元遠切
疑合三元平,愚袁,蒝,莖葉布也
云合三元平,雨元,袁,姓出陳郡汝南彭城三望本自胡公之後雨元切十六
云合三元平,雨元,爰,於也行也爲也哀也引也亦姓出濮陽亦舜裔胡公之後袁或作爰
云合三元平,雨元,垣,垣墉也又姓漢西河太守洛陽垣恭也
云合三元平,雨元,𩫧,籀文
云合三元平,雨元,園,園圃亦姓
云合三元平,雨元,援,援引也又爲眷切
云合三元平,雨元,榬,絡絲籰
云合三元平,雨元,轅,車轅方言云轅楚衛謂之輈又姓左傳陳大夫轅濤塗之後又漢複姓有軒轅氏
云合三元平,雨元,鶢,鶢鶋海鳥
云合三元平,雨元,媛,嬋媛枝相連引又爲眷切
云合三元平,雨元,洹,水名亦縣名在相州又音桓
云合三元平,雨元,溒,纂文云姓也玉篇云水流皃
云合三元平,雨元,𧻚,易田名也
云合三元平,雨元,蝯,蝯猴五百歲化爲玃爾雅曰猱蝯善援
云合三元平,雨元,猨,上同
云合三元平,雨元,猿,俗
並三元平,附袁,煩,勞也說文曰熱頭痛也附袁切三十八
並三元平,附袁,番,說文曰獸足謂之番經典作番又翻盤潘三音書亦音波
並三元平,附袁,𨆌,足有文也說文同上
並三元平,附袁,蹯,亦同上見左傳
並三元平,附袁,繁,穊也多也
並三元平,附袁,蘩,皤蒿
並三元平,附袁,薠,似蘋而大
並三元平,附袁,樊,樊籠亦姓周宣王封仲山甫於樊後因氏焉今在南陽
並三元平,附袁,𢶃,𢶃捼也
並三元平,附袁,繙,繙㠾亂取㠾於元切
並三元平,附袁,燔,炙也
並三元平,附袁,膰,祭餘熟𠟼
並三元平,附袁,瀿,水名玉篇云水暴溢也
並三元平,附袁,羳,羊黃腹也
並三元平,附袁,𩐏,百合蒜也
並三元平,附袁,鷭,鷭䳇鳥
並三元平,附袁,蟠,𧑓負又扶干切
