小韻號,母,呼,等,重紐,韻,聲,反切
2937,清,開,三,,清,去,七政
2938,章,開,三,,清,去,之盛
2939,書,開,三,,清,去,式正
2940,澄,開,三,,清,去,直正
2941,徹,開,三,,清,去,丑鄭
2942,心,開,三,,清,去,息正
2943,來,開,三,,清,去,力政
2944,滂,,三,A,清,去,匹正
2945,曉,合,三,A,清,去,休正
2946,幫,,三,A,清,去,畀政
2947,並,,三,A,清,去,防正
2948,從,開,三,,清,去,疾政
2949,常,開,三,,清,去,承正
2950,明,,三,A,清,去,彌正
2951,溪,開,三,A,清,去,墟正
2952,曉,開,三,A,清,去,許令
2953,精,開,三,,清,去,子姓
2954,見,開,四,,青,去,古定
2955,泥,開,四,,青,去,乃定
2956,心,開,四,,青,去,蘇佞
2957,匣,開,四,,青,去,胡定
2958,定,開,四,,青,去,徒徑
2959,端,開,四,,青,去,丁定
2960,溪,開,四,,青,去,苦定
2961,透,開,四,,青,去,他定
2962,清,開,四,,青,去,千定
2963,明,,四,,青,去,莫定
2964,影,開,四,,青,去,烏定
2965,來,開,四,,青,去,郎定
2966,章,開,三,,蒸,去,諸應
2967,以,開,三,,蒸,去,以證
2968,船,開,三,,蒸,去,實證
2969,日,開,三,,蒸,去,而證
2970,影,開,三,,蒸,去,於證
2971,精,開,三,,蒸,去,子孕
2972,曉,開,三,,蒸,去,許應
2973,書,開,三,,蒸,去,詩證
2974,澄,開,三,,蒸,去,丈證
2975,來,開,三,,蒸,去,里甑
2976,並,,三,,蒸,去,皮證
2977,昌,開,三,,蒸,去,昌孕
2978,疑,開,三,,蒸,去,牛𩜁
2979,常,開,三,,蒸,去,常證
2980,徹,開,三,,蒸,去,丑證
2981,羣,開,三,,蒸,去,其𩜁
2982,端,開,一,,登,去,都鄧
2983,從,開,一,,登,去,昨亙
2984,見,開,一,,登,去,古鄧
2985,清,開,一,,登,去,千鄧
2986,定,開,一,,登,去,徒亙
2987,明,,一,,登,去,武亙
2988,幫,,一,,登,去,方隥
2989,並,,一,,登,去,父鄧
2990,來,開,一,,登,去,魯鄧
2991,精,開,一,,登,去,子鄧
2992,心,開,一,,登,去,思贈
2993,透,開,一,,登,去,台鄧
2994,云,開,三,,尤,去,于救
2995,見,開,三,,尤,去,居祐
2996,澄,開,三,,尤,去,直祐
2997,知,開,三,,尤,去,陟救
2998,書,開,三,,尤,去,舒救
2999,昌,開,三,,尤,去,尺救
3000,邪,開,三,,尤,去,似祐
3001,曉,開,三,,尤,去,許救
3002,章,開,三,,尤,去,職救
3003,羣,開,三,,尤,去,巨救
3004,生,開,三,,尤,去,所祐
3005,莊,開,三,,尤,去,側救
3006,滂,,三,,尤,去,敷救
3007,初,開,三,,尤,去,初救
3008,幫,,三,,尤,去,方副
3009,徹,開,三,,尤,去,丑救
3010,來,開,三,,尤,去,力救
3011,心,開,三,,尤,去,息救
3012,精,開,三,,尤,去,即就
3013,崇,開,三,,尤,去,鋤祐
3014,從,開,三,,尤,去,疾僦
3015,孃,開,三,,尤,去,女救
3016,並,,三,,尤,去,扶富
3017,以,開,三,,尤,去,余救
3018,常,開,三,,尤,去,承呪
3019,日,開,三,,尤,去,人又
3020,明,,三,,尤,去,亡救
3021,疑,開,三,,尤,去,牛救
3022,溪,開,三,,尤,去,丘救
3023,清,開,三,,尤,去,七溜
3024,匣,開,一,,侯,去,胡遘
3025,溪,開,一,,侯,去,苦候
3026,明,,一,,侯,去,莫候
3027,滂,,一,,侯,去,匹候
3028,定,開,一,,侯,去,徒候
3029,端,開,一,,侯,去,都豆
3030,泥,開,一,,侯,去,奴豆
3031,心,開,一,,侯,去,蘇奏
3032,精,開,一,,侯,去,則候
3033,透,開,一,,侯,去,他候
3034,影,開,一,,侯,去,烏候
3035,見,開,一,,侯,去,古候
3036,清,開,一,,侯,去,倉奏
3037,來,開,一,,侯,去,盧候
3038,曉,開,一,,侯,去,呼漏
3039,並,,一,,侯,去,蒲候
3040,疑,開,一,,侯,去,五遘
3041,從,開,一,,侯,去,才奏
3042,影,開,三,,幽,去,伊謬
3043,明,,三,,幽,去,靡幼
3044,溪,開,三,,幽,去,丘謬
3045,羣,開,三,,幽,去,巨幼
3046,清,開,三,,侵,去,七鴆
3047,精,開,三,,侵,去,子鴆
3048,日,開,三,,侵,去,汝鴆
3049,澄,開,三,,侵,去,直禁
3050,章,開,三,,侵,去,之任
3051,羣,開,三,B,侵,去,巨禁
3052,見,開,三,B,侵,去,居蔭
3053,孃,開,三,,侵,去,乃禁
3054,影,開,三,B,侵,去,於禁
3055,生,開,三,,侵,去,所禁
3056,徹,開,三,,侵,去,丑禁
3057,莊,開,三,,侵,去,莊蔭
3058,初,開,三,,侵,去,楚譖
3059,疑,開,三,B,侵,去,宜禁
3060,知,開,三,,侵,去,知鴆
3061,來,開,三,,侵,去,良鴆
3062,常,開,三,,侵,去,時鴆
3063,云,開,三,B,侵,去,于禁
3064,書,開,三,,侵,去,式禁
3065,溪,開,一,,覃,去,苦紺
3066,見,開,一,,覃,去,古暗
3067,匣,開,一,,覃,去,胡紺
3068,影,開,一,,覃,去,烏紺
3069,透,開,一,,覃,去,他紺
3070,心,開,一,,覃,去,蘇紺
3071,清,開,一,,覃,去,七紺
3072,定,開,一,,覃,去,徒紺
3073,疑,開,一,,覃,去,五紺
3074,端,開,一,,覃,去,丁紺
3075,泥,開,一,,覃,去,奴紺
3076,來,開,一,,覃,去,郎紺
3077,曉,開,一,,覃,去,呼紺
3078,精,開,一,,覃,去,作紺
3079,溪,開,一,,談,去,苦濫
3080,來,開,一,,談,去,盧𣊟
3081,透,開,一,,談,去,吐濫
3082,見,開,一,,談,去,古蹔
3083,曉,開,一,,談,去,呼濫
3084,匣,開,一,,談,去,下瞰
3085,定,開,一,,談,去,徒濫
3086,從,開,一,,談,去,藏濫
3087,端,開,一,,談,去,都濫
3088,心,開,一,,談,去,蘇暫
3089,以,開,三,A,鹽,去,以贍
3090,常,開,三,,鹽,去,時豔
3091,日,開,三,,鹽,去,而豔
3092,影,開,三,A,鹽,去,於豔
3093,幫,,三,B,鹽,去,方驗
3094,疑,開,三,B,鹽,去,魚窆
3095,書,開,三,,鹽,去,舒贍
3096,精,開,三,,鹽,去,子豔
3097,清,開,三,,鹽,去,七豔
3098,來,開,三,,鹽,去,力驗
3099,徹,開,三,,鹽,去,丑豔
3100,昌,開,三,,鹽,去,昌豔
3101,影,開,三,B,鹽,去,於驗
3102,從,開,三,,鹽,去,慈豔
3103,章,開,三,,鹽,去,章豔
3104,透,開,四,,添,去,他念
3105,泥,開,四,,添,去,奴店
3106,端,開,四,,添,去,都念
3107,心,開,四,,添,去,先念
3108,定,開,四,,添,去,徒念
3109,見,開,四,,添,去,紀念
3110,影,開,四,,添,去,於念
3111,精,開,四,,添,去,子念
3112,從,開,四,,添,去,漸念
3113,溪,開,四,,添,去,苦念
3114,來,開,四,,添,去,力店
3115,疑,開,三,,嚴,去,魚欠
3116,曉,開,三,,嚴,去,許欠
3117,溪,開,三,,嚴,去,丘釅
3118,明,,三,,凡,去,亡劒
3119,匣,開,二,,咸,去,戶韽
3120,影,開,二,,咸,去,於陷
3121,莊,開,二,,咸,去,莊陷
3122,知,開,二,,咸,去,陟陷
3123,溪,開,二,,咸,去,口陷
3124,澄,開,二,,咸,去,佇陷
3125,崇,開,二,,咸,去,仕陷
3126,見,開,二,,咸,去,公陷
3127,孃,開,二,,咸,去,尼𧸖
3128,疑,開,二,,咸,去,玉陷
3129,見,開,二,,銜,去,格懺
3130,初,開,二,,銜,去,楚鑒
3131,莊,開,二,,銜,去,子鑑
3132,生,開,二,,銜,去,所鑑
3133,曉,開,二,,銜,去,許鑑
3134,並,,二,,銜,去,蒲鑑
3135,匣,開,二,,銜,去,胡懺
3136,崇,開,二,,銜,去,士懺
3137,影,開,二,,銜,去,
3138,並,,三,,凡,去,扶泛
3139,滂,,三,,凡,去,孚梵
3140,見,開,三,,嚴,去,居欠
3141,影,開,三,,嚴,去,於劒
3142,影,開,一,,東,入,烏谷
3143,定,開,一,,東,入,徒谷
3144,見,開,一,,東,入,古祿
3145,匣,開,一,,東,入,胡谷
3146,溪,開,一,,東,入,空谷
3147,透,開,一,,東,入,他谷
3148,端,開,一,,東,入,丁木
3149,心,開,一,,東,入,桑谷
3150,來,開,一,,東,入,盧谷
3151,曉,開,一,,東,入,呼木
3152,從,開,一,,東,入,昨木
3153,清,開,一,,東,入,千木
3154,精,開,一,,東,入,作木
3155,並,,一,,東,入,蒲木
3156,滂,,一,,東,入,普木
3157,幫,,一,,東,入,博木
3158,明,,一,,東,入,莫卜
3159,幫,,三,,東,入,方六
3160,並,,三,,東,入,房六
3161,生,開,三,,東,入,所六
3162,來,開,三,,東,入,力竹
3163,澄,開,三,,東,入,直六
3164,見,開,三,,東,入,居六
3165,溪,開,三,,東,入,驅匊
3166,常,開,三,,東,入,殊六
3167,昌,開,三,,東,入,昌六
3168,以,開,三,,東,入,余六
3169,羣,開,三,,東,入,渠竹
3170,清,開,三,,東,入,七宿
3171,日,開,三,,東,入,如六
3172,章,開,三,,東,入,之六
3173,書,開,三,,東,入,式竹
3174,曉,開,三,,東,入,許竹
3175,知,開,三,,東,入,張六
3176,精,開,三,,東,入,子六
3177,初,開,三,,東,入,初六
3178,孃,開,三,,東,入,女六
3179,莊,開,三,,東,入,側六
3180,滂,,三,,東,入,芳福
3181,影,開,三,,東,入,於六
3182,心,開,三,,東,入,息逐
3183,明,,三,,東,入,莫六
3184,云,開,三,,東,入,于六
3185,徹,開,三,,東,入,丑六
3186,疑,開,三,,東,入,魚菊
3187,從,開,三,,東,入,才六
3188,影,合,一,,冬,入,烏酷
3189,定,合,一,,冬,入,徒沃
3190,端,合,一,,冬,入,冬毒
3191,溪,合,一,,冬,入,苦沃
3192,匣,合,一,,冬,入,胡沃
3193,並,,一,,冬,入,蒲沃
3194,心,合,一,,冬,入,先篤
3195,見,合,一,,冬,入,古沃
3196,明,,一,,冬,入,莫沃
3197,曉,合,一,,冬,入,火酷
3198,泥,合,一,,冬,入,內沃
3199,精,合,一,,冬,入,將毒
3200,幫,,一,,冬,入,博沃
3201,來,合,一,,冬,入,盧毒
3202,疑,合,一,,冬,入,五沃
3203,章,開,三,,鍾,入,之欲
3204,疑,開,三,,鍾,入,魚欲
3205,曉,開,三,,鍾,入,許玉
3206,見,開,三,,鍾,入,居玉
3207,羣,開,三,,鍾,入,渠玉
3208,常,開,三,,鍾,入,市玉
3209,昌,開,三,,鍾,入,尺玉
3210,日,開,三,,鍾,入,而蜀
3211,書,開,三,,鍾,入,書玉
3212,以,開,三,,鍾,入,余蜀
3213,澄,開,三,,鍾,入,直錄
3214,來,開,三,,鍾,入,力玉
3215,溪,開,三,,鍾,入,丘玉
3216,知,開,三,,鍾,入,陟玉
3217,精,開,三,,鍾,入,即玉
3218,船,開,三,,鍾,入,神蜀
3219,並,,三,,鍾,入,房玉
3220,清,開,三,,鍾,入,七玉
3221,邪,開,三,,鍾,入,似足
3222,心,開,三,,鍾,入,相玉
3223,幫,,三,,鍾,入,封曲
3224,徹,開,三,,鍾,入,丑玉
3225,見,開,二,,江,入,古岳
3226,疑,開,二,,江,入,五角
3227,崇,開,二,,江,入,士角
3228,莊,開,二,,江,入,側角
3229,生,開,二,,江,入,所角
3230,知,開,二,,江,入,竹角
3231,幫,,二,,江,入,北角
3232,明,,二,,江,入,莫角
3233,並,,二,,江,入,蒲角
3234,滂,,二,,江,入,匹角
3235,溪,開,二,,江,入,苦角
3236,澄,開,二,,江,入,直角
3237,影,開,二,,江,入,於角
3238,孃,開,二,,江,入,女角
3239,徹,開,二,,江,入,敕角
3240,來,開,二,,江,入,呂角
3241,匣,開,二,,江,入,胡覺
3242,曉,開,二,,江,入,許角
3243,初,開,二,,江,入,測角
3244,章,開,三,,眞,入,之日
3245,日,開,三,,眞,入,人質
3246,船,開,三,,眞,入,神質
3247,澄,開,三,,眞,入,直一
3248,心,開,三,,眞,入,息七
3249,影,開,三,A,眞,入,於悉
3250,清,開,三,,眞,入,親吉
3251,滂,,三,A,眞,入,譬吉
3252,見,開,三,A,眞,入,居質
3253,孃,開,三,,眞,入,尼質
3254,以,開,三,A,眞,入,夷質
3255,溪,開,三,A,眞,入,去吉
3256,曉,開,三,A,眞,入,許吉
3257,徹,開,三,,眞,入,丑栗
3258,來,開,三,,眞,入,力質
3259,知,開,三,,眞,入,陟栗
3260,從,開,三,,眞,入,秦悉
3261,初,開,三,,眞,入,初栗
3262,書,開,三,,眞,入,式質
3263,精,開,三,,眞,入,資悉
3264,明,,三,A,眞,入,彌畢
3265,幫,,三,A,眞,入,卑吉
3266,羣,開,三,B,眞,入,巨乙
3267,並,,三,A,眞,入,毗必
3268,云,合,三,B,眞,入,于筆
3269,生,合,三,,眞,入,所律
3270,昌,開,三,,眞,入,昌栗
3271,崇,開,三,,眞,入,仕叱
3272,明,,三,B,眞,入,美筆
3273,並,,三,B,眞,入,房密
3274,影,開,三,B,眞,入,於筆
3275,疑,開,三,B,眞,入,魚乙
3276,幫,,三,B,眞,入,鄙密
3277,知,合,三,,眞,入,徵筆
3278,曉,開,三,B,眞,入,羲乙
3279,見,開,三,B,眞,入,居乙
3280,曉,合,三,A,眞,入,況必
3281,船,合,三,,眞,入,食聿
3282,見,合,三,A,眞,入,居聿
3283,從,合,三,,眞,入,慈卹
3284,以,合,三,A,眞,入,餘律
3285,精,合,三,,眞,入,子聿
3286,心,合,三,,眞,入,辛聿
3287,來,合,三,,眞,入,呂卹
3288,徹,合,三,,眞,入,丑律
3289,澄,合,三,,眞,入,直律
3290,昌,合,三,,眞,入,赤律
3291,清,合,三,,眞,入,倉聿
3292,莊,合,三,,眞,入,側律
3293,莊,開,三,,臻,入,阻瑟
3294,生,開,三,,臻,入,所櫛
3295,崇,開,三,,臻,入,崱瑟
3296,明,,三,,文,入,文弗
3297,幫,,三,,文,入,分勿
3298,影,合,三,,文,入,紆物
3299,見,合,三,,文,入,九勿
3300,溪,合,三,,文,入,區勿
3301,羣,合,三,,文,入,衢物
3302,並,,三,,文,入,符弗
3303,曉,合,三,,文,入,許勿
3304,云,合,三,,文,入,王勿
3305,滂,,三,,文,入,敷勿
3306,疑,合,三,,文,入,魚勿
3307,曉,開,三,,欣,入,許訖
3308,見,開,三,,欣,入,居乞
3309,疑,開,三,,欣,入,魚迄
3310,羣,開,三,,欣,入,其迄
3311,溪,開,三,,欣,入,去訖
3312,疑,合,三,,元,入,魚厥
3313,並,,三,,元,入,房越
3314,云,合,三,,元,入,王伐
3315,見,合,三,,元,入,居月
3316,影,合,三,,元,入,於月
3317,羣,合,三,,元,入,其月
3318,溪,合,三,,元,入,去月
3319,幫,,三,,元,入,方伐
3320,明,,三,,元,入,望發
3321,曉,合,三,,元,入,許月
3322,影,開,三,,元,入,於歇
3323,曉,開,三,,元,入,許竭
3324,見,開,三,,元,入,居竭
3325,羣,開,三,,元,入,其謁
3326,滂,,三,,元,入,拂伐
3327,疑,開,三,,元,入,語訐
3328,明,,一,,魂,入,莫勃
3329,透,合,一,,魂,入,土骨
3330,見,合,一,,魂,入,古忽
3331,並,,一,,魂,入,蒲沒
3332,端,合,一,,魂,入,當沒
3333,定,合,一,,魂,入,陀骨
3334,影,合,一,,魂,入,烏沒
3335,曉,合,一,,魂,入,呼骨
3336,疑,合,一,,魂,入,五忽
3337,滂,,一,,魂,入,普沒
3338,來,合,一,,魂,入,勒沒
3339,溪,合,一,,魂,入,苦骨
3340,泥,合,一,,魂,入,內骨
3341,心,合,一,,魂,入,蘇骨
3342,清,合,一,,魂,入,倉沒
3343,從,合,一,,魂,入,昨沒
3344,匣,開,一,,痕,入,下沒
3345,匣,合,一,,魂,入,戶骨
3346,精,合,一,,魂,入,臧沒
3347,匣,開,一,,寒,入,胡葛
3348,曉,開,一,,寒,入,許葛
3349,端,開,一,,寒,入,當割
3350,透,開,一,,寒,入,他達
3351,影,開,一,,寒,入,烏葛
3352,來,開,一,,寒,入,盧達
3353,溪,開,一,,寒,入,苦曷
3354,定,開,一,,寒,入,唐割
3355,從,開,一,,寒,入,才割
3356,疑,開,一,,寒,入,五割
3357,見,開,一,,寒,入,古達
3358,心,開,一,,寒,入,桑割
3359,清,開,一,,寒,入,七曷
3360,泥,開,一,,寒,入,奴曷
3361,以,開,三,,寒,入,予割
3362,明,,一,,寒,入,莫撥
3363,疑,合,一,,寒,入,五活
3364,從,合,一,,寒,入,藏活
3365,幫,,一,,寒,入,北末
3366,精,開,一,,寒,入,姊末
3367,見,合,一,,寒,入,古活
3368,溪,合,一,,寒,入,苦栝
3369,匣,合,一,,寒,入,戶括
3370,定,合,一,,寒,入,徒活
3371,曉,合,一,,寒,入,呼括
3372,影,合,一,,寒,入,烏括
3373,精,合,一,,寒,入,子括
3374,滂,,一,,寒,入,普活
3375,透,合,一,,寒,入,他括
3376,來,合,一,,寒,入,郎括
3377,端,合,一,,寒,入,丁括
3378,清,合,一,,寒,入,倉括
3379,並,,一,,寒,入,蒲撥
3380,匣,開,二,,山,入,胡八
3381,莊,開,二,,山,入,側八
3382,並,,二,,山,入,蒲八
3383,溪,開,二,,山,入,恪八
3384,匣,合,二,,山,入,戶八
3385,幫,,二,,山,入,博拔
3386,知,合,二,,山,入,丁滑
3387,影,合,二,,山,入,烏八
3388,孃,合,二,,山,入,女滑
3389,初,開,二,,山,入,初八
3390,見,合,二,,山,入,古滑
3391,見,開,二,,山,入,古黠
3392,影,開,二,,山,入,烏黠
3393,生,開,二,,山,入,所八
3394,明,,二,,山,入,莫八
3395,曉,合,二,,山,入,呼八
3396,孃,開,二,,山,入,女黠
3397,疑,合,二,,山,入,五滑
3398,溪,合,二,,山,入,口滑
3399,滂,,二,,山,入,普八
3400,莊,合,二,,山,入,鄒滑
3401,匣,開,二,,刪,入,胡瞎
3402,影,開,二,,刪,入,乙鎋
3403,疑,開,二,,刪,入,五鎋
3404,初,開,二,,刪,入,初鎋
3405,溪,開,二,,刪,入,枯鎋
3406,曉,開,二,,刪,入,許鎋
3407,徹,開,二,,刪,入,他鎋
3408,見,合,二,,刪,入,古䫄
3409,匣,合,二,,刪,入,下刮
3410,徹,合,二,,刪,入,丑刮
3411,知,合,二,,刪,入,丁刮
3412,生,合,二,,刪,入,數刮
3413,疑,合,二,,刪,入,五刮
3414,初,合,二,,刪,入,初刮
3415,明,,二,,刪,入,莫鎋
3416,孃,合,二,,刪,入,女刮
3417,幫,,二,,刪,入,百鎋
3418,見,開,二,,刪,入,古鎋
3419,崇,開,二,,刪,入,查鎋
3420,知,開,二,,刪,入,陟鎋
3421,日,開,三,,刪,入,而轄
3422,心,開,四,,先,入,先結
3423,清,開,四,,先,入,千結
3424,見,開,四,,先,入,古屑
3425,精,開,四,,先,入,子結
3426,曉,合,四,,先,入,呼決
3427,溪,合,四,,先,入,苦穴
3428,見,合,四,,先,入,古穴
3429,匣,合,四,,先,入,胡決
3430,影,合,四,,先,入,於決
3431,定,開,四,,先,入,徒結
3432,透,開,四,,先,入,他結
3433,匣,開,四,,先,入,胡結
3434,泥,開,四,,先,入,奴結
3435,從,開,四,,先,入,昨結
3436,疑,開,四,,先,入,五結
3437,明,,四,,先,入,莫結
3438,幫,,四,,先,入,方結
3439,影,開,四,,先,入,烏結
3440,溪,開,四,,先,入,苦結
3441,曉,開,四,,先,入,虎結
3442,滂,,四,,先,入,普蔑
3443,並,,四,,先,入,蒲結
3444,端,開,四,,先,入,丁結
3445,來,開,四,,先,入,練結
3446,心,開,三,,仙,入,私列
3447,來,開,三,,仙,入,良辥
3448,知,開,三,,仙,入,陟列
3449,羣,開,三,B,仙,入,渠列
3450,日,開,三,,仙,入,如列
3451,章,開,三,,仙,入,旨熱
3452,船,開,三,,仙,入,食列
3453,常,開,三,,仙,入,常列
3454,疑,開,三,B,仙,入,魚列
3455,明,,三,A,仙,入,亡列
3456,溪,開,三,B,仙,入,丘竭
3457,幫,,三,A,仙,入,并列
3458,從,合,三,,仙,入,情雪
3459,精,合,三,,仙,入,子悅
3460,心,合,三,,仙,入,相絕
3461,徹,合,三,,仙,入,丑悅
3462,以,合,三,A,仙,入,弋雪
3463,溪,合,三,A,仙,入,傾雪
3464,影,合,三,B,仙,入,乙劣
3465,日,合,三,,仙,入,如劣
3466,書,合,三,,仙,入,失爇
3467,章,合,三,,仙,入,職悅
3468,昌,合,三,,仙,入,昌悅
3469,知,合,三,,仙,入,陟劣
3470,來,合,三,,仙,入,力輟
3471,滂,,三,A,仙,入,芳滅
3472,並,,三,B,仙,入,皮列
3473,澄,開,三,,仙,入,直列
3474,幫,,三,B,仙,入,方別
3475,生,合,三,,仙,入,所劣
3476,見,開,三,A,仙,入,居列
3477,書,開,三,,仙,入,識列
3478,孃,合,三,,仙,入,女劣
3479,曉,合,三,A,仙,入,許劣
3480,影,合,三,A,仙,入,於悅
3481,見,合,三,B,仙,入,紀劣
3482,莊,合,三,,仙,入,側劣
3483,清,合,三,,仙,入,七絕
3484,精,開,三,,仙,入,姊列
3485,生,開,三,,仙,入,山列
3486,影,開,三,B,仙,入,於列
3487,徹,開,三,,仙,入,丑列
3488,曉,開,三,B,仙,入,許列
3489,常,合,三,,仙,入,殊雪
3490,初,合,三,,仙,入,廁別
3491,邪,合,三,,仙,入,寺絕
3492,昌,開,三,,仙,入,昌列
3493,以,開,三,A,仙,入,羊列
3494,崇,開,三,,仙,入,士列
3495,以,開,三,,陽,入,以灼
3496,來,開,三,,陽,入,離灼
3497,見,開,三,,陽,入,居勺
3498,章,開,三,,陽,入,之若
3499,書,開,三,,陽,入,書藥
3500,日,開,三,,陽,入,而灼
3501,昌,開,三,,陽,入,昌約
3502,影,開,三,,陽,入,於略
3503,溪,開,三,,陽,入,去約
3504,疑,開,三,,陽,入,魚約
3505,常,開,三,,陽,入,市若
3506,徹,開,三,,陽,入,丑略
3507,心,開,三,,陽,入,息約
3508,莊,開,三,,陽,入,側略
3509,精,開,三,,陽,入,即略
3510,從,開,三,,陽,入,在爵
3511,清,開,三,,陽,入,七雀
3512,羣,開,三,,陽,入,其虐
3513,影,合,三,,陽,入,憂縛
3514,並,,三,,陽,入,符钁
3515,曉,合,三,,陽,入,許縛
3516,云,合,三,,陽,入,王縛
3517,見,合,三,,陽,入,居縛
3518,知,開,三,,陽,入,張略
3519,澄,開,三,,陽,入,直略
3520,溪,合,三,,陽,入,丘縛
3521,羣,合,三,,陽,入,具籰
3522,孃,開,三,,陽,入,女略
3523,滂,,三,,陽,入,孚縛
3524,曉,開,三,,陽,入,虛約
3525,定,開,一,,唐,入,徒落
3526,明,,一,,唐,入,慕各
3527,來,開,一,,唐,入,盧各
3528,透,開,一,,唐,入,他各
3529,精,開,一,,唐,入,則落
3530,清,開,一,,唐,入,倉各
3531,見,開,一,,唐,入,古落
3532,溪,開,一,,唐,入,苦各
3533,疑,開,一,,唐,入,五各
3534,滂,,一,,唐,入,匹各
3535,影,開,一,,唐,入,烏各
3536,並,,一,,唐,入,傍各
3537,曉,開,一,,唐,入,呵各
3538,心,開,一,,唐,入,蘇各
3539,匣,開,一,,唐,入,下各
3540,從,開,一,,唐,入,在各
3541,幫,,一,,唐,入,補各
3542,泥,開,一,,唐,入,奴各
3543,曉,合,一,,唐,入,虛郭
3544,見,合,一,,唐,入,古博
3545,影,合,一,,唐,入,烏郭
3546,匣,合,一,,唐,入,胡郭
3547,溪,合,一,,唐,入,苦郭
3548,疑,合,一,,唐,入,五郭
3549,來,合,一,,唐,入,盧穫
3550,精,合,一,,唐,入,祖郭
3551,明,,二,,庚,入,莫白
3552,知,開,二,,庚,入,陟格
3553,並,,二,,庚,入,傍陌
3554,幫,,二,,庚,入,博陌
3555,羣,開,三,,庚,入,奇逆
3556,見,開,三,,庚,入,几劇
3557,生,開,三,,庚,入,山戟
3558,初,開,三,,庚,入,測戟
3559,匣,合,二,,庚,入,胡伯
3560,莊,開,二,,庚,入,側伯
3561,崇,開,二,,庚,入,鋤陌
3562,溪,開,三,,庚,入,綺戟
3563,疑,開,二,,庚,入,五陌
3564,疑,開,三,,庚,入,宜戟
3565,溪,開,二,,庚,入,苦格
3566,影,開,二,,庚,入,烏格
3567,曉,開,三,,庚,入,許郤
3568,徹,開,二,,庚,入,丑格
3569,影,合,二,,庚,入,乙白
3570,滂,,二,,庚,入,普伯
3571,曉,開,二,,庚,入,呼格
3572,匣,開,二,,庚,入,胡格
3573,見,開,二,,庚,入,古伯
3574,曉,合,二,,庚,入,虎伯
3575,澄,開,二,,庚,入,場伯
3576,見,合,二,,庚,入,古伯
3577,孃,開,二,,庚,入,女白
3578,溪,合,二,,庚,入,丘擭
3579,並,,三,,庚,入,弼戟
3580,明,,二,,耕,入,莫獲
3581,匣,合,二,,耕,入,胡麥
3582,見,合,二,,耕,入,古獲
3583,幫,,二,,耕,入,博厄
3584,並,,二,,耕,入,蒲革
3585,崇,開,二,,耕,入,士革
3586,莊,開,二,,耕,入,側革
3587,崇,合,二,,耕,入,查獲
3588,初,開,二,,耕,入,楚革
3589,溪,開,二,,耕,入,楷革
3590,曉,合,二,,耕,入,呼麥
3591,匣,開,二,,耕,入,下革
3592,見,開,二,,耕,入,古核
3593,知,開,二,,耕,入,陟革
3594,影,開,二,,耕,入,於革
3595,生,開,二,,耕,入,山責
3596,滂,,二,,耕,入,普麥
3597,疑,開,二,,耕,入,五革
3598,來,開,二,,耕,入,力摘
3599,莊,合,二,,耕,入,簪摑
3600,生,合,二,,耕,入,砂獲
3601,羣,合,二,,耕,入,求獲
3602,孃,開,二,,耕,入,尼戹
3603,心,開,三,,清,入,思積
3604,精,開,三,,清,入,資昔
3605,影,開,三,A,清,入,伊昔
3606,以,開,三,A,清,入,羊益
3607,書,開,三,,清,入,施隻
3608,昌,開,三,,清,入,昌石
3609,常,開,三,,清,入,常隻
3610,章,開,三,,清,入,之石
3611,澄,開,三,,清,入,直炙
3612,清,開,三,,清,入,七迹
3613,邪,開,三,,清,入,祥易
3614,從,開,三,,清,入,秦昔
3615,並,,三,A,清,入,房益
3616,以,合,三,A,清,入,營隻
3617,曉,合,三,A,清,入,許役
3618,幫,,三,A,清,入,必益
3619,滂,,三,A,清,入,芳辟
3620,船,開,三,,清,入,食亦
3621,幫,,三,B,清,入,彼役
3622,知,開,三,,清,入,竹益
3623,徹,開,三,,清,入,丑亦
3624,章,合,三,,清,入,之役
3625,清,合,三,,清,入,七役
3626,心,開,四,,青,入,先擊
3627,見,開,四,,青,入,古歷
3628,滂,,四,,青,入,普擊
3629,來,開,四,,青,入,郎擊
3630,端,開,四,,青,入,都歷
3631,匣,開,四,,青,入,胡狄
3632,疑,開,四,,青,入,五歷
3633,定,開,四,,青,入,徒歷
3634,透,開,四,,青,入,他歷
3635,精,開,四,,青,入,則歷
3636,溪,開,四,,青,入,苦擊
3637,泥,開,四,,青,入,奴歷
3638,從,開,四,,青,入,前歷
3639,明,,四,,青,入,莫狄
3640,並,,四,,青,入,扶歷
3641,幫,,四,,青,入,北激
3642,溪,合,四,,青,入,苦鶪
3643,見,合,四,,青,入,古闃
3644,清,開,四,,青,入,倉歷
3645,曉,開,四,,青,入,許激
3646,曉,合,四,,青,入,呼狊
3647,章,開,三,,蒸,入,之翼
3648,澄,開,三,,蒸,入,除力
3649,來,開,三,,蒸,入,林直
3650,徹,開,三,,蒸,入,恥力
3651,知,開,三,,蒸,入,竹力
3652,船,開,三,,蒸,入,乘力
3653,心,開,三,,蒸,入,相即
3654,常,開,三,,蒸,入,常職
3655,書,開,三,,蒸,入,賞職
3656,曉,開,三,,蒸,入,許極
3657,崇,開,三,,蒸,入,士力
3658,羣,開,三,,蒸,入,渠力
3659,孃,開,三,,蒸,入,女力
3660,初,開,三,,蒸,入,初力
3661,影,開,三,,蒸,入,於力
