小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
1878,34892,34602,27,20,2,黝,糾,居黝反,見開三幽上,kiwq,2,赳,武皃。作⿺走𠃏。
1879,34897,34603,27,20,3,黝,蟉,渠糾反,羣開三幽上,giwq,1,蟉,渠𥾆反。又力幽、力攸二反。一。
1880,34911,34701,27,20,4,寑,寑,七稔反,清開三侵上,tshimq,1,寑,七稔反。室。正作𡪢。五。
1880,34912,34701,27,20,5,寑,寑,七稔反,清開三侵上,tshimq,2,寢,卧。
1880,34913,34701,27,20,6,寑,寑,七稔反,清開三侵上,tshimq,3,梫,木名。
1880,34914,34701,27,20,7,寑,寑,七稔反,清開三侵上,tshimq,4,𦯈,覆【〻】。
1880,34915,34701,27,20,8,寑,寑,七稔反,清開三侵上,tshimq,5,鋟,爪刻饋板。又子廉反。
1881,34919,34702,27,20,9,寑,朕,直稔反,澄開三侵上,drimq,1,朕,直稔反。正作𦨶。一。
1882,34923,34703,27,21,1,寑,坅,丘甚反,溪開三B侵上,khyimq,1,坅,丘甚反。坎。一。
1883,34938,34704,27,21,2,寑,廩,力稔反,來開三侵上,limq,1,𢊬,力稔反。倉。六。
1883,34939,34704,27,21,3,寑,廩,力稔反,來開三侵上,limq,2,懔,力稔反。敬。
1883,34940,34704,27,21,4,寑,廩,力稔反,來開三侵上,limq,3,菻,蒿。
1883,34941,34704,27,21,5,寑,廩,力稔反,來開三侵上,limq,4,澟,寒狀。又渠今反。
1883,34942,34704,27,21,6,寑,廩,力稔反,來開三侵上,limq,5,醂,蔵果實。
1883,34943,34704,27,21,7,寑,廩,力稔反,來開三侵上,limq,6,𩖋,面黄𢈓。又來感反。
1883,34944,34704,27,21,8,寑,廩,力稔反,來開三侵上,limq,7,⿱炎面,火。又舒甚。
1884,34949,34705,27,21,9,寑,罧,斯稟反,心開三侵上,simq,1,罧,斯稟反。積柴取魚。又師隂反。二。
1884,34950,34705,27,22,1,寑,罧,斯稟反,心開三侵上,simq,2,伈,恐。
1885,34959,34707,27,22,2,寑,䤐,子甚反,精開三侵上,tsimq,1,䤐,子甚反。㜫。也欶酒反。二。
1885,34960,34707,27,22,3,寑,䤐,子甚反,精開三侵上,tsimq,2,䫖,白愞劣。
1886,34954,34706,27,22,4,寑,踸,褚甚反,徹開三侵上,trhimq,1,踸,禇甚反。亦作𧿦。一。
1887,34980,34708,27,22,5,寑,荏,如甚反,日開三侵上,njimq,1,荏,如甚反。菜。八。
1887,34981,34708,27,22,6,寑,荏,如甚反,日開三侵上,njimq,2,餁,熟食。
1887,34982,34708,27,22,7,寑,荏,如甚反,日開三侵上,njimq,3,恁,𫝹【〻】。
1887,34983,34708,27,22,8,寑,荏,如甚反,日開三侵上,njimq,4,稔,歳熟。
1887,34984,34708,27,22,9,寑,荏,如甚反,日開三侵上,njimq,5,栠,木弱皃。
1887,34985,34708,27,22,10,寑,荏,如甚反,日開三侵上,njimq,6,腍,熟。
1887,34986,34708,27,22,11,寑,荏,如甚反,日開三侵上,njimq,7,䇮,單席。
1887,34987,34708,27,23,1,寑,荏,如甚反,日開三侵上,njimq,8,𢆉,稍甚。
1888,34995,34709,27,23,2,寑,枕,之稔反,章開三侵上,tjimq,1,枕,之稔反。承頭木。三。
1888,34996,34709,27,23,3,寑,枕,之稔反,章開三侵上,tjimq,2,頏,頭骨。
1888,34997,34709,27,23,4,寑,枕,之稔反,章開三侵上,tjimq,3,䫬,頭𨦣長。
1889,35017,34710,27,23,5,寑,沈,式稔反,書開三侵上,sjimq,1,沈,式稔反。亦作邥。人姓。九。
1889,35018,34710,27,23,6,寑,沈,式稔反,書開三侵上,sjimq,2,審,諦。
1889,35019,34710,27,23,7,寑,沈,式稔反,書開三侵上,sjimq,3,㰂,木名。
1889,35020,34710,27,23,8,寑,沈,式稔反,書開三侵上,sjimq,4,瞫,視皃。
1889,35021,34710,27,23,9,寑,沈,式稔反,書開三侵上,sjimq,5,諗,告。又謀。
1889,35022,34710,27,23,10,寑,沈,式稔反,書開三侵上,sjimq,6,㜤,下志。
1889,35023,34710,27,23,11,寑,沈,式稔反,書開三侵上,sjimq,7,⿰目⿱厶大,瞚【〻】。
1889,35024,34710,27,24,1,寑,沈,式稔反,書開三侵上,sjimq,8,⿱炎面,火。又力甚反。
1889,35025,34710,27,24,2,寑,沈,式稔反,書開三侵上,sjimq,9,䰼,大魚。又才感反。亦作𩵸。
1890,35034,34712,27,24,3,寑,甚,食枕反,常開三侵上,djimq,1,甚,食枕反。大過。二。
1890,35035,34712,27,24,4,寑,甚,食枕反,常開三侵上,djimq,2,𧦑,信。又持林反。
1891,35029,34711,27,24,5,寑,椹,食稔反,船開三侵上,zjimq,1,椹,食稔反。桑莓。亦作㪛字。一。
1892,35039,34713,27,24,6,寑,瀋,尺甚反,昌開三侵上,tjhimq,1,瀋,尺甚反。汁。
1893,35047,34714,27,24,7,寑,墋,初朕反,初開三侵上,tsrhyimq,1,墋,初朕反。土。三。
1893,35048,34714,27,24,8,寑,墋,初朕反,初開三侵上,tsrhyimq,2,醦,酢甚。
1893,35049,34714,27,24,9,寑,墋,初朕反,初開三侵上,tsrhyimq,3,磣,食有沙。
1894,35053,34715,27,25,1,寑,拰,居〈尼〉甚反,孃開三侵上,nrimq,1,拰,居甚反。一。
1895,35061,34716,27,25,2,寑,噤,渠飲反,羣開三B侵上,gyimq,1,噤,渠飲反。寒唫，口急。亦唫。三。
1895,35062,34716,27,25,3,寑,噤,渠飲反,羣開三B侵上,gyimq,2,䫴,切齒怒。
1895,35063,34716,27,25,4,寑,噤,渠飲反,羣開三B侵上,gyimq,3,凚,寒【〻】。
1896,35072,34718,27,25,5,寑,蕈,慈錦反,從開三侵上,dzimq,1,蕈,慈錦反。菌生木上。又渠飲反。一。
1897,35067,34717,27,25,6,寑,錦,居飲反,見開三B侵上,kyimq,1,錦,居飲反。文繒。一。
1898,35077,34719,27,25,7,寑,僸,牛錦反,疑開三B侵上,ngyimq,1,僸,牛錦反。仰頭。二。
1898,35078,34719,27,25,8,寑,僸,牛錦反,疑開三B侵上,ngyimq,2,趛,低頭疾行。
1899,35083,34720,27,25,9,寑,⿸广辛〈㾕〉,疏錦反,生開三侵上,sryimq,1,⿸广辛,踈錦反。寒皃。二。
1899,35084,34720,27,26,1,寑,⿸广辛〈㾕〉,疏錦反,生開三侵上,sryimq,2,瘮,病。
1900,35088,34721,27,26,2,寑,禀,筆錦反,幫三B侵上,pyimq,1,禀,筆錦反。供穀。一。
1901,35093,34722,27,26,3,寑,飲,於錦反,影開三B侵上,qyimq,1,飲,於錦反。湯。二。
1901,35094,34722,27,26,4,寑,飲,於錦反,影開三B侵上,qyimq,2,𤃷,水火至。又於感反。
1902,35098,34723,27,26,5,寑,品,披飲反,滂三B侵上,phyimq,1,品,披飲反。一。
1903,35100,34724,27,26,6,寑,𩖄,仕｛疑爲“丘”之誤｝瘮反,崇開三侵上,dzryimq,1,𩖄,仕⿸广參反。𨢄皃。一。
1904,35103,34725,27,26,7,寑,廞,羲錦反,曉開三B侵上,hyimq,1,廞,羲錦反。又羲金反。一。
1905,35105,34726,27,26,8,寑,㱽,竹甚反,知開三侵上,trimq,1,⿰⿱𠂉几𠬛,竹甚反。撃。又渠金反。一。
1906,35106,34728,27,26,9,寑,𩒣,卿飲反,溪開三B侵上,khyimq,1,𩒣,𡖖飲反。容皃𨢄。一。
1907,35532,35001,27,27,1,琰,琰,以冉反,以開三鹽上,jiemq,1,琰,以𮉼反。玉。七。
1907,35533,35001,27,27,2,琰,琰,以冉反,以開三鹽上,jiemq,2,剡,削。又縣名，在㑹稽。
1907,35534,35001,27,27,3,琰,琰,以冉反,以開三鹽上,jiemq,3,𨁹,⿸广主行。
1907,35535,35001,27,27,4,琰,琰,以冉反,以開三鹽上,jiemq,4,扊,戾。
1907,35536,35001,27,27,5,琰,琰,以冉反,以開三鹽上,jiemq,5,棪,木名。
1907,35537,35001,27,27,6,琰,琰,以冉反,以開三鹽上,jiemq,6,⿰糸𨶒,續析木。
1907,35538,35001,27,27,7,琰,琰,以冉反,以開三鹽上,jiemq,7,𦦨,火光。
1908,35558,35002,27,27,8,琰,斂,力冉反,來開三鹽上,liemq,1,斂,力𮉼反。聚。七。
1908,35559,35002,27,27,9,琰,斂,力冉反,來開三鹽上,liemq,2,薟,白〻〈薟〉，藥。又力瞻反。
1908,35560,35002,27,27,10,琰,斂,力冉反,來開三鹽上,liemq,3,嬚,女字【〻】。
1908,35561,35002,27,28,1,琰,斂,力冉反,來開三鹽上,liemq,4,䭑,廉。
1908,35562,35002,27,28,2,琰,斂,力冉反,來開三鹽上,liemq,5,溓,靜。又理兼反。
1908,35563,35002,27,28,3,琰,斂,力冉反,來開三鹽上,liemq,6,羷,羊【〻】。
1908,35564,35002,27,28,4,琰,斂,力冉反,來開三鹽上,liemq,7,䌞,懸蠶薄。
1909,35585,35003,27,28,5,琰,險,虛檢反,曉開三B鹽上,hyemq,1,險,虚檢反。五。
1909,35586,35003,27,28,6,琰,險,虛檢反,曉開三B鹽上,hyemq,2,獫,〻〈獫〉狁。
1909,35587,35003,27,28,7,琰,險,虛檢反,曉開三B鹽上,hyemq,3,㛍,袴，性不端良。又弃𦯧反：少氣。
1909,35588,35003,27,28,8,琰,險,虛檢反,曉開三B鹽上,hyemq,4,譣,〻〈譣〉謏。
1909,35589,35003,27,28,9,琰,險,虛檢反,曉開三B鹽上,hyemq,5,𩏩,胡被。
1910,35598,35004,27,28,10,琰,貶,方冉反,幫三B鹽上,pyemq,1,貶,方𮉼反。退。一。
1911,35606,35006,27,28,11,琰,𩑳,丘檢反,溪開三B鹽上,khyemq,1,𩑳,丘檢反。〻〈𩑳〉顩，不平。二。
1911,35607,35006,27,29,1,琰,𩑳,丘檢反,溪開三B鹽上,khyemq,2,嵰,山髙。
1912,35628,35007,27,29,2,琰,儼,魚檢反,疑開三B鹽上,ngyemq,1,儼,魚檢反。敬。八。
1912,35629,35007,27,29,2.1,琰,儼,魚檢反,疑開三B鹽上,ngyemq,1.1,［顩］,［］
1912,35630,35007,27,29,3,琰,儼,魚檢反,疑開三B鹽上,ngyemq,2,广,因巖為室。
1912,35631,35007,27,29,4,琰,儼,魚檢反,疑開三B鹽上,ngyemq,3,隒,山形似重甑。
1912,35632,35007,27,29,5,琰,儼,魚檢反,疑開三B鹽上,ngyemq,4,礹,𥕌〻〈礹〉。
1912,35633,35007,27,29,6,琰,儼,魚檢反,疑開三B鹽上,ngyemq,5,嬐,〻〈嬐〉然，齊。又桑廉反。
1912,35634,35007,27,29,7,琰,儼,魚檢反,疑開三B鹽上,ngyemq,6,⿰女⿳亼吅酉,重頤。又烏兼反。
1912,35635,35007,27,29,8,琰,儼,魚檢反,疑開三B鹽上,ngyemq,7,嶮,嵰〻〈嶮〉，山不平。
1912,35636,35007,27,29,9,琰,儼,魚檢反,疑開三B鹽上,ngyemq,8,噞,魚口喁上下皃。亦作䲓。
1913,35650,35008,27,30,1,琰,儉,巨險反,羣開三B鹽上,gyemq,1,儉,巨險反。自廉。一。
1913,35651,35008,27,30,1.1,琰,儉,巨險反,羣開三B鹽上,gyemq,1.1,［芡］,［］
1914,35663,35009,27,30,2,琰,檢,居儼反,見開三B鹽上,kyemq,1,檢,居儼反。〻〈檢〉挍。二。
1914,35664,35009,27,30,2.1,琰,檢,居儼反,見開三B鹽上,kyemq,1.1,［檢］,［］
1914,35665,35009,27,30,3,琰,檢,居儼反,見開三B鹽上,kyemq,2,瞼,目〻〈瞼〉。
1915,35682,35010,27,30,4,琰,黶,於琰反,影開三A鹽上,qiemq,1,黶,於琰反。面有黒子【〻】。六。
1915,35683,35010,27,30,5,琰,黶,於琰反,影開三A鹽上,qiemq,2,𥜒,〻〈𥜒〉禳。
1915,35684,35010,27,30,6,琰,黶,於琰反,影開三A鹽上,qiemq,3,檿,山桑。
1915,35685,35010,27,30,7,琰,黶,於琰反,影開三A鹽上,qiemq,4,媕,婦名
1915,35686,35010,27,30,8,琰,黶,於琰反,影開三A鹽上,qiemq,5,擪,持。又於𤗊反。
