原書小韻號,小韻字號,字,poem_小韻內字序,poem_字,sbgy_id,sbgy_字,ytenx_小韻內字序,ytenx_流水序,ytenx_字
47,4,蹖,4,蹖,w113b0703,蹖,4,453,蹖
47,5,𪄻,5,𪄻,w113b0704,𪄻,5,454,𪄻
47,6,憃,6,憃,w113b0705,憃,6,455,憃
48,1,松,1,松,w113b0706,松,1,456,松
48,2,㮤,2,㮤,w113b0801,㮤,2,457,㮤
48,3,淞〈凇〉,3,淞〈凇〉,w113b0802,淞〈凇〉,3,458,淞
48,4,訟,4,訟,w113b0901,訟,4,459,訟
49,1,𧘂,1,𧘂,w113b0902,𧘂,1,460,𧘂
49,2,衝,2,衝,w113b0903,衝,2,461,衝
49,3,罿,3,罿,w113b0904,罿,3,462,罿
49,4,憧,4,憧,w113b0905,憧,4,463,憧
49,5,䡴,5,䡴,w113b1001,䡴,5,464,䡴
49,6,艟,6,艟,w113b1002,艟,6,465,艟
49,7,潼,7,潼,w113b1003,潼,7,466,潼
49,8,褈,8,褈,w113b1004,褈,8,467,褈
49,9,𠟍,9,𠟍,w113b1005,𠟍,9,468,𠟍
49,10,𠝤,10,𠝤,w113b1006,𠝤,10,469,𠝤
49,11,䂌,11,䂌,w113b1007,䂌,11,470,䂌
50,1,容,1,容,w113b1008,容,1,471,容
50,2,溶,2,溶,w114a0201,溶,2,472,溶
50,3,滽,3,滽,w114a0202,滽,3,473,滽
50,4,庸,4,庸,w114a0203,庸,4,474,庸
50,5,𦤘,5,𦤘,w114a0301,𦤘,5,475,𦤘
50,6,𧴄,6,𧴄,w114a0302,𧴄,6,476,𧴄
50,7,㺎,7,㺎,w114a0303,㺎,7,477,㺎
50,8,𤛑,8,𤛑,w114a0304,𤛑,8,478,𤛑
50,9,墉,9,墉,w114a0305,墉,9,479,墉
50,10,鎔,10,鎔,w114a0306,鎔,10,480,鎔
50,11,鏞,11,鏞,w114a0307,鏞,11,481,鏞
50,12,銿,12,銿,w114a0308,銿,12,482,銿
50,13,鄘,13,鄘,w114a0401,鄘,13,483,鄘
50,14,傭,14,傭,w114a0402,傭,14,484,傭
50,15,𪅟,15,𪅟,w114a0403,𪅟,15,485,𪅟
50,16,㼸,16,㼸,w114a0404,㼸,16,486,㼸
50,17,𤮇,17,𤮇,w114a0405,𤮇,17,487,𤮇
50,18,鱅,18,鱅,w114a0406,鱅,18,488,鱅
50,19,蓉,19,蓉,w114a0501,蓉,19,489,蓉
50,20,䗤,20,䗤,w114a0502,䗤,20,490,䗤
50,21,傛,21,傛,w114a0503,傛,21,491,傛
50,22,褣,22,褣,w114a0504,褣,22,492,褣
50,23,搈,23,搈,w114a0505,搈,23,493,搈
50,24,瑢,24,瑢,w114a0506,瑢,24,494,瑢
50,25,䈶,25,䈶,w114a0601,䈶,25,495,䈶
50,26,嵱,26,嵱,w114a0602,嵱,26,496,嵱
50,27,頌,27,頌,w114a0603,頌,27,497,頌
50,28,㝐,28,㝐,w114a0604,㝐,28,498,㝐
50,29,䡆,29,䡆,w114a0605,䡆,29,499,䡆
50,30,㟾,30,㟾,w114a0701,㟾,30,500,㟾
50,31,𨲟,31,𨲟,w114a0702,𨲟,31,501,𨲟
50,32,𪃾,32,𪃾,w114a0703,𪃾,32,502,𪃾
50,33,槦,33,槦,w114a0704,槦,33,503,槦
50,34,㣑,34,㣑,w114a0705,㣑,34,504,㣑
50,35,𢧳,35,𢧳,w114a0706,𢧳,35,505,𢧳
51,1,封,1,封,w114a0707,封,1,506,封
51,2,𡉚,2,𡉚,w114a0801,𡉚,2,507,𡉚
51,3,犎,3,犎,w114a0802,犎,3,508,犎
51,4,葑,4,葑,w114a0901,葑,4,509,葑
51,5,崶,5,崶,w114a0902,崶,5,510,崶
52,1,胷,1,胷,w114a0903,胷,1,511,胷
52,2,凶,2,凶,w114a1001,凶,2,512,凶
52,3,𣧑,3,𣧑,w114a1002,𣧑,3,513,𣧑
52,4,銎,4,銎,w114a1003,銎,4,514,銎
52,5,洶,5,洶,w114a1004,洶,5,515,洶
52,6,恟,6,恟,w114a1005,恟,6,516,恟
52,7,𧧗,7,𧧗,w114a1006,𧧗,7,517,𧧗
52,8,兇,8,兇,w114a1007,兇,8,518,兇
52,9,訩,9,訩,w114a1008,訩,9,519,訩
52,10,匈,10,匈,w114b0101,匈,10,520,匈
53,1,顒,1,顒,w114b0102,顒,1,521,顒
53,2,𩤛,2,𩤛,w114b0103,𩤛,2,522,𩤛
53,3,鰅,3,鰅,w114b0104,鰅,3,523,鰅
53,4,喁,4,喁,w114b0201,喁,4,524,喁
54,1,邕,1,邕,w114b0202,邕,1,525,邕
54,2,雍,2,雍,w114b0203,雍,2,526,雍
54,3,噰,3,噰,w114b0301,噰,3,527,噰
54,4,嗈,4,嗈,w114b0302,嗈,4,528,嗈
54,5,郺,5,郺,w114b0303,郺,5,529,郺
54,6,澭,6,澭,w114b0304,澭,6,530,澭
54,7,灉,7,灉,w114b0305,灉,7,531,灉
54,8,癰,8,癰,w114b0401,癰,8,532,癰
54,9,罋,9,罋,w114b0402,罋,9,533,罋
54,10,廱,10,廱,w114b0403,廱,10,534,廱
54,11,饔,11,饔,w114b0404,饔,11,535,饔
54,12,壅,12,壅,w114b0405,壅,12,536,壅
54,13,雝,13,雝,w114b0406,雝,13,537,雝
54,14,𪄉,14,𪄉,w114b0407,𪄉,14,538,𪄉
54,15,㻾,15,㻾,w114b0501,㻾,15,539,㻾
54,16,𧴗,16,𧴗,w114b0502,𧴗,16,540,𧴗
55,1,醲,1,醲,w114b0503,醲,1,541,醲
55,2,𨑊,2,𨑊,w114b0504,𨑊,2,542,𨑊
55,3,濃,3,濃,w114b0505,濃,3,543,濃
55,4,襛,4,襛,w114b0506,襛,4,544,襛
55,5,穠,5,穠,w114b0507,穠,5,545,穠
55,6,檂,6,檂,w114b0601,檂,6,546,檂
55,7,𪒬,7,𪒬,w114b0602,𪒬,7,547,𪒬
55,8,𨲳,8,𨲳,w114b0603,𨲳,8,548,𨲳
56,1,重,1,重,w114b0604,重,1,549,重
56,2,穜,2,穜,w114b0605,穜,2,550,穜
56,3,緟,3,緟,w114b0606,緟,3,551,緟
56,4,褈,4,褈,w114b0701,褈,4,552,褈
56,5,䳯,5,䳯,w114b0702,䳯,5,553,䳯
56,6,蝩,6,蝩,w114b0703,蝩,6,554,蝩
57,1,從,1,從,w114b0704,從,1,555,從
57,2,从,2,从,w114b0801,从,2,556,从
57,3,𩀰,3,𩀰,w114b0802,𩀰,3,557,𩀰
58,1,蹱,1,蹱,w114b0803,蹱,1,558,蹱
58,2,傭,2,傭,w114b0804,傭,2,559,傭
58,3,𦟛,3,𦟛,w114b0805,𦟛,3,560,𦟛
58,4,𨙔,4,𨙔,w114b0806,𨙦,4,561,𨙦
58,5,䝑,5,䝑,w114b0901,䝑,5,562,䝑
58,6,𨤩,6,𨤩,w114b0902,𨤩,6,563,𨤩
58,7,𪒒,7,𪒒,w114b0903,𪒒,7,564,𪒒
59,1,逢,1,逢,w114b0904,逢,1,565,逢
59,2,縫,2,縫,w114b0905,縫,2,566,縫
59,3,漨,3,漨,w114b0906,漨,3,567,漨
59,4,䩼,4,䩼,w114b1001,䩼,4,568,䩼
59,5,𥎌,5,𥎌,w114b1002,𥎌,5,569,𥎌
59,6,夆,6,夆,w114b1003,夆,6,570,夆
59,7,𥛝,7,𥛝,w114b1004,𥛝,7,571,𥛝
59,8,捀,8,捀,w114b1005,捀,8,572,捀
60,1,峯,1,峯,w115a0101,峯,1,573,峯
60,2,鋒,2,鋒,w115a0102,鋒,2,574,鋒
60,3,丰,3,丰,w115a0103,丰,3,575,丰
60,4,𡴀,4,𡴀,w115a0104,𡴀,4,576,𡴀
60,5,𢓱,5,𢓱,w115a0201,𢓱,5,577,𢓱
60,6,妦,6,妦,w115a0202,妦,6,578,妦
60,7,蠭,7,蠭,w115a0203,蠭,7,579,蠭
60,8,蜂,8,蜂,w115a0204,蜂,8,580,蜂
60,9,𧒒,9,𧒒,w115a0205,𧒒,9,581,𧒒
60,10,蘴,10,蘴,w115a0206,蘴,10,582,蘴
60,11,桻,11,桻,w115a0301,桻,11,583,桻
60,12,㷭,12,㷭,w115a0302,㷭,12,584,㷭
60,13,烽,13,烽,w115a0303,烽,13,585,烽
60,14,莑,14,莑,w115a0304,莑,14,586,莑
60,15,仹,15,仹,w115a0305,仹,15,587,仹
60,16,㸼,16,㸼,w115a0306,㸼,16,588,㸼
61,1,縱,1,縱,w115a0307,縱,1,589,縱
61,2,𣯨,2,𣯨,w115a0401,𣯨,2,590,𣯨
61,3,蹤,3,蹤,w115a0402,蹤,3,591,蹤
61,4,䡮,4,䡮,w115a0403,䡮,4,592,䡮
61,5,樅,5,樅,w115a0404,樅,5,593,樅
61,6,磫,6,磫,w115a0405,磫,6,594,磫
61,7,豵,7,豵,w115a0406,豵,7,595,豵
61,8,熧,8,熧,w115a0407,熧,8,596,熧
61,9,𧺣,9,𧺣,w115a0501,𧺣,9,597,𧺣
62,1,茸,1,茸,w115a0502,茸,1,598,茸
62,2,䩸,2,䩸,w115a0503,䩸,2,599,䩸
62,3,髶〈𩮙〉,3,髶〈𩮙〉,w115a0504,髶〈𩮙〉,3,600,髶
62,4,䇯,4,䇯,w115a0505,䇯,4,601,䇯
62,5,襛,5,襛,w115a0506,襛,5,602,襛
62,6,穠,6,穠,w115a0601,穠,6,603,穠
62,7,搑,7,搑,w115a0602,搑,7,604,搑
62,8,𥎂,8,𥎂,w115a0603,𥎂,8,605,𥎂
62,9,榵,9,榵,w115a0604,榵,9,606,榵
62,10,穁,10,穁,w115a0605,穁,10,607,穁
63,1,蛩,1,蛩,w115a0606,蛩,1,608,蛩
63,2,邛,2,邛,w115a0701,邛,2,609,邛
63,3,舼,3,舼,w115a0702,舼,3,610,舼
63,4,𦨰,4,𦨰,w115a0703,𦨰,4,611,𦨰
63,5,筇,5,筇,w115a0704,筇,5,612,筇
63,6,輁,6,輁,w115a0801,輁,6,613,輁
63,7,𦭭,7,𦭭,w115a0802,𦭭,7,614,𦭭
63,8,𥳎,8,𥳎,w115a0803,𥳎,8,615,𥳎
63,9,䂬,9,䂬,w115a0804,䂬,9,616,䂬
63,10,蛬,10,蛬,w115a0805,蛬,10,617,蛬
63,11,𠌖,11,𠌖,w115a0901,𠌖,11,618,𠌖
63,12,𩬰,12,𩬰,w115a0902,𩬰,12,619,𩬰
63,13,桏,13,桏,w115a0903,桏,13,620,桏
63,14,䅃,14,䅃,w115a0904,䅃,14,621,䅃
63,15,𤤶,15,𤤶,w115a0905,𤤶,15,622,𤤶
63,16,𩢽,16,𩢽,w115a0906,𩢽,16,623,𩢽
64,1,鱅,1,鱅,w115a1001,鱅,1,624,鱅
64,2,慵,2,慵,w115a1002,慵,2,625,慵
64,3,𩌨,3,𩌨,w115a1003,𩌨,3,626,𩌨
65,1,恭,1,恭,w115a1004,恭,1,627,恭
65,2,龔,2,龔,w115b0101,龔,2,628,龔
65,3,供,3,供,w115b0102,供,3,629,供
65,4,珙,4,珙,w115b0201,珙,4,630,珙
65,5,䢼,5,䢼,w115b0202,䢼,5,631,䢼
65,6,共,6,共,w115b0203,共,6,632,共
65,7,𤱨,7,𤱨,w115b0204,𤱨,7,633,𤱨
65,8,廾,8,廾,w115b0205,卄,8,634,廾
65,9,髸,9,髸,w115b0301,髸,9,635,髸
65,10,䳍,10,䳍,w115b0302,䳍,10,636,䳍
66,1,蜙,1,蜙,w115b0303,蜙,1,637,蜙
66,2,淞,2,淞,w115b0304,淞,2,638,淞
66,3,凇,3,凇,w115b0305,凇,3,639,凇
66,4,鬆,4,鬆,w115b0306,鬆,4,640,鬆
66,5,倯,5,倯,w115b0401,倯,5,641,倯
66,6,𢔋,6,𢔋,w115b0402,𢔋,6,642,𢔋
67,1,樅,1,樅,w115b0403,樅,1,643,樅
67,2,鏦,2,鏦,w115b0404,鏦,2,644,鏦
67,3,從,3,從,w115b0405,從,3,645,從
67,4,暰,4,暰,w115b0501,暰,4,646,暰
67,5,䗥,5,䗥,w115b0502,䗥,5,647,䗥
67,6,瑽,6,瑽,w115b0503,瑽,6,648,瑽
67,7,摐,7,摐,w115b0504,摐,7,649,摐
67,8,䐫,8,䐫,w115b0505,䐫,8,650,䐫
67,9,𥡬,9,𥡬,w115b0601,𥡬,9,651,𥡬
67,10,𧺣,10,𧺣,w115b0602,𧺣,10,652,𧺣
67,11,鬆,11,鬆,w115b0603,鬆,11,653,鬆
67,12,𨑪,12,𨑪,w115b0604,𨑪,12,654,𨑪
68,1,銎,1,銎,w115b0605,銎,1,655,銎
68,2,𥳎,2,𥳎,w115b0606,𥳎,2,656,𥳎
69,1,江,1,江,w115b0701,江,1,657,江
69,2,扛,2,扛,w115b0801,扛,2,658,扛
69,3,杠,3,杠,w115b0802,杠,3,659,杠
69,4,茳,4,茳,w115b0901,茳,4,660,茳
69,5,釭,5,釭,w115b0902,釭,5,661,釭
69,6,矼,6,矼,w115b0903,矼,6,662,矼
69,7,豇,7,豇,w115b0904,豇,7,663,豇
69,8,肛,8,肛,w115b0905,肛,8,664,肛
69,9,玒,9,玒,w115b1001,玒,9,665,玒
69,10,𧢸,10,𧢸,w115b1002,𧢸,10,666,𧢸
69,11,䜫,11,䜫,w115b1003,䜫,11,667,䜫
70,1,厖,1,厖,w115b1004,厖,1,668,厖
70,2,駹,2,駹,w115b1005,駹,2,669,駹
70,3,狵,3,狵,w115b1006,狵,3,670,狵
70,4,尨,4,尨,w116a0101,尨,4,671,尨
70,5,浝,5,浝,w116a0102,浝,5,672,浝
70,6,哤,6,哤,w116a0103,哤,6,673,哤
70,7,牻,7,牻,w116a0104,牻,7,674,牻
70,8,娏,8,娏,w116a0105,娏,8,675,娏
70,9,䵨,9,䵨,w116a0106,䵨,9,676,䵨
70,10,㟌,10,㟌,w116a0107,㟌,10,677,㟌
70,11,蛖,11,蛖,w116a0108,蛖,11,678,蛖
70,12,𥆙,12,𥆙,w116a0201,𥆙,12,679,𥆙
70,13,痝,13,痝,w116a0202,痝,13,680,痝
70,14,𠈵,14,𠈵,w116a0203,𠈵,14,681,𠈵
71,1,𦗳,1,𦗳,w116a0204,𦗳,1,682,𦗳
71,2,𣰊,2,𣰊,w116a0205,𣰊,2,683,𣰊
71,3,涳,3,涳,w116a0206,涳,3,684,涳
71,4,噥,4,噥,w116a0207,噥,4,685,噥
71,5,𩟊,5,𩟊,w116a0301,𩟊,5,686,𩟊
71,6,鬞,6,鬞,w116a0302,鬞,6,687,鬞
71,7,䁸,7,䁸,w116a0303,䁸,7,688,䁸
71,8,𪆯,8,𪆯,w116a0304,𪆯,8,689,𪆯
72,1,囪,1,囪,w116a0305,囱,1,690,囪
72,2,窻,2,窻,w116a0306,䆫,2,691,䆫
72,3,牕,3,牕,w116a0401,牎,3,692,牎
72,4,窓,4,窓,w116a0402,窓,4,693,窓
72,5,䎫,5,䎫,w116a0403,䎫,5,694,䎫
72,6,堫,6,堫,w116a0404,堫,6,695,堫
72,7,摐,7,摐,w116a0405,摐,7,696,摐
72,8,鏦,8,鏦,w116a0406,鏦,8,697,鏦
72,9,𥎋,9,𥎋,w116a0501,𥍷,9,698,𥍷
73,1,邦,1,邦,w116a0502,邦,1,699,邦
73,2,𤰫,2,𤰫,w116a0503,𤰫,2,700,𤰫
73,3,梆,3,梆,w116a0504,梆,3,701,梆
73,4,垹,4,垹,w116a0505,垹,4,702,垹
74,1,栙,1,栙,w116a0506,栙,1,703,栙
74,2,䜶,2,䜶,w116a0601,䜶,2,704,䜶
74,3,降,3,降,w116a0602,降,3,705,降
74,4,缸,4,缸,w116a0603,缸,4,706,缸
74,5,缻〈瓨〉,5,缻〈瓨〉,w116a0604,缻〈瓨〉,5,707,缻
74,6,洚,6,洚,w116a0605,洚,6,708,洚
74,7,夅,7,夅,w116a0606,夅,7,709,夅
74,8,跭,8,跭,w116a0701,跭,8,710,跭
75,1,胮,1,胮,w116a0702,胮,1,711,胮
75,2,𤵸,2,𤵸,w116a0703,𤵸,2,712,𤵸
75,3,𩐨,3,𩐨,w116a0704,𩐨,3,713,𩐨
75,4,𪔔,4,𪔔,w116a0705,𪔔,4,714,𪔔
75,5,𪐿,5,𪐿,w116a0706,𪐿,5,715,𪐿
76,1,瀧,1,瀧,w116a0707,瀧,1,716,瀧
76,2,䮾,2,䮾,w116a0801,䮾,2,717,䮾
77,1,雙,1,雙,w116a0802,雙,1,718,雙
77,2,艭,2,艭,w116a0803,艭,2,719,艭
77,3,䉶,3,䉶,w116a0901,䉶,3,720,䉶
77,4,𢥠,4,𢥠,w116a0902,𢥠,4,721,𢥠
77,5,䝄,5,䝄,w116a0903,䝄,5,722,䝄
77,6,瀧,6,瀧,w116a0904,瀧,6,723,瀧
77,7,𨇯,7,𨇯,w116a0905,𨇯,7,724,𨇯
78,1,龐,1,龐,w116a0906,龐,1,725,龐
78,2,逄,2,逄,w116a1001,逄,2,726,逄
78,3,胮,3,胮,w116a1002,胮,3,727,胮
78,4,𩐨,4,𩐨,w116a1003,𩐨,4,728,𩐨
78,5,舽,5,舽,w116a1004,舽,5,729,舽
79,1,肛,1,肛,w116b0101,肛,1,730,肛
79,2,啌,2,啌,w116b0102,啌,2,731,啌
79,3,谾,3,谾,w116b0103,谾,3,732,谾
79,4,舡,4,舡,w116b0104,舡,4,733,舡
80,1,胦,1,胦,w116b0105,胦,1,734,胦
81,1,腔,1,腔,w116b0106,腔,1,735,腔
81,2,𤟄,2,𤟄,w116b0201,𤟄,2,736,𤟄
81,3,羫,3,羫,w116b0202,羫,3,737,羫
81,4,控,4,控,w116b0203,控,4,738,控
81,5,椌,5,椌,w116b0204,椌,5,739,椌
81,6,悾,6,悾,w116b0205,悾,6,740,悾
81,7,跫,7,跫,w116b0206,跫,7,741,跫
81,8,涳,8,涳,w116b0207,涳,8,742,涳
81,9,崆,9,崆,w116b0208,崆,9,743,崆
81,10,𩩝,10,𩩝,w116b0301,𩩝,10,744,𩩝
81,11,㾤,11,㾤,w116b0302,㾤,11,745,㾤
81,12,㼹,12,㼹,w116b0303,㼹,12,746,㼹
82,1,幢,1,幢,w116b0304,幢,1,747,幢
82,2,撞,2,撞,w116b0305,撞,2,748,撞
82,3,橦,3,橦,w116b0401,橦,3,749,橦
82,4,𣃘,4,𣃘,w116b0402,𣃘,4,750,𣃘
82,5,噇,5,噇,w116b0403,噇,5,751,噇
82,6,𩪘,6,𩪘,w116b0404,𩪘,6,752,𩪘
83,1,憃,1,憃,w116b0501,憃,1,753,憃
83,2,䚎,2,䚎,w116b0502,䚎,2,754,䚎
83,3,𥡟,3,𥡟,w116b0503,𥡟,3,755,𥡟
83,4,䄝,4,䄝,w116b0504,䄝,4,756,䄝
83,5,𧜧,5,𧜧,w116b0505,𧜧,5,757,𧜧
84,1,樁,1,樁,w116b0601,樁,1,758,樁
84,2,𣻛,2,𣻛,w116b0602,𣻛,2,759,𣻛
85,1,㟅,1,㟅,w116b0603,㟅,1,760,㟅
86,1,淙,1,淙,w116b0604,淙,1,761,淙
86,2,鬃,2,鬃,w116b0605,鬃,2,762,鬃
86,3,㼻,3,㼻,w116b0606,㼻,3,763,㼻
86,4,𩞐,4,𩞐,w116b0701,𩞐,4,764,𩞐
87,1,支,1,支,w116b0801,支,1,765,支
87,2,𥾣,2,𥾣,w116b0802,𥾣,2,766,𥾣
87,3,只,3,只,w116b0901,只,3,767,只
87,4,汥,4,汥,w116b0902,汥,4,768,汥
87,5,㲍,5,㲍,w116b0903,㲍,5,769,㲍
87,6,巵,6,巵,w116b0904,卮,6,770,巵
87,7,梔,7,梔,w116b0905,栀,7,771,梔
87,8,枝,8,枝,w116b0906,枝,8,772,枝
87,9,衹,9,衹,w116b1001,衹〈祇〉,9,773,衹
87,10,㽻,10,㽻,w116b1002,㽻,10,774,㽻
87,11,衼,11,衼,w116b1003,衼,11,775,衼
87,12,肢,12,肢,w116b1004,肢,12,776,肢
87,13,胑,13,胑,w116b1005,胑,13,777,胑
87,14,𨈛,14,𨈛,w116b1006,𨈛,14,778,𨈛
87,15,禔,15,禔,w117a0101,禔,15,779,禔
87,16,馶,16,馶,w117a0102,馶,16,780,馶
87,17,氏,17,氏,w117a0103,氏,17,781,氏
87,18,疻,18,疻,w117a0104,疻,18,782,疻
87,19,㩼,19,㩼,w117a0105,㩼,19,783,㩼
87,20,鳷,20,鳷,w117a0106,鳷,20,784,鳷
87,21,䧴,21,䧴,w117a0201,䧴,21,785,䧴
87,22,觶,22,觶,w117a0202,觶,22,786,觶
87,23,榰,23,榰,w117a0203,榰,23,787,榰
87,24,㯄,24,㯄,w117a0204,㯄,24,788,㯄
87,25,𪂅,25,𪂅,w117a0301,𪂅,25,789,𪂅
87,26,𧌔,26,𧌔,w117a0302,𧌔,26,790,𧌔
87,27,眵,27,眵,w117a0303,眵,27,791,眵
87,28,䡋,28,䡋,w117a0304,䡋,28,792,䡋
87,29,𩍲,29,𩍲,w117a0305,𩍲,29,793,𩍲
88,1,移,1,移,w117a0401,移,1,794,移
88,2,䄬,2,䄬,w117a0501,䄬,2,795,䄬
88,3,迻,3,迻,w117a0502,迻,3,796,迻
88,4,𠩗,4,𠩗,w117a0503,𠩗,4,797,𠩗
88,5,杝,5,杝,w117a0504,杝,5,798,杝
88,6,鉹,6,鉹,w117a0505,鉹,6,799,鉹
88,7,袲,7,袲,w117a0506,袲,7,800,袲
88,8,箷,8,箷,w117a0601,箷,8,801,箷
88,9,𥠥,9,𥠥,w117a0602,𥠥〈椸〉,9,802,𥠥
88,10,㥴,10,㥴,w117a0603,㥴,10,803,㥴
88,11,詑,11,詑,w117a0604,詑,11,804,詑
88,12,簃,12,簃,w117a0605,簃,12,805,簃
88,13,䔟,13,䔟,w117a0606,䔟,13,806,䔟
88,14,熪,14,熪,w117a0701,熪,14,807,熪
88,15,扅,15,扅,w117a0702,扅,15,808,扅
88,16,衪,16,衪,w117a0703,衪,16,809,衪
88,17,暆,17,暆,w117a0704,暆,17,810,暆
88,18,迆,18,迆,w117a0705,迆,18,811,迆
88,19,𤝻,19,𤝻,w117a0706,𤝻,19,812,𤝻
88,20,栘,20,栘,w117a0801,栘,20,813,栘
88,21,歋,21,歋,w117a0802,歋,21,814,歋
88,22,酏,22,酏,w117a0803,酏,22,815,酏
88,23,匜,23,匜,w117a0804,匜,23,816,匜
88,24,拸,24,拸,w117a0901,拸,24,817,拸
88,25,謻,25,謻,w117a0902,謻,25,818,謻
88,26,𠗺,26,𠗺,w117a0903,𠗺,26,819,𠗺
88,27,蛇,27,蛇,w117a0904,蛇,27,820,蛇
88,28,虵,28,虵,w117a0905,虵,28,821,虵
88,29,螔,29,螔,w117a1001,螔,29,822,螔
88,30,𠐀,30,𠐀,w117a1002,𠐀,30,823,𠐀
88,31,𣣢,31,𣣢,w117a1003,𣣢,31,824,𣣢
88,32,䬁,32,䬁,w117a1004,䬁,32,825,䬁
89,1,爲,1,爲,w117a1005,爲,1,826,爲
89,2,為,2,為,w117b0101,為,2,827,為
89,3,潙,3,潙,w117b0102,潙,3,828,潙
89,4,䧦,4,䧦,w117b0103,䧦,4,829,䧦
89,5,鄬,5,鄬,w117b0201,鄬,5,830,鄬
89,6,𩻟,6,𩻟,w117b0202,𩻟,6,831,𩻟
90,1,嬀,1,嬀,w117b0203,嬀,1,832,嬀
90,2,潙,2,潙,w117b0301,潙,2,833,潙
91,1,𪎮,1,𪎮,w117b0302,𪎮,1,834,𪎮
91,2,麾,2,麾,w117b0303,麾,2,835,麾
91,3,噅,3,噅,w117b0401,噅,3,836,噅
91,4,撝,4,撝,w117b0402,撝,4,837,撝
91,5,𩻟,5,𩻟,w117b0403,𩻟,5,838,𩻟
91,6,䧦,6,䧦,w117b0404,䧦,6,839,䧦
92,1,逶,1,逶,w117b0405,逶,1,840,逶
92,2,𣨙,2,𣨙,w117b0406,𣨙,2,841,𣨙
92,3,萎,3,萎,w117b0501,萎,3,842,萎
92,4,㮃,4,㮃,w117b0502,㮃,4,843,㮃
92,5,覣,5,覣,w117b0503,覣,5,844,覣
92,6,蜲,6,蜲,w117b0504,蜲,6,845,蜲
92,7,痿,7,痿,w117b0505,痿,7,846,痿
92,8,倭,8,倭,w117b0506,倭,8,847,倭
92,9,委,9,委,w117b0507,委,9,848,委
92,10,䴧,10,䴧,w117b0508,䴧,10,849,䴧
92,11,蟡,11,蟡,w117b0509,蟡,11,850,蟡
93,1,糜,1,糜,w117b0601,糜,1,851,糜
93,2,縻,2,縻,w117b0602,縻,2,852,縻
93,3,㸏,3,㸏,w117b0603,㸏,3,853,㸏
93,4,𪎕,4,𪎕,w117b0604,𪎕,4,854,𪎕
93,5,蘼,5,蘼,w117b0605,蘼,5,855,蘼
93,6,䊳,6,䊳,w117b0701,䊳,6,856,䊳
93,7,𪎭,7,𪎭,w117b0702,𪎭,7,857,𪎭
93,8,𦗕,8,𦗕,w117b0703,𦗕,8,858,𦗕
93,9,醿,9,醿,w117b0704,醿,9,859,醿
94,1,隓,1,隓,w117b0705,隓,1,860,隓
94,2,墮,2,墮,w117b0801,墮,2,861,墮
94,3,隳,3,隳,w117b0802,隳,3,862,隳
94,4,眭,4,眭,w117b0803,眭,4,863,眭
94,5,觿,5,觿,w117b0804,觿,5,864,觿
94,6,睢,6,睢,w117b0805,睢,6,865,睢
94,7,䜐,7,䜐,w117b0901,䜐,7,866,䜐
94,8,鑴,8,鑴,w117b0902,鑴,8,867,鑴
94,9,蘳,9,蘳,w117b0903,蘳,9,868,蘳
95,1,鬌,1,鬌,w117b0904,鬌,1,869,鬌
95,2,錘,2,錘,w117b0905,錘,2,870,錘
95,3,甀,3,甀,w117b1001,甀,3,871,甀
96,1,𡍮,1,𡍮,w117b1002,𡍮,1,872,𡍮
96,2,垂,2,垂,w117b1003,垂,2,873,垂
96,3,陲,3,陲,w117b1004,陲,3,874,陲
96,4,倕,4,倕,w117b1005,倕,4,875,倕
96,5,𦈼,5,𦈼,w117b1006,𦈼,5,876,𦈼
96,6,𨿠,6,𨿠,w118a0101,𨿠,6,877,𨿠
96,7,圌,7,圌,w118a0102,圌,7,878,圌
96,8,篅,8,篅,w118a0103,篅,8,879,篅
96,9,𥳙,9,𥳙,w118a0104,𥳙,9,880,𥳙
96,10,𠃀,10,𠃀,w118a0105,𠂹,10,881,𠂹
97,1,羸,1,羸,w118a0106,羸,1,882,羸
97,2,𡰠,2,𡰠,w118a0201,𡰠,2,883,𡰠
98,1,吹,1,吹,w118a0202,吹,1,884,吹
98,2,炊,2,炊,w118a0203,炊,2,885,炊
98,3,䶴,3,䶴,w118a0204,䶴,3,886,䶴
99,1,鈹,1,鈹,w118a0205,鈹,1,887,鈹
99,2,帔,2,帔,w118a0301,帔,2,888,帔
99,3,鮍,3,鮍,w118a0302,鮍,3,889,鮍
99,4,披,4,披,w118a0303,披,4,890,披
99,5,𤱍,5,𤱍,w118a0304,𤱍,5,891,𤱍
99,6,耚,6,耚,w118a0305,耚,6,892,耚
99,7,狓,7,狓,w118a0306,狓,7,893,狓
99,8,翍,8,翍,w118a0307,翍,8,894,翍
99,9,旇,9,旇,w118a0401,旇,9,895,旇
99,10,秛,10,秛,w118a0402,秛,10,896,秛
99,11,𤿎,11,𤿎,w118a0403,𤿎,11,897,𤿎
99,12,㱟,12,㱟,w118a0404,㱟,12,898,㱟
100,1,陂,1,陂,w118a0405,陂,1,899,陂
100,2,詖,2,詖,w118a0406,詖,2,900,詖
100,3,碑,3,碑,w118a0501,碑,3,901,碑
100,4,羆,4,羆,w118a0502,羆,4,902,羆
100,5,𥀍,5,𥀍,w118a0601,𥀍,5,903,𥀍
100,6,𨰟,6,𨰟,w118a0602,𨰟,6,904,𨰟
100,7,𤜑,7,𤜑,w118a0603,𤜑,7,905,𤜑
